team,player,player_id,position,competition,season,games,possible_games,goals,assists,minutes,start11_pct,yellow,red,clean_sheets,conceded,minutes_pct,second_yellow,gc_pct,gc_pct_nopen
Curaçao,Kenji Gorré,374889,Left Winger,Ligat ha'Al,25/26,24,26,4,7,1515,65.38461538461539,4,0,0,0,64.74358974358975,0,22.0,23.91304347826087
Curaçao,Kenji Gorré,374889,Left Winger,UECL Qualifying,25/26,1,4,0,1,26,0.0,0,0,0,0,7.222222222222221,0,20.0,25.0
Curaçao,Kenji Gorré,374889,Left Winger,Gvia haMedina,25/26,3,4,1,3,265,75.0,0,0,0,0,73.61111111111111,0,30.76923076923077,33.33333333333333
Curaçao,Kenji Gorré,374889,Left Winger,Ligat ha'Al -  Championship round,25/26,1,10,0,0,90,10.0,0,0,0,0,10.0,0,0.0,0.0
Curaçao,Sontje Hansen,485582,Right Winger,Championship,25/26,17,45,1,0,491,8.88888888888889,1,0,0,0,12.123456790123457,0,1.4084507042253522,1.6129032258064515
Curaçao,Sontje Hansen,485582,Right Winger,FA Cup,25/26,1,1,0,0,4,0.0,0,0,0,0,4.444444444444445,0,0.0,0.0
Curaçao,Sontje Hansen,485582,Right Winger,Championship Play-Offs,25/26,2,3,0,0,15,0.0,0,0,0,0,5.0,0,0.0,0.0
Curaçao,Sontje Hansen,485582,Right Winger,Eredivisie,25/26,0,1,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0
Curaçao,Sontje Hansen,485582,Right Winger,Premier League 2,25/26,2,2,0,0,180,100.0,0,0,0,0,100.0,0,0.0,0.0
Curaçao,Ar'jany Martha,572519,Right Winger,League One,25/26,41,46,1,2,2579,52.17391304347826,7,0,0,0,62.29468599033816,0,7.317073170731707,8.333333333333332
Curaçao,Ar'jany Martha,572519,Right Winger,EFL Trophy,25/26,3,5,0,1,184,40.0,0,0,0,0,40.88888888888889,0,7.142857142857142,9.090909090909092
Curaçao,Ar'jany Martha,572519,Right Winger,FA Cup,25/26,1,1,0,0,120,100.0,0,0,0,0,100.0,0,0.0,0.0
Curaçao,Ar'jany Martha,572519,Right Winger,EFL Cup,25/26,2,2,1,0,180,100.0,1,0,0,0,100.0,0,25.0,100.0
Curaçao,Brandley Kuwas,232219,Right Winger,Eredivisie,25/26,32,34,5,4,2024,67.64705882352942,4,0,0,0,66.1437908496732,0,25.71428571428571,26.47058823529412
Curaçao,Brandley Kuwas,232219,Right Winger,KNVB Beker,25/26,3,4,2,1,270,75.0,0,0,0,0,69.23076923076923,0,50.0,75.0
Curaçao,Brandley Kuwas,232219,Right Winger,Keuken Kampioen Play-Offs,25/26,2,2,0,0,107,0.0,0,0,0,0,50.95238095238095,0,0.0,0.0
Curaçao,Gervane Kastaneer,240752,Centre-Forward,Super League,25/26,7,9,1,5,561,77.77777777777779,2,0,0,0,69.25925925925925,0,54.54545454545454,66.66666666666666
Curaçao,Gervane Kastaneer,240752,Centre-Forward,Piala Malaysia,25/26,2,2,1,0,171,100.0,1,0,0,0,95.0,0,50.0,50.0
Curaçao,Gervane Kastaneer,240752,Centre-Forward,Super League,25/26,13,17,4,3,1077,76.47058823529412,3,0,0,0,70.3921568627451,0,38.88888888888889,43.75
Curaçao,Jürgen Locadia,166240,Centre-Forward,USLC,2026,10,13,4,0,753,61.53846153846154,1,0,0,0,64.35897435897436,0,26.666666666666668,36.36363636363637
Curaçao,Jürgen Locadia,166240,Centre-Forward,USL Cup,2026,2,3,1,2,141,66.66666666666666,0,1,0,0,52.22222222222223,0,50.0,60.0
Czechia,Lukas Hornicek,629773,Goalkeeper,Liga Portugal,25/26,33,34,0,0,2960,97.05882352941177,3,0,12,33,96.73202614379085,0,0.0,0.0
Czechia,Lukas Hornicek,629773,Goalkeeper,Europa League,25/26,14,14,0,0,1260,100.0,0,0,7,14,100.0,0,0.0,0.0
Czechia,Lukas Hornicek,629773,Goalkeeper,Europa League Qualifying,25/26,5,6,0,0,480,83.33333333333334,0,0,4,1,84.21052631578947,0,0.0,0.0
Czechia,Lukas Hornicek,629773,Goalkeeper,Allianz Cup,25/26,3,3,0,0,270,100.0,1,0,1,3,100.0,0,0.0,0.0
Czechia,Matej Kovar,550829,Goalkeeper,Eredivisie,25/26,31,34,0,0,2790,91.17647058823529,0,0,7,41,91.17647058823529,0,0.0,0.0
Czechia,Matej Kovar,550829,Goalkeeper,UEFA Champions League,25/26,8,8,0,0,720,100.0,0,0,0,16,100.0,0,0.0,0.0
Czechia,Matej Kovar,550829,Goalkeeper,KNVB Beker,25/26,4,4,0,0,360,100.0,0,0,1,5,100.0,0,0.0,0.0
Czechia,Matej Kovar,550829,Goalkeeper,Johan Cruijff Schaal,25/26,1,1,0,0,90,100.0,0,0,0,1,100.0,0,0.0,0.0
Czechia,Jindrich Stanek,242089,Goalkeeper,Chance Liga,25/26,18,30,0,0,1620,60.0,1,0,6,17,60.0,0,0.0,0.0
Czechia,Jindrich Stanek,242089,Goalkeeper,UEFA Champions League,25/26,6,8,0,0,540,75.0,0,0,1,16,75.0,0,0.0,0.0
Czechia,Jindrich Stanek,242089,Goalkeeper,Chance Liga Champion Gr.,25/26,1,5,0,0,90,20.0,0,0,0,3,20.0,0,0.0,0.0
Czechia,Ladislav Krejčí,345911,Centre-Back,Premier League,25/26,28,36,2,1,2361,75.0,3,0,0,0,72.87037037037038,1,11.11111111111111,12.5
Czechia,Ladislav Krejčí,345911,Centre-Back,FA Cup,25/26,2,3,0,0,180,66.66666666666666,0,0,0,0,66.66666666666666,0,0.0,0.0
Czechia,Ladislav Krejčí,345911,Centre-Back,EFL Cup,25/26,2,2,0,0,135,50.0,1,0,0,0,75.0,0,0.0,0.0
Czechia,Ladislav Krejčí,345911,Centre-Back,LaLiga,25/26,2,2,0,0,180,100.0,1,0,0,0,100.0,0,0.0,0.0
Czechia,Robin Hranac,620217,Centre-Back,Bundesliga,25/26,29,34,1,0,2251,76.47058823529412,5,0,0,0,73.56209150326798,0,1.5384615384615385,1.639344262295082
Czechia,Robin Hranac,620217,Centre-Back,DFB-Pokal,25/26,2,2,0,0,172,100.0,1,0,0,0,81.9047619047619,0,0.0,0.0
Czechia,Stepan Chaloupek,944827,Centre-Back,Chance Liga,25/26,24,30,4,3,1550,56.666666666666664,5,0,0,0,57.407407407407405,0,11.11111111111111,12.068965517241379
Czechia,Stepan Chaloupek,944827,Centre-Back,UEFA Champions League,25/26,8,8,1,1,559,75.0,1,0,0,0,77.63888888888889,0,40.0,40.0
Czechia,Stepan Chaloupek,944827,Centre-Back,Chance Liga Champion Gr.,25/26,4,5,4,0,308,60.0,0,0,0,0,68.44444444444444,0,36.36363636363637,33.33333333333333
Czechia,Stepan Chaloupek,944827,Centre-Back,MOL Cup,25/26,2,3,0,1,164,33.33333333333333,0,0,0,0,54.666666666666664,0,10.0,12.5
Czechia,Stepan Chaloupek,944827,Centre-Back,ChNL,25/26,1,1,0,0,39,100.0,0,0,0,0,43.333333333333336,0,0.0,0.0
Czechia,David Zima,544149,Centre-Back,Chance Liga,25/26,22,30,0,2,1680,66.66666666666666,2,0,0,0,62.22222222222222,0,3.1746031746031744,4.166666666666666
Czechia,David Zima,544149,Centre-Back,UEFA Champions League,25/26,8,8,0,0,690,100.0,2,0,0,0,95.83333333333334,0,0.0,0.0
Czechia,David Zima,544149,Centre-Back,Chance Liga Champion Gr.,25/26,2,5,1,1,180,40.0,0,0,0,0,40.0,0,18.181818181818183,40.0
Czechia,David Zima,544149,Centre-Back,MOL Cup,25/26,1,3,0,0,46,33.33333333333333,0,0,0,0,15.333333333333332,0,0.0,0.0
Czechia,Tomas Holes,216278,Centre-Back,Chance Liga,25/26,22,30,1,2,1829,66.66666666666666,4,0,0,0,67.74074074074075,0,4.761904761904762,5.454545454545454
Czechia,Tomas Holes,216278,Centre-Back,UEFA Champions League,25/26,4,8,0,1,188,37.5,0,0,0,0,26.111111111111114,0,20.0,25.0
Czechia,Tomas Holes,216278,Centre-Back,Chance Liga Champion Gr.,25/26,3,5,1,1,263,60.0,1,0,0,0,58.44444444444444,0,18.181818181818183,18.181818181818183
Czechia,Tomas Holes,216278,Centre-Back,MOL Cup,25/26,1,3,0,0,14,0.0,0,0,0,0,4.666666666666667,0,0.0,0.0
Czechia,Jaroslav Zelený,142219,Centre-Back,Chance Liga,25/26,21,30,1,1,1446,56.666666666666664,2,0,0,0,53.55555555555556,0,3.3333333333333335,3.7735849056603774
Czechia,Jaroslav Zelený,142219,Centre-Back,Conference League,25/26,7,8,0,0,611,87.5,1,0,0,0,84.86111111111111,0,0.0,0.0
Czechia,Jaroslav Zelený,142219,Centre-Back,UECL Qualifying,25/26,3,6,0,0,180,33.33333333333333,1,0,0,0,33.33333333333333,0,0.0,0.0
Czechia,Jaroslav Zelený,142219,Centre-Back,Chance Liga Champion Gr.,25/26,4,5,0,2,315,80.0,0,0,0,0,70.0,0,22.22222222222222,25.0
Czechia,Jaroslav Zelený,142219,Centre-Back,MOL Cup,25/26,1,3,0,0,45,33.33333333333333,0,0,0,0,15.0,0,0.0,0.0
Czechia,David Jurásek,500054,Left-Back,Chance Liga,25/26,11,11,0,2,984,100.0,0,0,0,0,99.39393939393939,0,9.090909090909092,9.090909090909092
Czechia,David Jurásek,500054,Left-Back,Chance Liga Champion Gr.,25/26,5,5,1,4,363,80.0,0,0,0,0,80.66666666666666,0,45.45454545454545,35.714285714285715
Czechia,David Jurásek,500054,Left-Back,MOL Cup,25/26,1,1,0,0,120,100.0,0,0,0,0,100.0,0,0.0,0.0
Czechia,David Jurásek,500054,Left-Back,Europa League Qualifying,25/26,2,2,0,0,93,50.0,0,0,0,0,51.66666666666667,0,0.0,0.0
Czechia,David Jurásek,500054,Left-Back,UECL Qualifying,25/26,4,4,0,0,234,75.0,0,0,0,0,65.0,0,0.0,0.0
Czechia,David Jurásek,500054,Left-Back,Türkiye Kupasi,25/26,1,1,0,0,71,100.0,0,0,0,0,78.88888888888889,0,0.0,0.0
Czechia,David Jurásek,500054,Left-Back,Süper Lig,25/26,10,17,0,0,637,41.17647058823529,0,0,0,0,41.63398692810458,0,0.0,0.0
Czechia,Vladimír Coufal,157672,Right-Back,Bundesliga,25/26,34,34,1,9,3018,100.0,4,0,0,0,98.62745098039215,0,15.384615384615385,15.384615384615385
Czechia,Vladimír Coufal,157672,Right-Back,DFB-Pokal,25/26,1,2,0,0,90,50.0,0,0,0,0,42.857142857142854,0,0.0,0.0
Czechia,Tomáš Souček,283628,Defensive Midfield,Premier League,25/26,35,38,5,0,2199,63.1578947368421,3,1,0,0,64.29824561403508,0,10.869565217391305,11.363636363636363
Czechia,Tomáš Souček,283628,Defensive Midfield,FA Cup,25/26,3,4,0,0,244,25.0,1,0,0,0,50.83333333333333,0,0.0,0.0
Czechia,Tomáš Souček,283628,Defensive Midfield,EFL Cup,25/26,1,1,1,0,90,100.0,0,0,0,0,100.0,0,50.0,50.0
Czechia,Tomáš Souček,283628,Defensive Midfield,EFL Trophy,25/26,1,1,0,0,90,100.0,1,0,0,0,100.0,0,0.0,0.0
Czechia,Michal Sadílek,321204,Central Midfield,Chance Liga,25/26,25,30,1,5,1822,70.0,6,0,0,0,67.48148148148148,0,9.523809523809524,10.526315789473683
Czechia,Michal Sadílek,321204,Central Midfield,UEFA Champions League,25/26,8,8,0,0,600,87.5,0,0,0,0,83.33333333333334,0,0.0,0.0
Czechia,Michal Sadílek,321204,Central Midfield,Chance Liga Champion Gr.,25/26,4,5,0,0,270,40.0,0,0,0,0,60.0,0,0.0,0.0
Czechia,Michal Sadílek,321204,Central Midfield,MOL Cup,25/26,2,3,1,0,180,66.66666666666666,0,0,0,0,60.0,0,10.0,16.666666666666664
Czechia,Lukas Cerv,611049,Central Midfield,Chance Liga,25/26,29,30,1,2,2388,93.33333333333333,3,0,0,0,88.44444444444444,0,6.0,6.0
Czechia,Lukas Cerv,611049,Central Midfield,Europa League,25/26,10,10,1,1,875,100.0,1,0,0,0,94.08602150537635,0,14.285714285714285,18.181818181818183
Czechia,Lukas Cerv,611049,Central Midfield,Champions League Qu.,25/26,4,4,0,0,360,100.0,1,0,0,0,100.0,0,0.0,0.0
Czechia,Lukas Cerv,611049,Central Midfield,Chance Liga Champion Gr.,25/26,3,5,0,1,270,60.0,1,0,0,0,60.0,0,10.0,20.0
Czechia,Lukas Cerv,611049,Central Midfield,MOL Cup,25/26,3,3,1,0,90,33.33333333333333,0,0,0,0,33.33333333333333,0,12.5,12.5
Czechia,Hugo Sochurek,1206877,Central Midfield,Chance Liga,25/26,6,10,0,2,416,50.0,0,0,0,0,46.22222222222222,0,10.0,10.526315789473683
Czechia,Hugo Sochurek,1206877,Central Midfield,Conference League,25/26,1,2,0,0,90,50.0,0,0,0,0,50.0,0,0.0,0.0
Czechia,Hugo Sochurek,1206877,Central Midfield,Chance Liga Champion Gr.,25/26,2,5,0,0,96,20.0,0,0,0,0,21.333333333333336,0,0.0,0.0
Czechia,Hugo Sochurek,1206877,Central Midfield,MOL Cup,25/26,1,1,0,0,29,0.0,1,0,0,0,24.166666666666668,0,0.0,0.0
Czechia,Hugo Sochurek,1206877,Central Midfield,1. liga U19,25/26,6,6,0,1,502,100.0,0,0,0,0,92.96296296296296,0,7.142857142857142,7.142857142857142
Czechia,Hugo Sochurek,1206877,Central Midfield,ChNL,25/26,5,10,0,0,298,30.0,0,0,0,0,33.111111111111114,0,0.0,0.0
Czechia,Alexandr Sojka,826103,Central Midfield,Chance Liga,25/26,28,30,1,2,1611,53.333333333333336,1,0,0,0,59.66666666666667,0,6.666666666666667,20.0
Czechia,Alexandr Sojka,826103,Central Midfield,Europa League,25/26,2,4,0,0,52,0.0,0,0,0,0,13.333333333333334,0,0.0,0.0
Czechia,Alexandr Sojka,826103,Central Midfield,Chance Liga Champion Gr.,25/26,5,5,2,0,374,80.0,0,0,0,0,83.11111111111111,0,20.0,20.0
Czechia,Alexandr Sojka,826103,Central Midfield,MOL Cup,25/26,3,3,1,1,255,66.66666666666666,0,0,0,0,85.0,0,28.57142857142857,0.0
Czechia,Vladimír Darida,179643,Central Midfield,Chance Liga,25/26,29,30,10,6,2505,96.66666666666667,2,0,0,0,92.77777777777779,0,37.2093023255814,37.2093023255814
Czechia,Vladimír Darida,179643,Central Midfield,Chance Liga Champion Gr.,25/26,3,5,1,0,270,60.0,0,0,0,0,60.0,0,14.285714285714285,20.0
Czechia,Vladimír Darida,179643,Central Midfield,MOL Cup,25/26,3,3,1,0,184,66.66666666666666,2,0,0,0,55.757575757575765,0,8.333333333333332,14.285714285714285
Czechia,David Doudera,493758,Right Midfield,Chance Liga,25/26,20,30,1,4,1357,53.333333333333336,6,0,0,0,50.25925925925926,0,7.936507936507936,10.0
Czechia,David Doudera,493758,Right Midfield,UEFA Champions League,25/26,7,8,0,1,439,62.5,1,0,0,0,60.97222222222223,0,20.0,20.0
Czechia,David Doudera,493758,Right Midfield,Chance Liga Champion Gr.,25/26,2,5,0,0,144,40.0,0,1,0,0,32.0,0,0.0,0.0
Czechia,Pavel Sulc,500053,Attacking Midfield,Ligue 1,25/26,27,34,11,3,1569,50.0,3,0,0,0,51.27450980392156,0,26.41509433962264,31.818181818181817
Czechia,Pavel Sulc,500053,Attacking Midfield,Europa League,25/26,8,10,1,3,477,50.0,1,0,0,0,53.0,0,21.052631578947366,28.57142857142857
Czechia,Pavel Sulc,500053,Attacking Midfield,Coupe de France,25/26,3,4,2,1,217,50.0,1,0,0,0,60.27777777777777,0,23.076923076923077,42.857142857142854
Czechia,Pavel Sulc,500053,Attacking Midfield,Champions League Qu.,25/26,2,2,0,0,180,100.0,0,0,0,0,100.0,0,0.0,0.0
Czechia,Pavel Sulc,500053,Attacking Midfield,Chance Liga,25/26,2,2,1,3,161,100.0,0,0,0,0,89.44444444444444,0,66.66666666666666,66.66666666666666
Czechia,Denis Visinsky,652060,Attacking Midfield,Chance Liga,25/26,23,30,6,2,1369,56.666666666666664,6,0,0,0,50.70370370370371,0,16.0,17.77777777777778
Czechia,Denis Visinsky,652060,Attacking Midfield,Europa League,25/26,10,10,1,0,458,50.0,1,0,0,0,49.24731182795699,0,7.142857142857142,9.090909090909092
Czechia,Denis Visinsky,652060,Attacking Midfield,Champions League Qu.,25/26,2,4,0,0,34,0.0,0,0,0,0,9.444444444444445,0,0.0,0.0
Czechia,Denis Visinsky,652060,Attacking Midfield,Chance Liga Champion Gr.,25/26,4,5,2,1,299,80.0,0,0,0,0,66.44444444444444,0,30.0,30.0
Czechia,Denis Visinsky,652060,Attacking Midfield,MOL Cup,25/26,2,3,0,0,156,66.66666666666666,0,0,0,0,57.77777777777777,0,0.0,0.0
Czechia,Lukas Provod,292779,Left Winger,Chance Liga,25/26,27,30,7,9,2222,83.33333333333334,2,0,0,0,82.2962962962963,0,25.396825396825395,28.07017543859649
Czechia,Lukas Provod,292779,Left Winger,UEFA Champions League,25/26,8,8,0,2,701,100.0,1,0,0,0,97.36111111111111,0,40.0,40.0
Czechia,Lukas Provod,292779,Left Winger,Chance Liga Champion Gr.,25/26,3,5,0,2,270,60.0,0,0,0,0,60.0,0,18.181818181818183,20.0
Czechia,Lukas Provod,292779,Left Winger,MOL Cup,25/26,1,3,1,0,23,0.0,0,0,0,0,7.666666666666666,0,10.0,25.0
Czechia,Patrik Schick,242086,Centre-Forward,Bundesliga,25/26,28,34,16,3,1996,67.64705882352942,2,0,0,0,65.22875816993464,0,27.941176470588236,34.54545454545455
Czechia,Patrik Schick,242086,Centre-Forward,UEFA Champions League,25/26,9,12,4,1,537,50.0,0,0,0,0,49.72222222222222,0,31.25,38.46153846153847
Czechia,Patrik Schick,242086,Centre-Forward,DFB-Pokal,25/26,5,5,2,0,332,80.0,0,0,0,0,69.16666666666667,0,16.666666666666664,16.666666666666664
Czechia,Adam Hlozek,552057,Centre-Forward,Bundesliga,25/26,5,34,0,0,37,0.0,0,0,0,0,1.2091503267973858,0,0.0,0.0
Czechia,Adam Hlozek,552057,Centre-Forward,3. Liga,25/26,1,1,0,0,31,100.0,0,0,0,0,34.44444444444444,0,0.0,0.0
Czechia,Mojmír Chytil,405855,Centre-Forward,Chance Liga,25/26,24,30,11,1,1273,43.333333333333336,0,0,0,0,47.14814814814815,0,19.047619047619047,20.689655172413794
Czechia,Mojmír Chytil,405855,Centre-Forward,UEFA Champions League,25/26,6,8,0,0,143,12.5,1,0,0,0,19.86111111111111,0,0.0,0.0
Czechia,Mojmír Chytil,405855,Centre-Forward,Chance Liga Champion Gr.,25/26,5,5,2,0,229,40.0,0,0,0,0,50.888888888888886,0,18.181818181818183,14.285714285714285
Czechia,Mojmír Chytil,405855,Centre-Forward,MOL Cup,25/26,2,3,1,0,150,66.66666666666666,0,0,0,0,50.0,0,10.0,16.666666666666664
Czechia,Jan Kuchta,334802,Centre-Forward,Chance Liga,25/26,25,30,10,6,1263,40.0,6,0,0,0,46.77777777777778,0,26.666666666666668,28.57142857142857
Czechia,Jan Kuchta,334802,Centre-Forward,Conference League,25/26,8,8,0,2,382,37.5,2,0,0,0,53.05555555555556,0,18.181818181818183,18.181818181818183
Czechia,Jan Kuchta,334802,Centre-Forward,UECL Qualifying,25/26,5,6,3,1,347,83.33333333333334,0,0,0,0,64.25925925925927,0,30.76923076923077,30.76923076923077
Czechia,Jan Kuchta,334802,Centre-Forward,Chance Liga Champion Gr.,25/26,5,5,2,2,422,100.0,0,0,0,0,93.77777777777779,0,44.44444444444444,50.0
Czechia,Jan Kuchta,334802,Centre-Forward,MOL Cup,25/26,2,3,0,0,121,33.33333333333333,0,0,0,0,40.33333333333333,0,0.0,0.0
Czechia,Tomas Chory,198614,Centre-Forward,Chance Liga,25/26,22,30,17,5,1761,70.0,3,2,0,0,65.22222222222223,0,34.92063492063492,47.82608695652174
Czechia,Tomas Chory,198614,Centre-Forward,UEFA Champions League,25/26,7,8,0,0,451,62.5,1,0,0,0,62.638888888888886,0,0.0,0.0
Czechia,Tomas Chory,198614,Centre-Forward,Chance Liga Champion Gr.,25/26,2,5,0,0,149,40.0,0,1,0,0,33.111111111111114,0,0.0,0.0
Czechia,Tomas Chory,198614,Centre-Forward,MOL Cup,25/26,2,3,0,1,60,0.0,0,0,0,0,20.0,0,10.0,12.5
Côte d'Ivoire,Yahia Fofana,418651,Goalkeeper,Süper Lig,25/26,27,31,0,1,2430,87.09677419354838,2,0,6,42,87.09677419354838,0,2.2222222222222223,2.272727272727273
Côte d'Ivoire,Yahia Fofana,418651,Goalkeeper,Türkiye Kupasi,25/26,0,6,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0
Côte d'Ivoire,Yahia Fofana,418651,Goalkeeper,National 3 - Grp. B,25/26,1,1,0,0,90,100.0,0,0,0,2,100.0,0,0.0,0.0
Côte d'Ivoire,Alban Lafont,357117,Goalkeeper,Super League 1,25/26,16,26,0,0,1395,61.53846153846154,1,0,6,13,59.61538461538461,0,0.0,0.0
Côte d'Ivoire,Alban Lafont,357117,Goalkeeper,Europa League,25/26,10,12,0,0,930,83.33333333333334,1,0,3,12,83.78378378378379,0,0.0,0.0
Côte d'Ivoire,Alban Lafont,357117,Goalkeeper,Champions League Qu.,25/26,0,2,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0
Côte d'Ivoire,Alban Lafont,357117,Goalkeeper,Europa League Qualifying,25/26,0,4,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0
Côte d'Ivoire,Alban Lafont,357117,Goalkeeper,Kypello Elladas,25/26,5,7,0,0,450,71.42857142857143,0,0,2,4,71.42857142857143,0,0.0,0.0
Côte d'Ivoire,Alban Lafont,357117,Goalkeeper,Super League Play-off,25/26,6,6,0,0,540,100.0,1,0,2,7,100.0,0,0.0,0.0
Côte d'Ivoire,Mohamed Koné,911985,Goalkeeper,Jupiler Pro League,25/26,9,30,0,0,810,30.0,1,0,2,10,30.0,0,0.0,0.0
Côte d'Ivoire,Mohamed Koné,911985,Goalkeeper,UECL Qualifying,25/26,0,2,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0
Côte d'Ivoire,Mohamed Koné,911985,Goalkeeper,Croky Cup,25/26,2,5,0,0,180,40.0,0,0,2,0,40.0,0,0.0,0.0
Côte d'Ivoire,Mohamed Koné,911985,Goalkeeper,JPL Europe Play-Offs,25/26,10,10,0,0,900,100.0,1,0,4,8,100.0,0,0.0,0.0
Côte d'Ivoire,Mohamed Koné,911985,Goalkeeper,1ste Nationale ACFF,25/26,1,1,0,0,90,100.0,0,0,0,1,100.0,0,0.0,0.0
Côte d'Ivoire,Ousmane Diomande,974982,Centre-Back,Liga Portugal,25/26,17,34,0,1,1297,44.11764705882353,5,0,0,0,42.38562091503268,0,1.1235955056179776,1.7543859649122806
Côte d'Ivoire,Ousmane Diomande,974982,Centre-Back,UEFA Champions League,25/26,9,12,1,0,614,58.333333333333336,0,0,0,0,55.31531531531532,0,4.545454545454546,6.25
Côte d'Ivoire,Ousmane Diomande,974982,Centre-Back,Taça de Portugal,25/26,4,7,0,0,322,42.857142857142854,1,0,0,0,42.93333333333334,0,0.0,0.0
Côte d'Ivoire,Ousmane Diomande,974982,Centre-Back,Portuguese Supercup,25/26,1,1,0,0,69,100.0,1,0,0,0,76.66666666666667,0,0.0,0.0
Côte d'Ivoire,Evan Ndicka,371149,Centre-Back,Serie A,25/26,31,38,3,0,2683,81.57894736842105,5,0,0,0,78.45029239766082,0,5.084745762711865,6.25
Côte d'Ivoire,Evan Ndicka,371149,Centre-Back,Europa League,25/26,10,10,2,0,752,70.0,2,0,0,0,80.86021505376344,0,11.76470588235294,11.76470588235294
Côte d'Ivoire,Evan Ndicka,371149,Centre-Back,Italy Cup,25/26,1,1,0,0,45,0.0,0,0,0,0,50.0,0,0.0,0.0
Côte d'Ivoire,Wilfried Singo,648779,Centre-Back,Süper Lig,25/26,19,31,2,2,949,35.483870967741936,3,0,0,0,34.01433691756273,0,5.970149253731343,8.51063829787234
Côte d'Ivoire,Wilfried Singo,648779,Centre-Back,UEFA Champions League,25/26,7,12,0,1,480,41.66666666666667,0,0,0,0,43.24324324324324,0,5.88235294117647,7.6923076923076925
Côte d'Ivoire,Wilfried Singo,648779,Centre-Back,Türkiye Kupasi,25/26,3,5,0,0,128,20.0,0,0,0,0,28.444444444444443,0,0.0,0.0
Côte d'Ivoire,Wilfried Singo,648779,Centre-Back,Ligue 1,25/26,0,2,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0
Côte d'Ivoire,Emmanuel Agbadou,683895,Centre-Back,Süper Lig,25/26,13,14,1,1,1090,85.71428571428571,4,0,0,0,86.5079365079365,0,8.333333333333332,8.333333333333332
Côte d'Ivoire,Emmanuel Agbadou,683895,Centre-Back,Türkiye Kupasi,25/26,3,3,0,1,270,100.0,2,0,0,0,100.0,0,14.285714285714285,14.285714285714285
Côte d'Ivoire,Emmanuel Agbadou,683895,Centre-Back,Premier League,25/26,14,24,0,0,1101,50.0,1,1,0,0,50.97222222222222,0,0.0,0.0
Côte d'Ivoire,Emmanuel Agbadou,683895,Centre-Back,EFL Cup,25/26,3,3,0,2,183,66.66666666666666,1,0,0,0,67.77777777777779,0,25.0,25.0
Côte d'Ivoire,Odilon Kossounou,644771,Centre-Back,Serie A,25/26,19,38,1,0,985,26.31578947368421,1,0,0,0,28.801169590643276,0,1.9607843137254901,2.3255813953488373
Côte d'Ivoire,Odilon Kossounou,644771,Centre-Back,UEFA Champions League,25/26,10,12,0,0,812,83.33333333333334,2,0,0,0,75.18518518518519,0,0.0,0.0
Côte d'Ivoire,Odilon Kossounou,644771,Centre-Back,Italy Cup,25/26,3,4,0,0,89,0.0,0,0,0,0,22.82051282051282,0,0.0,0.0
Côte d'Ivoire,Christopher Operi,469976,Left-Back,Süper Lig,25/26,22,34,0,4,1824,64.70588235294117,3,0,0,0,59.6078431372549,0,6.896551724137931,9.523809523809524
Côte d'Ivoire,Christopher Operi,469976,Left-Back,UECL Qualifying,25/26,6,6,2,2,530,100.0,0,0,0,0,98.14814814814815,1,36.36363636363637,36.36363636363637
Côte d'Ivoire,Christopher Operi,469976,Left-Back,Türkiye Kupasi,25/26,3,4,0,0,238,75.0,0,0,0,0,66.11111111111111,0,0.0,0.0
Côte d'Ivoire,Ghislain Konan,422850,Left-Back,Liga Portugal,25/26,30,34,0,0,2661,88.23529411764706,5,0,0,0,86.9607843137255,0,0.0,0.0
Côte d'Ivoire,Ghislain Konan,422850,Left-Back,Taça de Portugal,25/26,1,1,0,0,45,0.0,0,0,0,0,50.0,0,0.0,0.0
Côte d'Ivoire,Guéla Doué,711980,Right-Back,Ligue 1,25/26,24,34,2,6,2064,67.64705882352942,3,0,0,0,67.45098039215686,0,13.793103448275861,17.02127659574468
Côte d'Ivoire,Guéla Doué,711980,Right-Back,Conference League,25/26,8,12,0,1,576,50.0,4,0,0,0,53.333333333333336,0,5.555555555555555,10.0
Côte d'Ivoire,Guéla Doué,711980,Right-Back,Coupe de France,25/26,2,5,0,0,180,40.0,0,0,0,0,40.0,0,0.0,0.0
Côte d'Ivoire,Ibrahim Sangaré,375885,Defensive Midfield,Premier League,25/26,28,38,2,2,2080,65.78947368421053,5,0,0,0,60.81871345029239,0,8.333333333333332,10.0
Côte d'Ivoire,Ibrahim Sangaré,375885,Defensive Midfield,Europa League,25/26,14,16,0,1,739,43.75,1,0,0,0,50.27210884353741,0,3.7037037037037033,4.3478260869565215
Côte d'Ivoire,Ibrahim Sangaré,375885,Defensive Midfield,EFL Cup,25/26,1,1,0,0,6,0.0,0,0,0,0,6.666666666666667,0,0.0,0.0
Côte d'Ivoire,Jean Michaël Seri,178614,Defensive Midfield,Prva Liga,25/26,14,27,0,1,760,40.74074074074074,3,0,0,0,31.275720164609055,0,2.380952380952381,3.571428571428571
