player_name,team_title,minutesPlayed,goals,assists,totalShots,shotsOnTarget,keyPasses,successfulDribbles,expectedGoals,expectedAssists
"Bas Kuipers","FC Twente","115","0","0","4","2","1","0","0.39","0.07"
"Levi Smans","SC Heerenveen","53","0","1","3","0","2","2","0.38","0.51"
"Erik Ahlstrand","Heracles Almelo","748","0","1","8","2","12","4","0.38","1.75"
"Maher Carrizo","AFC Ajax","45","0","0","4","2","0","1","0.38","0.01"
"Shaqueel van Persie","Feyenoord","37","2","0","2","2","0","1","0.37","0.6"
"Giovanni van Zwam","Go Ahead Eagles","685","0","0","5","1","2","1","0.37","0.29"
"Deveron Fonville","NEC Nijmegen","1479","0","2","5","0","8","14","0.35","1.74"
"Lucas Vennegoor of Hesselink","FC Twente","71","0","0","6","0","2","0","0.33","0.54"
"Gaoussou Diarra","Feyenoord","209","0","0","7","3","1","7","0.33","0.27"
"Olivier Aertssen","PEC Zwolle","1857","0","2","9","1","15","15","0.33","1.97"
"Yvandro Borges Sanches","Heracles Almelo","515","2","0","6","4","1","8","0.32","0.29"
"Billy van Duijl","AZ Alkmaar","585","1","0","3","1","2","6","0.32","0.62"
"Sebastiaan Hagedoorn","SC Telstar","110","0","0","8","6","1","4","0.32","0.07"
"Davy van den Berg","FC Utrecht","141","1","0","1","1","2","1","0.32","0.06"
"Max Bruns","FC Twente","808","1","0","3","1","3","3","0.31","0.4"
"Dylan Mbayo","PEC Zwolle","528","0","1","2","1","5","5","0.3","0.48"
"Aske Adelgaard","Go Ahead Eagles","1561","1","2","10","4","15","10","0.3","2.55"
"Aaron Bouwman","AFC Ajax","560","1","0","2","2","1","1","0.3","0.25"
"Thomas Ouwejan","NEC Nijmegen","444","1","2","5","1","11","0","0.29","1.21"
"Adam Carlén","Excelsior","1244","0","1","8","1","7","2","0.29","0.26"
"Jayden Candelaria","NAC Breda","159","0","0","2","1","1","1","0.29","0.1"
"Kevin Kers","NEC Nijmegen","15","0","0","1","0","0","0","0.28","0"
"Jordy Clasie","AZ Alkmaar","815","1","1","8","3","12","4","0.28","1.3"
"Bertrand Traoré","AFC Ajax","63","0","0","1","1","0","0","0.27","0.05"
"Thijs Kraaijeveld","Feyenoord","759","0","0","6","0","4","0","0.26","0.34"
"Oscar Pettersson","Go Ahead Eagles","157","0","1","4","2","3","0","0.26","0.24"
"Lushendry Edward Martes","Sparta Rotterdam","940","0","0","6","2","7","7","0.25","0.68"
"Kasper Boogaard","AZ Alkmaar","711","0","2","6","1","10","5","0.24","1.38"
"Amine Salama","NAC Breda","329","0","1","7","2","7","6","0.23","0.43"
"Alonzo Engwanda","FC Utrecht","2924","0","1","9","1","8","19","0.22","1.55"
"Julius Dirksen","Go Ahead Eagles","1173","2","0","5","2","4","12","0.21","0.42"
"Mathias Kjølø","FC Twente","534","0","0","5","3","5","1","0.21","0.55"
"Derry Murkin","FC Utrecht","353","2","3","2","2","7","1","0.21","0.65"
"Shurandy Sambo","Sparta Rotterdam","1626","0","1","6","1","7","5","0.21","0.81"
"Gernot Trauner","Feyenoord","282","0","0","2","1","0","1","0.19","0.11"
"Rojendro Oudsten","SC Telstar","115","0","0","2","1","1","1","0.19","0.05"
"Shawn Adewoye","Fortuna Sittard","2022","0","0","4","2","3","3","0.19","0.18"
"Deron Payne","FC Volendam","931","0","0","3","0","3","6","0.18","0.27"
"Syb Van Ottele","Fortuna Sittard","901","0","0","6","2","8","2","0.18","0.7"
"Alfons Sampsted","Go Ahead Eagles","877","0","2","2","1","6","1","0.17","0.41"
"Josip Šutalo","AFC Ajax","1797","0","0","3","0","1","17","0.17","0.55"
"Tyrique Mercera","FC Groningen","869","0","1","3","0","5","2","0.16","1.17"
"Aaron Meijers","FC Volendam","511","0","0","3","1","1","2","0.16","0.17"
"Bendegúz Kovács","AZ Alkmaar","27","0","0","2","0","1","1","0.16","0.01"
"Adil Lechkar","SC Telstar","290","0","2","2","1","4","1","0.16","0.9"
"Rui Mendes","FC Groningen","57","0","0","1","1","0","0","0.15","0"
"Emirhan Demircan","FC Utrecht","93","0","0","3","0","3","3","0.14","0.1"
"Brahim Ghalidi","NAC Breda","283","0","0","5","0","4","10","0.14","0.92"
"Silvinho Esajas","FC Volendam","74","0","0","2","1","0","0","0.14","0.01"
"Rion Ichihara","AZ Alkmaar","94","0","0","2","1","0","0","0.13","0.01"
"Key Shawn Soij","FC Volendam","23","0","0","1","0","0","0","0.13","0"
"Hristiyan Petrov","SC Heerenveen","534","0","0","2","0","7","1","0.13","0.36"
"Daan Van Reeuwijk","NAC Breda","40","0","0","2","0","0","0","0.13","0"
"Ryan Metu","FC Groningen","101","0","0","2","1","1","2","0.12","0.02"
"Chris-Kévin Nadje","Excelsior","234","0","0","4","0","2","7","0.12","0.22"
"Joel Van Den Berg","PSV Eindhoven","142","0","0","2","1","2","3","0.12","0.18"
"Jannes Wieckhoff","Heracles Almelo","860","0","0","4","0","11","7","0.11","0.85"
"Stijn Middendorp","Excelsior","205","0","0","1","0","0","2","0.11","0.02"
"Stan Henderikx","Excelsior","542","0","0","4","3","0","0","0.11","0.21"
"Devon Koswal","SC Telstar","1651","0","0","3","0","4","2","0.11","0.66"
"Alen Halilović","Fortuna Sittard","37","0","1","1","0","2","0","0.11","0.57"
"Nolan Martens","De Graafschap","481","0","1","1","0","1","2","0.1","0.06"
"Rober González","NEC Nijmegen","87","0","0","1","0","1","0","0.1","0.2"
"Giannino Vianello","Sparta Rotterdam","313","0","0","3","0","1","3","0.1","0.11"
"Noah Fernandez","PSV Eindhoven","384","1","0","2","1","6","4","0.1","1.06"
"Mike Eerdhuijzen","FC Utrecht","352","0","0","2","1","1","1","0.1","0.1"
"Espen Van Ee","SC Heerenveen","55","0","0","2","0","0","1","0.1","0.01"
"Jesper Tielemans","FC Volendam","11","0","0","1","1","0","0","0.09","0"
"Djevencio van der Kust","Heracles Almelo","1218","0","2","3","0","6","2","0.09","1.18"
"Noam Emeran","FC Groningen","45","0","0","1","0","0","1","0.08","0.39"
"Younes Jaber el Maftahi","Sparta Rotterdam","33","0","0","1","1","0","0","0.08","0.01"
"Willum Thor Willumsson","NEC Nijmegen","97","0","0","1","1","0","0","0.08","0.09"
"Rhys Bozinovski","Heracles Almelo","413","0","0","2","0","2","1","0.08","0.19"
"Yassir Rahmouni","Go Ahead Eagles","787","0","0","3","0","1","2","0.08","0.35"
"Calvin Twigt","Willem II Tilburg","538","0","0","2","1","3","1","0.07","0.86"
"Ivo Pinto","Fortuna Sittard","2047","0","5","4","0","22","16","0.06","2.38"
"Mike Kleijn","Sparta Rotterdam","446","0","1","1","1","1","0","0.06","0.6"
"Maxim Dekker","AZ Alkmaar","201","0","0","1","0","0","1","0.06","0.02"
"Eliano Reijnders","PEC Zwolle","41","0","0","1","0","1","0","0.06","0.1"
"Takehiro Tomiyasu","AFC Ajax","211","0","0","1","0","0","2","0.06","0.05"
"Houboulang Mendes","Fortuna Sittard","96","0","0","1","0","0","0","0.05","0.02"
"Nigel Ogidi Nwankwo","SC Telstar","70","0","0","1","0","3","3","0.05","0.21"
"Bram Nuytinck","NEC Nijmegen","259","0","0","1","1","0","0","0.05","0.02"
"Jaygo van Ommeren","FC Utrecht","39","0","0","1","0","0","1","0.04","0.02"
"Wassim Bouziane","AZ Alkmaar","74","0","1","1","1","3","2","0.04","0.3"
"Tarik Hamamioglu","Heracles Almelo","22","0","0","1","0","0","0","0.04","0.02"
"Nils Eggens","De Graafschap","28","0","0","1","0","0","0","0.04","0"
"Calvin Verdonk","NEC Nijmegen","360","0","1","2","0","3","3","0.03","0.47"
"Tristan Schenkhuizen","Fortuna Sittard","111","0","0","1","0","1","0","0.03","0.03"
"Eus Waayers","Go Ahead Eagles","66","0","1","1","1","3","0","0.03","0.49"
"Joël Drommel","Sparta Rotterdam","3060","0","0","1","0","2","0","0.03","0.37"
"Jordy Bawuah","PSV Eindhoven","10","0","0","1","1","0","0","0.03","0"
"Dion Versluis","NAC Breda","40","0","0","1","0","0","0","0.03","0"
"Gerald Alders","SC Telstar","553","0","0","1","0","4","1","0.03","0.93"
"Mats Egbring","SC Heerenveen","171","0","1","1","0","3","1","0.03","0.44"
"Zach Booth","Excelsior","105","0","0","1","1","0","0","0.02","0.03"
"Jetro Willems","NEC Nijmegen","177","0","0","1","0","0","1","0.02","0.1"
"Mathijs Tielemans","Excelsior","133","0","0","1","1","2","0","0.02","0.13"
"Jadiel Pereira da Gama","PEC Zwolle","216","0","0","1","0","1","1","0.02","0.06"
"David Voute","PEC Zwolle","93","0","0","1","0","0","2","0.02","0.01"
"Kayne van Oevelen","FC Volendam","2851","0","0","1","0","3","2","0.02","0.25"
"Robbin Weijenberg","Go Ahead Eagles","46","0","0","1","0","0","1","0.02","0.01"
"Rodney Kroeze","PEC Zwolle","17","0","0","1","0","0","0","0.01","0.02"
"Amin Laoukili","Fortuna Sittard","2","0","0","1","1","0","0","0.01",""
"Duke Verduin","PEC Zwolle","90","0","0","0","0","0","0","","0"
"Nick Olij","PSV Eindhoven","90","0","0","0","0","0","0","","0"
"Daan Reiziger","SC Telstar","101","0","0","0","0","0","0","","0.01"
"Jari De Busser","Go Ahead Eagles","3060","0","0","0","0","2","1","","0.12"
"Stijn van Gassel","Excelsior","2820","0","1","0","0","3","0","","0.54"
"Jasper Cillessen","NEC Nijmegen","186","0","0","0","0","1","0","","0.01"
"Vítězslav Jaroš","AFC Ajax","1710","0","0","0","0","0","0","","0.04"
"Daniel Bielica","NAC Breda","2970","0","0","0","0","0","2","","0.08"
"Fabian De Keijzer","Heracles Almelo","720","0","0","0","0","0","0","","0.11"
"Vasilis Barkas","FC Utrecht","2925","0","0","0","0","0","1","","0.08"
"Calvin Raatsie","Excelsior","180","0","0","0","0","0","0","","0.01"
"Maarten Paes","AFC Ajax","990","0","0","0","0","0","0","","0.02"
"Gonzalo Crettaz","NEC Nijmegen","2790","0","0","0","0","3","0","","0.56"
"Matěj Kovář","PSV Eindhoven","2790","0","0","0","0","2","1","","0.12"
"Remko Pasveer","Heracles Almelo","1350","0","0","0","0","1","0","","0.16"
"Zidane Iqbal","FC Utrecht","255","0","0","0","0","1","4","","0.37"
"Rome Jayden Owusu-Oduro","AZ Alkmaar","2052","0","1","0","0","2","2","","0.09"
"Timo Jansink","Heracles Almelo","1350","0","0","0","0","2","0","","0.07"
"Hidde Jurjus","FC Groningen","547","0","0","0","0","0","0","","0.03"
"Oleksandr Zinchenko","AFC Ajax","20","0","0","0","0","0","0","","0.07"
"Michael Brouwer","FC Utrecht","135","0","0","0","0","0","0","","0.01"
"Mattijs Branderhorst","Fortuna Sittard","2160","0","0","0","0","2","1","","0.22"
"Timon Wellenreuther","Feyenoord","2970","0","0","0","0","1","1","","0.16"
"Luuk Koopmans","Fortuna Sittard","900","0","0","0","0","1","0","","0.08"
"Lars Unnerstall","FC Twente","2790","0","0","0","0","2","0","","0.08"
"Andries Noppert","SC Heerenveen","360","0","0","0","0","0","0","","0.01"
"Etienne Vaessen","FC Groningen","2513","0","1","0","0","2","1","","0.21"
"Niek Schiks","PSV Eindhoven","180","0","0","0","0","0","0","","0"
"James McConnell","AFC Ajax","101","0","0","0","0","0","1","","0.05"
"Bernt Klaverboer","SC Heerenveen","2610","0","0","0","0","2","3","","0.13"
"Tom de Graaff","PEC Zwolle","2790","0","0","0","0","1","0","","0.06"
"Ernest Poku","AZ Alkmaar","77","0","1","0","0","1","5","","0.02"
"Malcolm Jeng","Feyenoord","45","0","0","0","0","0","0","","0"
"Fabian Merién","PSV Eindhoven","8","0","0","0","0","0","1","","0"
"Jeppe Wijnreder","Heracles Almelo","9","0","0","0","0","0","0","","0"
"Yousri Sbai","NEC Nijmegen","11","0","0","0","0","0","0","","0"
"Sil Blokhuis","Heracles Almelo","10","0","0","0","0","1","0","","0.18"
"Jasper Schendelaar","PEC Zwolle","180","0","0","0","0","0","0","","0"
"Jeff Reine-Adélaïde","Heracles Almelo","32","0","0","0","0","2","0","","0.31"
"Steven Benda","Feyenoord","90","0","0","0","0","0","0","","0"
"Jop Tijink","Heracles Almelo","8","0","0","0","0","1","0","","0"
"Nigel Groenewald","FC Twente","8","0","0","0","0","0","0","","0.01"
"Daan Bisschops","Fortuna Sittard","89","0","0","0","0","1","0","","0.01"
"Nicolas Verkooijen","PSV Eindhoven","10","0","0","0","0","1","0","","0.04"
"Seiya Maikuma","AZ Alkmaar","155","0","0","0","0","3","1","","0.23"
"Jeroen Zoet","AZ Alkmaar","918","0","1","0","0","2","0","","0.07"
"Casper Staring","NAC Breda","34","0","0","0","0","0","0","","0"
"Oualid Agougil","FC Utrecht","107","0","0","0","0","3","1","","0.04"
"Moussa Gbemou","Fortuna Sittard","31","0","0","0","0","1","0","","0"
"Jonathan de Guzmán","Sparta Rotterdam","103","0","0","0","0","0","0","","0.05"
"Pharrel Nash","AFC Ajax","8","0","0","0","0","0","0","","0.01"
"Hobie Verhulst","AZ Alkmaar","90","0","0","0","0","0","0","","0"
"Sam de Laat","NEC Nijmegen","13","0","0","0","0","0","1","","0.01"
"Remi van Ekeris","SC Telstar","9","0","0","0","0","0","0","","0.01"
"Samir Lagsir","PEC Zwolle","29","0","0","0","0","0","2","","0.02"
"Jim Koller","PSV Eindhoven","13","0","0","0","0","0","1","","0"
"Przemysław Tytoń","FC Twente","270","0","0","0","0","0","0","","0"
"Alwande Roaldsoy","Sparta Rotterdam","49","0","0","0","0","1","2","","0"
"Samuel Bastien","Fortuna Sittard","53","0","0","0","0","0","1","","0.01"
"Nolhan Courtens","SC Heerenveen","52","0","0","0","0","2","0","","0.03"
"Dion Malone","SC Telstar","207","0","0","0","0","0","0","","0.01"
"Milan de Haan","Almere City FC","28","0","0","0","0","0","0","","0.01"
"Marko Kerkez","Fortuna Sittard","24","0","0","0","0","0","0","","0"
"Damian van der Haar","PEC Zwolle","22","0","0","0","0","0","0","","0"
"Tijs Velthuis","PEC Zwolle","580","0","0","0","0","2","0","","0.09"
"Jeremiah St Juste","Feyenoord","158","0","0","0","0","1","1","","0.05"
"Ayoub Ouarghi","Feyenoord","13","0","0","0","0","0","0","","0"
"Paweł Bochniewicz","SC Heerenveen","10","0","0","0","0","0","0","",""
"Rafik El Arguioui","FC Utrecht","8","0","0","0","0","0","0","","0"
"Jinairo Johnson","AFC Ajax","10","0","0","0","0","0","0","","0"
"Rijk Janse","NEC Nijmegen","84","0","0","0","0","0","0","","0"
"Jermaine Rijssel","SC Heerenveen","11","0","0","0","0","0","0","","0"
"Giuliano Cairo","Excelsior","9","0","0","0","0","0","0","","0"
"Noa el Hamdaoui","Excelsior","17","0","0","0","0","0","0","","0"
"Myron Mau-Asam","FC Volendam","9","0","0","0","0","0","0","","0"
"Noah Ohio","FC Utrecht","39","0","0","0","0","0","0","","0"
"Isaiah Ahmed","SC Heerenveen","10","0","0","0","0","0","0","",""
"Tiago Codinha","FC Volendam","14","0","0","0","0","0","0","","0"
"Kiano Dyer","FC Volendam","25","0","0","0","0","0","0","","0"
"Owen Johnson","Fortuna Sittard","39","0","0","0","0","0","0","","0"
"Jan Plug","Feyenoord","125","0","0","0","0","0","0","","0.02"
"Mark Hoekstra","FC Groningen","47","0","0","0","0","0","3","","0"
"Saïd Bakari","Sparta Rotterdam","418","0","0","0","0","3","3","","0.24"
"Guilherme Peixoto","FC Twente","17","0","0","0","0","0","1","","0"
"Jivayno Zinhagel","Feyenoord","13","0","0","0","0","0","0","","0"
"Antonio Satriano","Heracles Almelo","10","0","0","0","0","0","0","",""
"Tijmen Holla","Excelsior","60","0","0","0","0","1","0","","0.02"
"Luca Blondeau","FC Volendam","91","0","0","0","0","0","0","","0.01"
"Ofosu Boakye","Go Ahead Eagles","8","0","0","0","0","0","0","",""
"Nesto Groen","Excelsior","18","0","0","0","0","0","0","","0"
"Dylan Ruward","PEC Zwolle","11","0","0","0","0","0","0","",""
"Terence Kongolo","NAC Breda","189","0","0","0","0","0","1","","0"
"Roy Steur","FC Volendam","209","0","0","0","0","0","0","","0.02"
"Rio Robbemond","AZ Alkmaar","70","0","0","0","0","1","1","","0.01"
"Ilai Grootfaam ","Feyenoord","11","0","0","0","0","0","0","","0"
"Kostas Lamprou","NAC Breda","90","0","0","0","0","0","0","","0"
"Isak Hansen Aarøen","NEC Nijmegen","16","0","0","0","0","1","1","","0.05"
"Emeka Adeile","FC Utrecht","46","0","0","0","0","0","1","","0"
"Nordin Bakker","SC Heerenveen","90","0","0","0","0","0","0","","0.01"
"Jismerai Dillema","FC Groningen","1","0","0","0","0","0","0","",""
"Hasip Korkmazyürek","Fortuna Sittard","1","0","0","0","0","0","0","",""
"Ganni Buyukhan","Fortuna Sittard","1","0","0","0","0","0","0","","0"
