player_name,team_title,minutesPlayed,goals,assists,totalShots,shotsOnTarget,keyPasses,successfulDribbles,expectedGoals,expectedAssists
"Koki Ogawa","NEC Nijmegen","1272","8","3","43","18","17","5","7.6","1.5"
"Luka Kulenović","Heracles Almelo","1644","5","3","48","12","16","5","7.56","1.14"
"Thijs Oosting","PEC Zwolle","2652","6","3","52","25","27","9","7.33","4.36"
"Lasse Selvåg Nordås","SC Heerenveen","864","6","1","40","16","8","9","7.25","1.22"
"Younes Taha","FC Groningen","2698","5","9","96","39","75","30","7.22","8"
"Mexx Meerdink","AZ Alkmaar","890","5","1","36","13","7","6","6.81","0.61"
"Daan Rots","FC Twente","2368","9","4","66","30","52","27","6.8","7.54"
"Anis Hadj Moussa","Feyenoord","2553","11","6","77","32","71","77","6.78","11.14"
"Ringo Meerveld","SC Heerenveen","2441","6","3","54","19","41","47","6.66","6.49"
"Shunsuke Mito","Sparta Rotterdam","1871","7","3","52","18","30","28","6.39","2.04"
"Wout Weghorst","AFC Ajax","1790","8","4","51","17","47","6","6.29","3.11"
"Henk Veerman","FC Volendam","1696","4","1","44","14","9","6","6.22","0.93"
"Brynjólfur Darri Willumsson","FC Groningen","1208","6","0","42","19","16","1","6.05","0.55"
"Mohamed Ihattaren","Fortuna Sittard","1946","6","10","69","34","49","30","5.88","5.98"
"Noe Lebreton","NEC Nijmegen","1432","5","4","40","17","29","18","5.87","2.15"
"Gjivai Zechiël","FC Utrecht","2808","8","7","62","26","46","26","5.84","5.73"
"Maxence Rivera","SC Heerenveen","2059","4","4","71","28","32","47","5.78","3.92"
"Derensili Sanches Fernandes","Excelsior","2501","6","3","60","20","33","66","5.75","5.19"
"Stije Resink","FC Groningen","2090","5","5","55","12","20","36","5.7","3.02"
"David Min","FC Utrecht","892","4","1","24","7","13","10","5.67","0.79"
"Soufiane Hetli","SC Telstar","1618","3","1","53","14","16","20","5.55","1.58"
"Mitchell Van Bergen","Sparta Rotterdam","2400","3","4","65","21","40","36","5.53","5.68"
"David van der Werff","FC Groningen","2063","3","2","55","24","44","16","5.43","4.66"
"Artem Stepanov","FC Utrecht","823","4","1","27","9","6","7","5.36","0.33"
"Sami Ouaissa","NEC Nijmegen","2644","6","6","62","22","56","54","5.3","8.6"
"Sydney van Hooijdonk","NAC Breda","1200","5","0","37","10","10","6","5.27","1.07"
"Dani De Wit","FC Utrecht","2155","7","3","33","15","23","4","5.21","1.74"
"Melle Meulensteen","Go Ahead Eagles","2832","6","1","41","19","14","23","5.21","1.63"
"Paul Gladon","Fortuna Sittard","990","5","1","32","11","12","2","5.19","0.36"
"Szymon Włodarczyk","Excelsior","764","3","1","21","10","11","3","5.08","0.46"
"Ivan Perišić","PSV Eindhoven","2218","7","12","54","19","53","15","4.97","7.87"
"Brandley Kuwas","FC Volendam","2024","5","4","40","14","36","23","4.94","3.29"
"Oscar Gloukh","AFC Ajax","1569","6","6","49","22","29","32","4.93","3.83"
"Robert Mühren","FC Volendam","854","6","1","22","12","14","3","4.83","1.28"
"Casper Tengstedt","Feyenoord","433","3","0","22","9","6","2","4.83","0.34"
"Kay Tejan","SC Telstar","812","3","1","26","14","7","9","4.81","0.85"
"Dennis Man","PSV Eindhoven","1496","7","7","42","15","30","38","4.76","4.95"
"Gyan de Regt","Excelsior","2662","3","7","41","16","54","23","4.7","7.43"
"Lance Duijvestijn","Fortuna Sittard","1950","3","2","46","16","31","15","4.68","3.82"
"Paul Wanner","PSV Eindhoven","1649","3","3","33","14","23","18","4.6","3.72"
"Sem van Duijn","SC Telstar","1013","5","2","23","9","17","9","4.49","1.84"
"Charles-Andreas Brym","NAC Breda","1505","2","4","43","13","23","33","4.47","2.17"
"Sondre Ørjasæter","FC Twente","2154","3","6","63","20","63","57","4.44","8.41"
"Davy Klaassen","AFC Ajax","1793","6","2","26","11","18","2","4.42","1.51"
"Irakli Yegoian","Excelsior","2675","5","2","54","14","37","38","4.32","3.58"
"Weslley Patati","AZ Alkmaar","1448","2","3","46","16","25","31","4.31","2.62"
"Myron Boadu","PSV Eindhoven","323","3","0","13","6","3","4","4.26","0.17"
"Ángel Alarcón","FC Utrecht","972","3","3","32","14","20","23","4.24","1.89"
"Couhaib Driouech","PSV Eindhoven","953","4","6","37","13","20","9","4.24","2.17"
"Kristoffer Peterson","Fortuna Sittard","1695","3","2","49","15","25","23","4.17","2.18"
"Başar Önal","NEC Nijmegen","2071","7","7","48","20","47","45","4.14","6.57"
"Ayoub Oufkir","AZ Alkmaar","918","1","2","30","13","8","18","4.13","1.68"
"Lequincio Zeefuik","Heracles Almelo","1179","2","0","36","10","7","14","4.01","0.71"
"Victor Edvardsen","Go Ahead Eagles","1998","4","7","32","13","36","7","3.98","4.57"
"Kasper Dolberg","AFC Ajax","1098","3","3","27","12","10","7","3.91","1"
"Miguel Rodríguez","FC Utrecht","1355","3","0","45","15","18","21","3.86","2.3"
"Shola Shoretire","PEC Zwolle","1657","5","1","17","8","16","15","3.86","1.54"
"Steven Berghuis","AFC Ajax","1147","4","2","41","16","37","6","3.82","4.42"
"Moussa Soumano","NAC Breda","798","5","0","42","16","10","8","3.8","0.51"
"Arthur Zagre","Excelsior","2386","4","2","26","9","17","32","3.78","1.67"
"Luuk Brouwers","SC Heerenveen","1953","5","4","35","11","26","9","3.7","3.35"
"Jeff Hardeveld","SC Telstar","2979","6","7","27","13","63","15","3.63","8.74"
"Jorg Schreuders","FC Groningen","2828","1","2","36","18","36","26","3.6","3.91"
"Kento Shiogai","NEC Nijmegen","363","7","0","14","8","4","7","3.55","0.13"
"Mohamed Nassoh","NAC Breda","1827","5","1","43","15","37","32","3.53","3.55"
"Luciano Valente","Feyenoord","2555","2","7","41","14","47","45","3.47","7.52"
"Jakob Breum","Go Ahead Eagles","2042","6","5","33","20","53","30","3.43","4.51"
"Yoann Cathline","FC Utrecht","1890","3","4","59","16","35","38","3.42","4.33"
"Naci Ünüvar","Heracles Almelo","838","2","1","17","5","13","15","3.38","1.21"
"Isak Steiner Jensen","AZ Alkmaar","2044","2","4","35","9","41","59","3.35","4.76"
"Danny Bakker","SC Telstar","2636","4","2","31","8","15","9","3.3","2.6"
"André Ayew","NAC Breda","881","1","0","25","8","8","6","3.28","0.59"
"Oskar Zawada","FC Groningen","311","3","0","20","6","3","1","3.26","0.68"
"Mees De Wit","AZ Alkmaar","2486","3","5","20","11","30","17","3.26","3.02"
"Kenneth Taylor","AFC Ajax","1279","2","4","26","11","23","10","3.17","2.74"
"Kaj de Rooij","PEC Zwolle","2035","6","5","28","9","25","21","3.11","3.5"
"Boy Kemper","NAC Breda","2821","5","3","30","13","37","10","3.11","3.67"
"Stefán Ingi Sigurðarson","Go Ahead Eagles","637","3","0","24","12","5","3","3.08","0.16"
"Quinten Timber","Feyenoord","1316","2","4","23","8","29","15","3","3.92"
"Marvin Peersman","FC Groningen","2828","3","1","21","6","26","12","3","2.99"
"Joshua Kitolano","Sparta Rotterdam","2631","5","2","28","11","35","26","2.97","3.11"
"Jochem Ritmeester van de Kamp","SC Telstar","2044","7","1","22","12","34","12","2.95","1.91"
"Tyrese Noslin","SC Telstar","2306","2","3","39","17","18","18","2.95","2.57"
"Milan Smit","Go Ahead Eagles","1362","6","2","26","13","11","3","2.89","1.22"
"Mats Rots","FC Twente","2954","4","4","37","12","51","34","2.83","5.63"
"Ajdin Hrustić","Heracles Almelo","2222","1","6","36","12","55","20","2.8","6.92"
"Mats Deijl","Feyenoord","2811","1","5","17","10","26","10","2.77","2.56"
"Rayane Bounida","AFC Ajax","828","1","5","37","10","32","17","2.76","3.14"
"Nordin Bukala","FC Volendam","1751","2","1","12","5","7","14","2.76","0.68"
"Adrian Blake","FC Utrecht","977","2","2","35","13","13","14","2.76","2.31"
"Tsuyoshi Watanabe","Feyenoord","2637","2","0","23","10","13","10","2.74","1.92"
"Marko Pjaca","FC Twente","912","2","1","25","12","14","23","2.74","2.82"
"Anthony Descotte","FC Volendam","881","4","1","25","16","10","8","2.74","0.93"
"Alec Van Hoorenbeeck","Heracles Almelo","2156","2","0","17","4","7","5","2.7","0.53"
"Esmir Bajraktarević","PSV Eindhoven","1062","4","4","36","14","22","21","2.68","3.26"
"Kamal Sowah","NAC Breda","2787","1","1","36","9","26","18","2.61","1.86"
"Dimitris Limnios","Fortuna Sittard","2187","2","6","25","11","45","16","2.58","4.58"
"Marco Rente","FC Groningen","2278","3","4","20","8","37","14","2.56","3.54"
"Kees Smit","AZ Alkmaar","2138","3","3","38","10","37","21","2.54","4.82"
"Jakub Moder","Feyenoord","803","1","1","21","7","11","5","2.53","0.96"
"Mario Engels","Heracles Almelo","1005","1","2","18","8","12","8","2.5","2.33"
"Jamiro Monteiro","PEC Zwolle","1276","2","3","20","3","14","3","2.49","2.15"
"Victor Jensen","FC Utrecht","547","5","0","14","8","7","3","2.47","0.81"
"Sébastien Haller","FC Utrecht","956","1","3","23","10","17","3","2.45","1.03"
"Lewis Holtby","NAC Breda","1940","1","5","30","5","40","7","2.4","4.8"
"Joey Veerman","PSV Eindhoven","2370","8","14","34","14","95","13","2.34","9.69"
"Casper Widell","Excelsior","3054","1","1","18","4","9","4","2.33","1.29"
"Kiliann Sildillia","PSV Eindhoven","1264","2","3","15","5","20","4","2.29","2.29"
"Joris van Overeem","SC Heerenveen","2933","2","9","15","4","58","22","2.29","6.3"
"Younes Namli","PEC Zwolle","1056","2","4","29","10","35","24","2.28","3.9"
"Jordan Bos","Feyenoord","2058","4","7","38","14","37","37","2.27","3.95"
"Yarek Gasiorowski","PSV Eindhoven","2144","3","2","13","8","5","4","2.27","0.48"
"Justin Hubner","Fortuna Sittard","1491","2","1","12","4","9","2","2.26","0.44"
"Tristan van Gilst","Heracles Almelo","1277","2","0","20","7","10","5","2.24","0.76"
"Alexandre Penetra","AZ Alkmaar","2845","2","1","16","2","8","1","2.22","0.96"
"Leo Sauer","Feyenoord","1419","3","2","33","14","21","26","2.17","3.35"
"Maas Willemsen","SC Heerenveen","2573","1","0","18","8","7","18","2.17","0.55"
"Ruben van Bommel","PSV Eindhoven","381","3","0","8","6","8","7","2.16","1.07"
"Ayoni Santos","Sparta Rotterdam","1579","1","1","21","7","17","25","2.14","1.42"
"Robin van Cruijsen","FC Volendam","1361","4","3","16","9","37","6","2.13","3.52"
"Souffian El Karouani","FC Utrecht","2833","2","11","47","16","98","13","2.13","8.88"
"Tika de Jonge","FC Groningen","2051","3","1","30","9","22","16","2.12","2.18"
"Luca Oyen","SC Heerenveen","468","1","0","16","4","8","11","2.1","0.61"
"Ibrahim Sadiq","AZ Alkmaar","646","2","0","21","10","8","5","2.09","0.89"
"Youssef el Kachati","NEC Nijmegen","500","3","2","22","8","6","5","2.09","1.94"
"Václav Sejk","SC Heerenveen","471","3","1","14","6","10","3","2.08","0.65"
"Clint Leemans","NAC Breda","1374","1","0","25","9","35","2","2.04","2.87"
"Bart van Rooij","FC Twente","2928","3","4","36","9","42","18","2.03","5.29"
"Philip Brittijn","Fortuna Sittard","2415","4","1","16","6","13","6","2.02","0.58"
"Vito van Crooij","Sparta Rotterdam","1001","1","1","17","7","23","3","2.02","1.6"
"Rio Hillen","NAC Breda","2005","0","1","19","6","6","7","1.97","0.81"
"Juho Talvitie","NAC Breda","1399","3","2","29","11","25","20","1.97","2.99"
"Ivan Mesík","Heracles Almelo","2633","2","0","24","7","15","9","1.95","2.43"
"Dirk Wanner Proper","NEC Nijmegen","1048","3","0","10","4","11","3","1.95","1.24"
"Odysseus Velanas","PEC Zwolle","639","2","1","8","6","13","2","1.94","1.43"
"Miliano Jonathans","Excelsior","493","2","1","15","5","9","7","1.93","1.27"
"Joris Kramer","Go Ahead Eagles","3015","1","3","16","5","16","9","1.9","2.32"
"Tristan Gooijer","PEC Zwolle","1371","3","0","14","7","6","16","1.88","0.36"
"Teo Quintero","Sparta Rotterdam","2475","1","1","28","6","16","15","1.88","1.01"
"Ahmetcan Kaplan","NEC Nijmegen","2050","1","0","20","8","10","20","1.87","0.7"
"Aurelio Oehlers","FC Volendam","1538","4","1","18","10","15","14","1.87","2.44"
"Jorthy Mokio","AFC Ajax","1329","2","2","17","6","11","11","1.86","0.98"
"Jelani Seedorf","SC Telstar","185","1","0","8","5","3","0","1.86","0.28"
"Justin Lonwijk","Fortuna Sittard","905","4","0","15","5","10","4","1.86","0.67"
"Peer Koopmeiners","AZ Alkmaar","2140","2","0","31","9","27","7","1.84","2.02"
"Tyrone Owusu","SC Telstar","1587","2","1","24","10","14","22","1.82","1.48"
"Kodai Sano","NEC Nijmegen","3060","3","7","34","9","48","60","1.77","6.08"
"Simon Graves","PEC Zwolle","2681","0","2","9","1","7","5","1.77","1.26"
"Søren Tengstedt","Go Ahead Eagles","690","4","0","19","7","9","12","1.77","0.42"
"Julian Baas","Sparta Rotterdam","1302","0","0","17","5","21","0","1.74","2.53"
"Youri Baas","AFC Ajax","2760","4","1","15","7","9","10","1.72","1.13"
"Darko Nejašmić","NEC Nijmegen","2311","4","1","27","12","20","16","1.72","3.24"
"Robin Pröpper","FC Twente","1723","0","0","23","5","9","3","1.71","1.01"
"Marcus Linday","SC Heerenveen","2321","1","2","18","2","25","15","1.69","2.81"
"Nökkvi Þórisson","SC Telstar","480","1","1","16","8","6","4","1.66","0.72"
"Sem Scheperman","Heracles Almelo","1124","1","1","16","7","5","2","1.64","0.27"
"Danilo","NEC Nijmegen","277","1","1","13","5","5","5","1.62","0.39"
"Sean Steur","AFC Ajax","1142","1","1","15","8","15","9","1.62","1.43"
"Youri Regeer","AFC Ajax","1698","0","2","10","2","8","4","1.61","0.88"
"Mauro Júnior","PSV Eindhoven","2086","1","9","22","8","35","24","1.6","4.94"
"Oliver Braude","SC Heerenveen","2819","0","4","21","4","25","18","1.59","4.31"
"Zico Buurmeester","PEC Zwolle","1531","2","0","15","6","17","9","1.58","1.9"
"Mike Van der Hoorn","FC Utrecht","2213","2","0","12","5","11","2","1.57","1.23"
"Lennard Hartjes","Excelsior","1564","1","0","11","2","5","6","1.53","0.47"
"Tygo Land","FC Groningen","1539","3","1","12","5","23","6","1.51","2.19"
"Gonçalo Borges","Feyenoord","459","2","1","14","4","10","5","1.51","1"
"Ryan Flamingo","PSV Eindhoven","1683","3","1","18","6","7","3","1.5","0.62"
"Ramiz Zerrouki","FC Twente","2667","3","1","33","8","44","15","1.5","4.04"
"Mike van Duinen","Excelsior","719","1","2","18","4","7","3","1.49","0.5"
"Armando Obispo","PSV Eindhoven","821","2","0","11","6","0","3","1.49","0.27"
"Guus Offerhaus","SC Telstar","2969","1","3","18","3","33","7","1.47","2.11"
"Damon Mirani","Heracles Almelo","2933","3","0","15","5","5","8","1.46","0.36"
"Joel Ideho","FC Volendam","1141","1","1","23","7","10","33","1.45","1.44"
"Makan Aïko","Fortuna Sittard","454","2","2","12","3","5","4","1.44","0.81"
"Wouter Goes","AZ Alkmaar","2757","1","0","6","4","10","7","1.43","1.16"
"Vasilios Zagaritis","SC Heerenveen","2816","2","3","20","6","33","28","1.42","4.66"
"Raul Paula","NAC Breda","724","2","2","23","6","15","12","1.42","2.25"
"Sayfallah Ltaief","Sparta Rotterdam","511","1","0","13","3","6","7","1.37","0.3"
"Niklas Vesterlund","FC Utrecht","1258","1","1","10","4","5","0","1.37","0.38"
"Neville Nwankwo","SC Telstar","2166","0","1","11","2","5","8","1.37","0.64"
"Don-Angelo Konadu","AFC Ajax","197","0","0","7","2","3","1","1.36","0.31"
"Dies Janse","FC Groningen","2724","2","2","14","5","17","10","1.36","2.53"
"Eser Gürbüz","SC Heerenveen","307","1","0","12","6","4","14","1.33","0.49"
"Nick Viergever","FC Utrecht","1750","0","0","9","1","2","2","1.32","0.29"
"Mateo Chávez","AZ Alkmaar","838","1","2","15","5","10","9","1.32","1.71"
"Ozan Kökçü","FC Volendam","1578","1","2","19","3","31","9","1.32","2.54"
"Anel Ahmedhodžić","Feyenoord","2210","0","1","15","1","13","2","1.3","1.67"
"Jesper Karlsson","FC Utrecht","538","4","1","20","9","12","7","1.3","1.8"
"Matěj Šín","AZ Alkmaar","557","1","1","9","3","12","2","1.3","1.01"
"Matisse Didden","FC Utrecht","1894","2","0","12","5","7","4","1.28","0.55"
"Hwang In-beom","Feyenoord","991","1","3","16","5","24","10","1.28","3.05"
"Iván Márquez","Fortuna Sittard","2506","1","0","13","3","4","1","1.28","0.62"
"Jerolldino Bergraaf","Excelsior","1057","0","0","19","3","8","5","1.27","0.25"
"Juninho Bacuna","FC Volendam","717","0","2","18","2","9","11","1.27","0.72"
"Finn Stokkers","Go Ahead Eagles","287","1","0","13","2","5","1","1.26","0.79"
"Denso Kasius","AZ Alkmaar","1218","2","2","25","8","21","13","1.26","2.68"
"Anselmo Garcia McNulty","PEC Zwolle","2845","2","0","15","5","11","7","1.25","1.13"
"Gerrit Nauber","Go Ahead Eagles","799","2","0","7","4","4","0","1.21","1.06"
"Givairo Read","Feyenoord","940","1","3","16","3","11","13","1.21","1.56"
"Lucas Rosa","AFC Ajax","2144","0","0","16","5","8","19","1.2","0.87"
"Patrick van Aanholt","Sparta Rotterdam","694","1","3","10","3","12","8","1.19","1.04"
"Arno Verschueren","FC Twente","602","0","2","15","7","16","7","1.18","2.28"
"Ro-Zangelo Daal","AZ Alkmaar","1357","1","0","25","9","28","29","1.17","3.32"
"Oskar Siira Sivertsen","Go Ahead Eagles","341","0","1","7","4","4","7","1.15","0.97"
"Gijs Smal","Feyenoord","876","0","2","11","2","16","5","1.15","1.22"
"Tobias van den Elshout","Feyenoord","387","0","1","10","2","3","1","1.14","0.46"
"Jerdy Schouten","PSV Eindhoven","2381","1","2","19","6","24","16","1.13","2.4"
"Anton Gaaei","AFC Ajax","1793","1","4","28","9","28","12","1.12","4.95"
"Lewis Schouten","Excelsior","1365","1","0","12","5","9","1","1.12","0.87"
"Richonell Margaret","Go Ahead Eagles","1030","1","2","16","4","8","21","1.12","1.16"
"Cyle Larin","Feyenoord","157","0","1","9","3","3","1","1.11","0.66"
"Jens Toornstra","Sparta Rotterdam","795","0","0","11","2","13","6","1.08","0.99"
"Amourricho van Axel-Dongen","SC Heerenveen","119","1","0","6","2","0","4","1.07","0.02"
"Cherrion Valerius","NAC Breda","1847","0","2","17","2","16","15","1.06","2.31"
"Aymen Sliti","Feyenoord","478","1","0","11","3","9","6","1.05","1.53"
"Yoon Do-young","Excelsior","101","1","0","5","2","0","1","1.03","0.01"
"Benjamin Pauwels","FC Volendam","397","1","0","17","6","6","13","1.03","0.46"
"Bruno Martins Indi","Sparta Rotterdam","2211","1","0","9","6","6","0","1.02","1"
"Travis Hernes","FC Groningen","278","0","0","6","2","3","5","1.02","0.53"
"Thomas Bruns","Heracles Almelo","1164","1","0","17","3","8","4","1.02","1.14"
"Mawouna Amevor","FC Volendam","2759","1","1","12","2","8","2","1.01","0.55"
"Enes Mahmutović","NAC Breda","753","0","0","10","1","3","0","1.01","0.07"
"Rick Meissen","Excelsior","2513","0","3","12","5","8","2","1","0.77"
"Édouard Michut","Fortuna Sittard","1592","0","0","17","2","15","14","1","1.08"
"Can Bozdoğan","FC Utrecht","443","1","0","13","6","4","1","1","0.29"
"Pepijn Reulen","NAC Breda","322","1","0","6","3","5","3","0.99","0.36"
"Thibo Baeten","Go Ahead Eagles","772","1","2","15","7","11","13","0.99","1.17"
"Raúl Moro","AFC Ajax","569","0","1","9","5","16","5","0.96","2.25"
"Nils Rossen","SC Telstar","2330","3","1","9","4","14","7","0.92","1.6"
"Raheem Sterling","Feyenoord","421","0","1","8","3","6","4","0.9","0.55"
"Kian Fitz-Jim","AFC Ajax","530","1","0","13","4","4","7","0.89","1.62"
"Philippe Sandler","NEC Nijmegen","1870","1","3","7","4","9","5","0.89","2.7"
"Bryan Limbombe","Heracles Almelo","1322","1","3","19","7","19","24","0.87","2.27"
"Ilias Bronkhorst","Excelsior","2356","2","0","13","4","34","7","0.86","2.38"
"Dean James","Go Ahead Eagles","1629","1","1","7","4","26","6","0.86","2.76"
"Sergiño Dest","PSV Eindhoven","2204","1","5","14","5","28","42","0.84","4.44"
"Yannick Leliendal","FC Volendam","2746","1","1","25","8","26","28","0.82","2.89"
"Nick Verschuren","FC Volendam","2676","0","1","12","3","7","5","0.82","0.31"
"Nikolai Soyset Hopland","SC Heerenveen","563","1","0","2","1","2","0","0.81","0.1"
"Mats Seuntjens","FC Groningen","204","1","0","9","4","9","0","0.81","1.27"
"Pelle Clement","Sparta Rotterdam","1611","2","3","13","5","11","10","0.8","1.33"
"Ronald Koeman Jr","SC Telstar","2959","1","0","1","1","0","2","0.79","0.21"
"Thijmen Blokzijl","FC Groningen","3047","1","1","11","1","8","3","0.78","1.12"
"Gabriel Reiziger","PEC Zwolle","218","1","0","4","1","0","1","0.78","0.19"
"Eli Dasa","NEC Nijmegen","1815","1","0","21","4","16","8","0.77","2.89"
"Kenzo Goudmijn","Go Ahead Eagles","770","0","0","12","3","10","3","0.77","1.22"
"Xavier Mbuyamba","FC Volendam","755","1","0","10","3","3","2","0.75","0.38"
"Sherel Constancio Floranus","PEC Zwolle","2801","1","3","7","3","14","17","0.75","2.03"
"Bart Nieuwkoop","Feyenoord","556","1","0","5","2","7","1","0.74","1.51"
"Oliver Valaker Edvardsen","AFC Ajax","661","0","1","4","1","9","5","0.73","1.01"
"Brayann Pereira","NEC Nijmegen","1171","0","1","6","1","9","11","0.72","2.87"
"Maximilien Balard","NAC Breda","2736","0","1","16","1","23","11","0.71","2.1"
"Yassin Oukili","Fortuna Sittard","473","2","0","9","4","2","1","0.71","0.21"
"Stefan Mitrović","Excelsior","256","0","0","7","2","4","3","0.71","0.19"
"Ko Itakura","AFC Ajax","1344","1","0","7","3","3","5","0.7","0.72"
"Mimeirhel Benita","Heracles Almelo","1458","0","1","6","4","13","10","0.7","1.45"
"Siebe Horemans","FC Utrecht","1729","0","1","13","2","19","5","0.68","2.12"
"Jan Žambůrek","Heracles Almelo","1739","0","1","8","1","13","9","0.67","0.47"
"Jaden Slory","Go Ahead Eagles","843","0","1","12","2","12","15","0.67","1.35"
"Owen Wijndal","AFC Ajax","1356","1","0","10","5","16","5","0.66","2.28"
"Dave Kwakman","FC Volendam","837","0","4","11","2","7","7","0.64","0.61"
"Mike te Wierik","Heracles Almelo","1400","1","0","7","1","7","4","0.64","1.01"
"Alex Plat","FC Volendam","589","0","0","3","1","5","5","0.64","0.22"
"Boyd Lucassen","NAC Breda","1116","1","0","5","2","10","3","0.64","0.92"
"Ruud Nijstad","FC Twente","1675","1","1","11","5","5","0","0.64","0.39"
"Casper Terho","Sparta Rotterdam","228","1","1","9","1","4","7","0.63","0.58"
"Daouda Weidmann","FC Twente","462","0","1","10","4","10","5","0.62","0.73"
"Anass Salah-Eddine","PSV Eindhoven","1092","0","0","8","2","10","11","0.59","0.97"
"Precious Ugwu","FC Volendam","2171","0","0","12","2","8","8","0.59","1.23"
"Simon Janssen","Excelsior","518","0","1","6","5","5","1","0.58","1.32"
"Evert Linthorst","Go Ahead Eagles","1494","1","2","8","4","9","1","0.57","1"
"Leo Greiml","NAC Breda","1135","1","0","10","6","5","3","0.56","0.85"
"Cedric Hatenboer","SC Telstar","1144","0","3","16","3","15","14","0.56","1.34"
"Ryan Thomas","PEC Zwolle","2157","1","1","14","2","14","21","0.56","2.38"
"Dylan Mertens","SC Telstar","486","0","0","8","1","4","9","0.55","0.52"
"Taylor Booth","FC Twente","370","0","0","9","2","5","3","0.54","0.95"
"Bilal Ould-Chikh","FC Volendam","893","0","1","13","4","20","10","0.54","3.96"
"Emil Hansson","Excelsior","579","1","1","8","5","10","7","0.51","1.64"
"Marvin Young","Sparta Rotterdam","2970","0","1","10","1","13","7","0.49","1.33"
"Jan Faberski","PEC Zwolle","509","0","2","11","1","8","7","0.49","1.13"
"Gibson Yah","FC Volendam","1665","0","3","11","4","11","11","0.48","1.81"
"Sava Arangel Čestić","Heracles Almelo","358","0","0","5","2","1","1","0.48","0.04"
"Neraysho Kasanwirjo","Fortuna Sittard","1320","0","2","7","1","7","12","0.47","0.56"
"Oussama Targhalline","Feyenoord","1920","2","4","9","3","21","18","0.47","2.32"
"Sam Kersten","SC Heerenveen","2367","1","0","10","3","9","3","0.47","0.57"
"Virgil Misidjan","NEC Nijmegen","541","1","2","11","4","10","3","0.47","1.65"
"Jasper Dahlhaus","Fortuna Sittard","2120","0","1","13","3","15","18","0.46","1.17"
"Denis Odoi","NAC Breda","1512","0","0","10","0","9","3","0.46","1.81"
"Fredrik Jensen","NAC Breda","762","0","1","7","4","3","1","0.45","0.24"
"Luka Tunjić","Fortuna Sittard","393","2","0","9","2","3","4","0.45","0.64"
"Thomas Buitink","PEC Zwolle","134","0","0","2","1","1","1","0.45","0.05"
"Wouter Prins","FC Groningen","500","0","2","3","0","4","2","0.44","0.84"
"Jordan Lotomba","Feyenoord","921","0","1","4","2","4","5","0.44","0.74"
"Walid Ould-Chikh","Heracles Almelo","1500","1","4","15","4","30","20","0.43","2.62"
"Nick Fichtinger","PEC Zwolle","762","0","1","7","2","3","1","0.43","0.26"
"Ryan Fosso","Fortuna Sittard","1512","0","1","11","1","10","5","0.42","0.69"
"Stav Lemkin","FC Twente","2040","0","1","7","0","6","2","0.42","0.74"
"Alassane Pléa","PSV Eindhoven","112","0","1","2","0","2","2","0.4","0.89"
"Elijah Dijkstra","AZ Alkmaar","1273","0","0","7","1","14","11","0.4","1.65"
"Mohamed Hamdaoui","SC Telstar","82","0","0","6","0","1","1","0.4","0.08"
