player_name,team_title,minutesPlayed,goals,assists,totalShots,shotsOnTarget,keyPasses,successfulDribbles,expectedGoals,expectedAssists
"Edgaras Utkus","Al-Kholood","1418","1","0","11","2","3","3","2.13","0.15"
"David Tijanič","Al-Najma SC","1829","2","3","22","5","24","14","2.12","1.62"
"Saeed Al-Rabiei","Al-Okhdood","1573","4","1","14","5","4","2","2.11","0.22"
"Ângelo","Al-Nassr","2008","4","6","31","16","55","43","2.1","5.18"
"Hammam Al-Hammami","Al-Shabab","1528","1","1","28","10","14","48","2.04","2.39"
"Waleed Al-Ahmed","Al-Qadsiah","1680","5","1","21","6","5","1","1.98","0.53"
"Abdulrahman Ghareeb","Al-Nassr","528","2","2","14","4","18","11","1.97","1.75"
"Unai Hernández","Al-Shabab","1261","0","1","25","8","16","19","1.95","1.01"
"Abdulaziz Al Hatila","Al-Okhdood","1280","4","1","32","11","18","29","1.91","1.44"
"Juan Pedroza","Al-Okhdood","2449","3","1","22","9","21","5","1.91","1.61"
"Abdullah Al-Qahtani","Damac FC","1495","2","0","28","12","8","30","1.88","0.92"
"Ala'a Al-Hejji","Neom SC","1356","3","1","13","6","24","8","1.85","1.97"
"Hazzaa Al-Ghamdi","Damac FC","869","0","0","12","2","4","2","1.83","0.24"
"Jorge Fernandes","Al-Fateh","2493","2","0","16","3","7","5","1.81","0.24"
"Guga","Al-Kholood","758","2","2","23","8","9","2","1.8","0.71"
"Haroune Camara","Al-Shabab","332","1","0","8","5","2","0","1.77","0.63"
"John Buckley","Al-Kholood","2702","2","4","32","8","40","32","1.73","3.89"
"Muteb Al-Mufarrij","Al-Taawoun","1971","0","1","10","1","4","6","1.73","1.06"
"Saleh Al Abbas","Al-Okhdood","705","1","1","9","2","3","1","1.7","0.2"
"Kalidou Koulibaly","Al-Hilal","1596","1","2","11","3","11","4","1.68","0.97"
"Abdulfattah Adam Mohammed","Al-Taawoun","205","0","1","7","0","5","4","1.67","0.42"
"Sabri Abdu Dahal","Al-Fayha","1525","3","4","12","5","21","28","1.64","2.56"
"Rayane Messi Tanfouri","Neom SC","1055","1","1","24","8","19","13","1.63","1.99"
"Marwane Saadane","Al-Fateh","2496","0","1","20","3","10","5","1.62","0.88"
"Wesley Hoedt","Al-Shabab","2866","0","0","22","5","9","4","1.59","0.92"
"Jesús Medina","Damac FC","799","1","0","25","5","10","6","1.59","0.76"
"Fabinho","Al-Ittihad","2642","1","3","15","6","26","13","1.59","2.79"
"Álvaro Medrán","Al-Ettifaq","2519","1","8","29","7","63","28","1.58","7.45"
"Yahya Naji","Damac FC","655","0","0","7","3","7","5","1.58","0.32"
"Sultan Harun","Al-Riyadh","464","2","0","15","4","4","2","1.58","0.11"
"Saimon Bouabre","Al-Hilal","1317","1","2","16","6","21","21","1.58","2.38"
"Ahmed Hegazy","Neom SC","2413","1","0","22","5","9","11","1.56","0.94"
"Mikel Villanueva","Al-Fayha","2517","1","0","9","2","5","10","1.56","0.48"
"Saleh Al-Amri","Al-Khaleej","1072","3","1","17","7","7","4","1.54","1.79"
"Chris Smalling","Al-Fayha","2991","3","1","13","6","11","3","1.52","1.36"
"Rayan Hamed","Al-Ahli","1559","3","0","16","7","1","1","1.5","0.21"
"Aboubacar Bah","Al-Hazem","2074","3","2","23","4","39","38","1.48","3.04"
"Mohammed Al-Khaibari","Al-Riyadh","2105","0","0","15","1","6","2","1.48","0.17"
"Rakan Al-Tulayhi","Al-Najma SC","1527","4","4","25","10","40","15","1.47","3.1"
"Mohammed Mahzari","Al-Taawoun","2943","1","2","15","4","31","16","1.45","3.44"
"Jamal Harkass","Damac FC","2682","2","1","18","4","10","15","1.43","0.43"
"Elias Mokwana","Al-Hazem","1378","1","2","19","8","20","19","1.42","1.38"
"Abdullah Al-Anazi","Al-Fateh","902","1","2","18","9","7","25","1.42","1.07"
"Abdulelah Al-Amri","Al-Nassr","1802","2","2","16","3","4","5","1.39","0.96"
"Ahmed Hassan","Al-Ettifaq","640","1","0","16","7","0","4","1.37","0.24"
"Abdelkader Bedrane","Damac FC","2362","3","1","22","7","10","10","1.36","1.24"
"Zaydou Youssouf","Al-Fateh","2734","2","2","26","10","28","38","1.34","2.59"
"Ali Al-Bulaihi","Al-Shabab","1347","2","0","9","4","1","5","1.34","0.05"
"Jonathan Okita","Damac FC","786","2","1","19","8","5","6","1.34","0.56"
"Gökhan Gül","Al-Okhdood","2579","1","3","31","7","12","4","1.33","1.28"
"Flávio","Al-Taawoun","2225","0","2","13","2","11","6","1.31","1.23"
"Merih Demiral","Al-Ahli","1646","2","0","14","5","4","1","1.3","0.72"
"Abdullah Matuq","Al-Shabab","478","0","0","9","3","5","6","1.3","0.28"
"Ali Majrashi","Al-Ahli","2169","1","3","18","6","15","17","1.29","3.53"
"Arielson","Damac FC","631","1","1","10","4","4","7","1.27","0.26"
"Abdulrahman Al-Dosari","Al-Kholood","1763","1","0","11","3","7","7","1.27","0.82"
"Burak Ince","Al-Okhdood","1410","1","0","22","9","17","14","1.26","1.54"
"Turki Alammar","Al-Qadsiah","593","2","2","15","5","6","10","1.23","1.04"
"Hussain Al Sultan","Al-Khaleej","158","1","0","4","1","1","1","1.23","0.17"
"Hassan Altambakti","Al-Hilal","2358","1","0","8","3","5","7","1.21","0.75"
"Biel","Al-Taawoun","928","1","0","13","4","10","12","1.21","0.77"
"Ayman Yahya","Al-Nassr","1276","2","2","19","8","11","10","1.2","1.65"
"Alhwsawi Sanousi Mohammed","Damac FC","2180","1","1","12","3","23","9","1.18","1.29"
"Roger Fernandes","Al-Ittihad","1164","2","2","17","3","25","16","1.17","2.58"
"Andrei Girotto","Al-Taawoun","1911","2","0","18","3","2","3","1.15","0.23"
"Shaquille Riley Pinas","Al-Kholood","2594","1","2","9","3","31","5","1.14","2.52"
"Abdoulaye Doucouré","Neom SC","1035","0","4","10","3","18","7","1.13","1.5"
"Yacine Adli","Al-Shabab","2122","1","3","26","12","37","33","1.12","4.14"
"Abdulrahman Alobud","Al-Ittihad","532","1","1","13","4","12","9","1.1","1.42"
"Iñigo Martínez","Al-Nassr","2759","3","0","19","7","8","7","1.1","1.19"
"Mario Mitaj","Al-Ittihad","1876","1","2","13","6","20","10","1.1","1.6"
"Romain Faivre","Al-Taawoun","116","1","1","5","2","3","5","1.07","0.15"
"Mahamadou Doumbia","Al-Ittihad","1116","1","2","36","8","12","38","1.06","1.97"
"Loreintz Rosier","Al-Hazem","2675","1","1","17","2","20","12","1.04","1.38"
"Mohammed Hamad Alqahtani","Al-Taawoun","384","1","0","11","4","4","13","1.03","0.44"
"Nacho Fernández","Al-Qadsiah","3049","0","0","18","0","6","4","1","1.33"
"Mohammed Al Aqal","Al-Najma SC","287","1","0","5","3","5","2","0.99","0.72"
"Saeed Baattia","Al-Fateh","2512","1","0","10","4","23","23","0.99","2.44"
"Abdurahman Al-Dakheel","Al-Hazem","1872","1","0","7","4","2","5","0.97","0.12"
"N'Golo Kanté","Al-Ittihad","1567","2","1","8","3","20","15","0.96","1.91"
"Mohammed Sulaiman Bakor","Al-Ahli","901","0","0","4","2","4","4","0.96","0.62"
"Zakaria Hawsawi","Al-Ahli","1614","1","1","3","2","9","31","0.96","2.05"
"João Costa","Al-Ettifaq","1266","0","3","16","2","7","13","0.94","1.04"
"Abdullah Al-Shanqiti","Al-Hazem","1226","1","0","1","1","2","2","0.94","0.07"
"Nasser Al-Dawsari","Al-Hilal","1637","0","1","14","3","15","6","0.93","1.69"
"Nawaf Al Sadi","Damac FC","366","0","0","13","4","4","12","0.92","0.49"
"Victor Lekhal","Al-Riyadh","1350","0","1","9","1","17","4","0.92","1.02"
"Ali Hazazi","Al-Qadsiah","714","1","0","5","1","0","0","0.92","0.3"
"Hussain Ahmed Al Issa","Al-Khaleej","329","0","0","7","4","5","14","0.91","0.34"
"Samir Caetano","Al-Najma SC","2626","3","1","8","3","6","2","0.89","0.55"
"Gastón Álvarez","Al-Qadsiah","2493","0","0","10","1","8","6","0.89","1.09"
"Kaio César","Al-Hilal","236","0","2","8","3","7","10","0.88","1.14"
"Abdullah Radif","Al-Fayha","433","0","2","10","3","5","5","0.88","0.41"
"Majed Omar Kanabah","Al-Khaleej","2066","0","1","15","1","12","12","0.87","1.28"
"Miguel Carvalho","Al-Hazem","519","0","1","12","7","8","10","0.85","1.09"
"Faisal Al-Ghamdi","Al-Ittihad","388","1","2","4","1","4","5","0.85","0.34"
"Mohammed Al-Thani","Al-Shabab","1696","0","0","6","2","3","8","0.84","0.41"
"Mansour Hamzi","Al-Khaleej","1413","0","1","8","2","7","8","0.84","1.29"
"Moteb Al-Harbi","Al-Hilal","1841","2","2","8","4","5","10","0.81","0.83"
"Jefferson Ramos","Al-Fateh","133","1","0","5","2","2","1","0.8","0.03"
"Muhannad Al Saad","Neom SC","285","1","0","6","3","7","5","0.79","1.01"
"Marcelo Brozović","Al-Nassr","2431","0","4","14","5","47","12","0.79","4.24"
"William Troost-Ekong","Al-Kholood","1088","0","0","9","3","2","4","0.78","0.1"
"Jehad Thakri","Al-Qadsiah","1520","0","0","8","0","1","4","0.77","0.88"
"Kévin N'Doram","Al-Kholood","1454","1","1","6","1","4","6","0.77","0.33"
"Ali Al Asmari","Al-Shabab","1383","0","1","19","4","19","5","0.77","1.81"
"Ziyad Aljohani","Al-Ahli","1532","0","1","12","3","16","7","0.76","1.2"
"Vincent Sierro","Al-Shabab","2056","0","0","13","3","21","12","0.75","1.57"
"Jack Hendry","Al-Ettifaq","2558","1","0","5","1","6","4","0.74","0.4"
"Cristhoper Zambrano","Al-Taawoun","604","2","1","10","6","6","1","0.72","1.39"
"Marzouq Tambakti","Al-Riyadh","1131","0","0","5","2","3","10","0.72","0.35"
"Sultan Al-Ghannam","Al-Nassr","1819","0","1","10","2","26","17","0.71","3.33"
"Ahmed Sharahili","Al-Ittihad","1012","0","0","4","0","2","0","0.71","0.24"
"Murad Al Hawsawi","Al-Hilal","937","1","2","12","2","8","6","0.71","0.88"
"Hisham Al-Dubais","Al-Najma SC","438","0","1","3","0","4","2","0.71","0.46"
"Ammar Al Harfi","Al-Riyadh","853","0","1","17","2","5","10","0.71","0.61"
"Ibrahim Bayesh","Al-Riyadh","1026","1","0","9","4","9","17","0.7","0.81"
"Romell Quioto","Al-Najma SC","568","0","0","10","2","3","1","0.7","0.13"
"Mansor Al-Beshe","Al-Fayha","714","0","0","4","1","3","4","0.69","0.6"
"Khalil Al-Absi","Al-Riyadh","668","1","0","9","4","6","9","0.68","0.63"
"David Kaiki","Damac FC","673","0","0","10","5","8","15","0.67","0.56"
"Hassan Kadesh","Al-Ittihad","2272","1","0","8","1","2","8","0.67","0.69"
"Musa Barrow","Al-Taawoun","398","3","3","11","6","11","10","0.67","1.18"
"Mohammed Abdulrahman","Al-Ahli","867","0","1","10","1","6","8","0.65","0.81"
"Abdulmalik Al Oyayari","Neom SC","998","1","0","10","2","5","3","0.65","0.49"
"Sergio González","Al-Riyadh","1498","1","0","7","2","5","1","0.64","0.16"
"Mohamed Kader Meite","Al-Hilal","151","1","0","5","3","1","1","0.63","0.29"
"Koray Günter","Al-Okhdood","2346","1","1","9","3","6","3","0.62","0.34"
"Sultan Tanker","Al-Hazem","2398","0","0","6","1","2","2","0.61","0.09"
"Ahmed Al Siyahi","Al-Riyadh","1466","0","0","9","1","4","3","0.6","0.13"
"Hassan Hashim Al-Ali","Neom SC","522","0","0","7","2","3","0","0.6","0.24"
"Ashraf El Mahdioui","Al-Taawoun","2970","0","2","15","1","29","6","0.59","2.52"
"Abdulaziz Al Suwailem","Al-Fateh","1183","0","0","3","1","1","2","0.59","0.11"
"Khalifah Al-Dawsari","Neom SC","2157","1","0","5","2","7","12","0.59","0.72"
"Ondrej Duda","Al-Ettifaq","2129","0","0","14","2","29","19","0.59","2.5"
"Salman Alfaraj","Neom SC","587","0","0","4","0","12","7","0.58","1.95"
"Mohammed Al-Khabrani","Al-Khaleej","2817","0","0","14","2","4","9","0.58","0.27"
"Mateo Borrell","Al-Okhdood","1093","0","1","4","3","7","5","0.58","0.6"
"Basil Yousef Al-Sayyali","Al-Shabab","1548","0","2","13","1","25","26","0.57","1.58"
"Ali Al-Salem","Al-Khaleej","1531","0","2","11","5","12","9","0.57","0.47"
"Faris Al Ghamdi","Al-Ettifaq","676","0","2","6","0","7","8","0.57","0.27"
"Nawaf Al-Harthi","Al-Fayha","408","0","0","6","1","3","4","0.56","0.07"
"Saad Yaslam Balobaid","Al-Shabab","2789","1","4","11","5","27","27","0.56","2.15"
"Enes Sali","Al-Riyadh","590","0","1","8","2","5","7","0.54","0.5"
"Thamer Al Khaibri","Al-Khaleej","300","0","0","4","0","2","2","0.54","0.43"
"Saeed Al Hamsal","Al-Khaleej","2268","0","1","6","0","9","6","0.54","0.47"
"Ali Al Masoud","Al-Fateh","348","1","0","5","2","0","0","0.54","0.06"
"Mokher Al-Rashidi","Al-Fayha","647","1","0","5","1","0","0","0.53","0.03"
"Wesley","Al-Nassr","413","1","2","5","3","8","13","0.53","0.65"
"Mukhtar Ali","Al-Ettifaq","1950","1","0","19","5","16","6","0.52","0.85"
"Khaled Al-Lazam","Al-Okhdood","668","0","1","7","2","4","4","0.52","0.7"
"Ali Abdoulraouf Alabdrabalnabi","Al-Khaleej","131","0","0","2","1","3","0","0.52","0.03"
"George Ilenikhena","Al-Ittihad","88","0","0","1","1","0","1","0.51","0"
"Mohammed Al Shwirekh","Al-Shabab","1460","0","1","7","2","3","1","0.51","0.47"
"Norbert Gyömbér","Al-Kholood","2457","0","0","10","2","7","8","0.51","1.08"
"Dhari Al-Enezi","Damac FC","2336","0","3","10","1","23","29","0.51","1.97"
"Abdulaziz Noor","Neom SC","444","0","0","14","6","3","6","0.5","0.33"
"Mohammed Al Fatil","Al-Najma SC","784","0","0","4","0","1","3","0.48","0.04"
"Abdulaziz Al-Othman","Al-Shabab","332","1","0","6","2","0","1","0.47","0.03"
"Mohammed Alburayk","Neom SC","1044","1","1","5","3","23","5","0.47","1.61"
"Abdulaziz Al Bishi","Al-Ittihad","355","1","0","9","4","5","3","0.47","0.64"
"Victor Hugo","Al-Taawoun","863","0","0","6","3","6","3","0.47","0.48"
"Radhi Al-Oteibi","Al-Ettifaq","1605","0","2","4","1","11","4","0.46","0.67"
"Majed Khalifah","Al-Kholood","286","0","0","2","1","2","1","0.46","0.28"
"Majed Abdullah","Al-Shabab","139","0","0","5","1","0","0","0.45","0.01"
"Abdulaziz Al Fawaz","Al-Fateh","651","0","0","7","1","6","5","0.45","0.12"
"Naif Assery","Al-Okhdood","1252","1","0","2","1","0","2","0.43","0.05"
"Ahmad Asiri","Al-Khaleej","1109","0","0","6","1","0","4","0.4","0.04"
"Abdulelah Alshamary","Al-Najma SC","1122","0","0","4","1","16","11","0.4","1.5"
"Abdulaziz Al Harabi","Al-Najma SC","1014","0","1","8","0","6","2","0.4","0.34"
"Ghassan Hawsawi","Al-Okhdood","825","1","0","5","2","0","0","0.4","0.06"
"Abdullah Al-Hafith","Al-Khaleej","1223","0","1","6","2","3","0","0.39","0.69"
"Haitham Asiri","Al-Qadsiah","86","0","0","2","2","2","0","0.39","0.09"
"João Cancelo","Al-Hilal","174","0","0","4","1","4","1","0.39","0.76"
"Ahmed Al-Nakhli","Al-Hazem","2182","1","1","9","3","16","19","0.38","2.08"
"Ali Lajami","Al-Hilal","654","0","0","4","0","2","1","0.38","0.16"
"Abdullah Al-Khaibari","Al-Nassr","1687","0","1","10","0","14","5","0.38","0.93"
"Deybi Flores","Al-Najma SC","1527","0","0","7","2","10","15","0.37","0.4"
"Mansour Camara","Al-Kholood","577","0","0","5","1","3","1","0.36","0.07"
"Jawad El Yamiq","Al-Najma SC","526","0","0","5","0","1","0","0.36","0.03"
"Ahmed Al-Shamrani","Al-Hazem","1149","0","0","5","2","11","15","0.35","0.69"
"Bassam Al-Hurayji","Al-Taawoun","504","1","0","2","1","1","5","0.35","0.51"
"Luca Ramirez","Al-Riyadh","95","0","0","3","1","1","0","0.34","0.02"
"Talal Haji","Al-Ittihad","233","0","0","2","1","0","0","0.34","0.01"
"Muath Faqeehi","Al-Okhdood","1123","0","1","5","1","9","14","0.33","0.62"
"Mohammad Alsalkhadi","Damac FC","289","0","1","8","1","6","8","0.33","0.34"
"Essam Bahri","Al-Riyadh","66","0","1","2","0","2","1","0.33","0.62"
"Awn Al-Saluli","Neom SC","279","0","0","1","0","0","1","0.32","0.01"
"Sultan Al Shehri","Al-Kholood","1754","0","0","11","3","11","42","0.32","1.05"
"Julian Weigl","Al-Qadsiah","2242","1","3","9","1","26","3","0.32","2.42"
"Saad Al-Shurafa","Al-Fateh","137","0","0","4","0","4","0","0.32","0.21"
"Ali Al-Hassan","Al-Nassr","393","0","0","7","3","4","5","0.32","0.19"
"Rebocho","Al-Khaleej","2866","0","7","10","0","35","21","0.32","3.49"
"Ahmed Bamasud","Al-Fayha","2788","0","1","9","1","29","16","0.32","1.83"
"Riyadh Sharahili","Damac FC","1467","0","2","7","1","5","6","0.31","0.83"
"Otávio","Al-Qadsiah","1187","0","0","6","0","18","11","0.31","2.72"
"Faris Abdi","Neom SC","2477","0","2","7","5","15","24","0.29","1.08"
"Naif Masoud","Al-Fateh","1519","1","0","14","5","3","7","0.29","0.45"
"Qasim Lajami","Al-Taawoun","1421","0","0","4","1","5","2","0.29","0.37"
"Abdulrahman Al-Obaid","Damac FC","2036","0","6","10","3","37","7","0.29","2.39"
"Abdul Rahman Al Khaibari","Damac FC","1112","0","0","3","0","3","3","0.28","0.18"
"Abbas Sadiq Alhassan","Neom SC","324","0","0","5","2","0","3","0.27","0.06"
"Milan Borjan","Al-Riyadh","3060","0","0","0","0","1","0","0.27","0.12"
"Gonçalo Rodrigues","Al-Najma SC","992","0","0","9","3","10","5","0.26","0.57"
"Gabriel Carvalho","Al-Qadsiah","263","1","1","6","1","4","5","0.26","0.35"
"Hamed Al-Ghamdi","Al-Ittihad","147","0","0","3","1","2","1","0.25","0.14"
"Nasser Al Haleel","Al-Najma SC","1826","1","0","8","3","3","8","0.25","0.17"
"Ahmed Bahusayn","Al-Taawoun","300","0","0","2","1","2","2","0.24","0.14"
"Vitor Vargas","Al-Najma SC","1693","0","0","9","3","8","15","0.24","1.04"
"Nabil Donga","Al-Najma SC","914","0","0","6","0","4","3","0.23","0.15"
"Mahdi Al Obod","Al-Fateh","336","0","0","4","1","2","3","0.23","0.13"
"Eyad Houssa","Al-Qadsiah","25","1","0","1","1","0","0","0.22","0"
