player_name,team_title,minutesPlayed,goals,assists,totalShots,shotsOnTarget,keyPasses,successfulDribbles,expectedGoals,expectedAssists
"Abdullah Madu","Al-Ettifaq","822","0","0","2","1","0","2","0.22","0.03"
"Bart Schenkeveld","Al-Khaleej","1475","0","2","6","0","3","3","0.22","0.07"
"Islam Ahmed Hawsawi","Neom SC","642","0","1","5","0","4","5","0.21","0.22"
"Faisal Al Mutairi","Al-Najma SC","94","0","0","2","2","2","6","0.21","0.72"
"Abdullah Al Ghamdi","Al-Ettifaq","100","0","0","3","1","1","4","0.21","0.28"
"Ammar Al-Khaibari","Al-Fayha","262","1","0","2","1","1","2","0.21","0.15"
"Mohammed Petros","Al-Okhdood","1394","0","0","7","2","8","6","0.2","0.45"
"Abdullah Khateeb","Al-Ettifaq","2364","0","1","4","1","5","12","0.2","1.02"
"Abdulbaset Hindi","Al-Ettifaq","1145","0","0","3","0","1","1","0.2","0.07"
"Abdulaziz Al-Swealem","Al-Fateh","604","0","0","1","0","0","1","0.19","0.09"
"Rayan Enad","Al-Fayha","831","0","0","6","0","6","10","0.19","0.48"
"Madallah Al-Olayan","Al-Ettifaq","934","1","1","2","1","8","5","0.18","0.81"
"Hayder Abdulkareem","Al-Nassr","15","0","0","1","0","0","0","0.18","0.01"
"Mohammed Al Baqawi","Al-Fayha","2695","0","2","5","1","9","2","0.17","1.47"
"Ismaila Soro","Al-Riyadh","1217","0","2","9","0","7","1","0.17","0.84"
"Meshal Alaeli","Al-Taawoun","507","0","0","5","1","0","4","0.17","0.17"
"Khalid Al-Shammari","Al-Najma SC","1112","0","0","4","1","4","9","0.16","0.09"
"Yahya Al Shehri","Al-Riyadh","502","0","2","4","0","19","3","0.16","1.89"
"Saad Al-Nasser","Al-Nassr","647","0","0","4","0","7","1","0.16","0.69"
"Nawaf Al Ghulaimish","Al-Shabab","371","0","0","2","0","3","0","0.16","0.2"
"Yasser Al-Shahrani","Al-Qadsiah","1148","0","0","3","1","2","4","0.15","0.71"
"Tariq Mohammed","Damac FC","1187","0","0","8","4","6","8","0.15","0.32"
"Saud Al Rashed","Al-Hazem","1650","0","4","5","3","33","10","0.15","3.24"
"Muhammad Sahlouli","Al-Riyadh","490","0","0","2","2","5","6","0.15","0.35"
"Faisal Al-Sibyani","Al-Shabab","491","0","0","5","1","1","2","0.15","0.18"
"Jalal Adel Al-Salem","Al-Ettifaq","145","0","0","2","0","0","4","0.14","0.01"
"Fawaz Al-Sagour","Al-Shabab","238","0","0","2","1","1","0","0.14","0.14"
"Abdelmounaim Boutouil","Al-Hazem","881","0","0","3","0","1","3","0.14","0.08"
"Ahmed Al-Julaydan","Al-Ittihad","688","0","1","3","1","17","5","0.13","1.81"
"Abdulhadi Al-Harajin","Al-Hazem","131","0","0","2","1","5","3","0.13","0.13"
"Mohammed Al-Yami","Al-Hazem","624","0","0","4","1","6","4","0.13","0.22"
"Nabil Alioui","Damac FC","306","0","0","3","0","4","1","0.13","0.29"
"Osama Al-Boardi","Al-Riyadh","1858","0","1","5","3","16","24","0.13","0.95"
"Mailson","Al-Taawoun","2970","0","0","1","0","3","3","0.13","0.13"
"Mohammed Al-Sarnoukh","Al-Fateh","248","0","0","3","2","1","3","0.13","0.02"
"Mohamed Refat","Al-Fateh","56","0","0","3","1","0","2","0.13","0.02"
"Hamad Al Yami","Al-Hilal","1121","0","1","1","0","9","7","0.12","0.9"
"Abdulhakim Maghfori","Al-Ettifaq","19","0","0","1","1","0","1","0.12","0"
"Jan-Carlo Simić","Al-Ittihad","670","0","0","3","0","0","6","0.11","0.1"
"Mohammed Bumuaykel","Al-Fateh","3","0","0","1","0","0","0","0.11",""
"Ibrahim Mahnashi","Al-Qadsiah","287","1","0","3","1","1","0","0.11","0.11"
"Ricardo Mathias","Al-Ahli","55","0","1","2","0","1","1","0.11","0.06"
"Khaled Ali Al Asbahi","Al-Riyadh","72","0","0","2","0","2","2","0.11","0.02"
"Hassan Rubayyi","Damac FC","895","0","0","1","1","0","2","0.1","0.02"
"Majed Dawran","Al-Najma SC","657","0","1","2","1","9","6","0.1","0.83"
"Ayman Fallatah","Neom SC","109","0","0","3","1","0","2","0.09","0.03"
"Hussain Qasim","Al-Fateh","283","0","0","2","0","4","1","0.09","0.4"
"Pablo Marí","Al-Hilal","360","0","0","1","0","1","0","0.09","0.09"
"Abdulelah Al Khaibari","Al-Riyadh","1166","0","0","4","0","15","18","0.09","1.12"
"Matija Glušćević","Al-Ettifaq","230","0","0","1","0","2","2","0.09","0.1"
"Mohammed Abo Abd","Al-Okhdood","1830","0","0","2","0","12","6","0.09","1.15"
"Talal Al-Shubili","Al-Riyadh","69","0","0","2","0","0","0","0.09","0.02"
"Rakan Kaabi","Al-Fayha","1726","0","1","6","3","9","8","0.09","0.55"
"Saif Rashad Mohamed","Al-Taawoun","117","0","0","3","2","0","5","0.09","0.09"
"Mohammed Al-Sahihi","Al-Fateh","152","0","0","1","0","2","0","0.08","0.01"
"Mohammed Marran","Al-Nassr","36","0","0","1","0","2","0","0.08","0.06"
"Abdullah Al-Hawsawi","Al-Najma SC","1937","0","0","3","0","2","14","0.07","0.25"
"Hussain Al-Sebyani","Al-Shabab","502","0","0","3","0","3","7","0.07","0.14"
"Fahad Al-Rashidi","Al-Taawoun","153","0","0","2","1","2","0","0.07","0.13"
"Othman Al-Othman","Al-Fateh","296","0","0","2","2","9","1","0.07","1.06"
"Khaled Al-Semeiry","Damac FC","406","0","0","3","1","4","5","0.06","0.29"
"Faisal Al-Sobhi","Al-Riyadh","123","0","0","2","0","0","0","0.06","0.01"
"Abdulaziz Al-Harbi","Al-Hazem","1183","0","1","3","0","10","4","0.05","1.21"
"Mohammed Essa Harbush","Al-Shabab","167","0","0","1","0","0","0","0.05","0.02"
"Mohammed Al Jahif","Al-Okhdood","281","0","0","2","1","0","1","0.05","0.04"
"Husain Al-Qahtani","Al-Qadsiah","63","0","0","1","0","5","2","0.05","0.44"
"Yusuf Akçiçek","Al-Hilal","623","0","0","1","0","2","1","0.05","0.23"
"Arif Al-Haydar","Al-Khaleej","123","0","0","1","0","0","4","0.05","0.02"
"Amine Sbai","Al-Fateh","21","0","0","1","1","0","1","0.05","0"
"Mohammed Al Saeed","Al-Riyadh","125","0","0","2","0","0","1","0.05","0"
"Ziyad Aljari","Al-Fateh","1725","0","0","2","0","1","0","0.04","0.1"
"Saikou Adam Secka","Al-Fayha","1","0","0","1","0","0","0","0.04",""
"Matteo Dams","Al-Ahli","739","0","1","2","0","3","2","0.04","0.44"
"Faisal Al Abdulwahed","Al-Fateh","52","0","0","1","0","1","0","0.04","0.03"
"Yvan Neyou","Al-Okhdood","483","0","0","1","0","1","2","0.04","0.06"
"Mubarak Al-Rajeh","Al-Shabab","725","0","0","1","0","1","4","0.04","0.06"
"Meshal Ali Khayrallah","Al-Ettifaq","111","0","0","1","0","0","0","0.04","0.01"
"Amadou Bamba Dieng","Al-Hazem","45","0","0","1","0","0","1","0.03","0.01"
"Khalid Alsubaie","Al-Najma SC","727","0","0","2","0","5","6","0.03","0.72"
"Sattam Al Tumbukti","Al-Fateh","291","0","0","2","0","4","6","0.03","0.31"
"Mohammed Al-Konaideri","Al-Najma SC","267","0","1","1","1","5","2","0.03","0.24"
"Faisal Darisi","Al-Fateh","231","0","0","1","1","0","0","0.03","0.04"
"Hassan Al-Asmari","Al-Kholood","405","0","0","2","0","0","2","0.03","0.03"
"Fahad Al Abdulrazzaq","Al-Najma SC","766","0","0","1","0","5","1","0.03","0.16"
"Ibrahim Ashi","Al-Okhdood","468","0","0","1","0","3","4","0.03","0.06"
"Saleh Al-Harthi","Al-Okhdood","251","0","0","2","0","2","3","0.03","0.08"
"Mohanad Alqaydhi","Al-Okhdood","817","0","0","3","0","0","1","0.03","0.05"
"Ramzi Sawlan","Al-Kholood","1239","0","0","1","0","7","9","0.03","0.81"
"Abdulrahman Al-Khaibary","Al-Hazem","116","0","0","1","0","0","1","0.03","0.01"
"Abdulrahman Al-Safri","Al-Kholood","891","0","0","1","0","2","3","0.02","0.29"
"Nawaf Al-Hawsawi","Al-Najma SC","350","0","0","1","0","0","4","0.02","0.17"
"Abdullah Hassoun Tarmin","Al-Riyadh","494","0","0","1","0","4","3","0.02","0.18"
"Abdullah Alzaynaldeen","Al-Khaleej","13","0","0","1","0","1","0","0.02","0.02"
"Sultan Alessa","Al-Najma SC","437","0","0","1","1","3","5","0.02","0.35"
"Hamad Al-Jayzani","Al-Khaleej","278","0","1","1","0","1","0","0.02","0.29"
"Khalid Al Rammah","Al-Fayha","282","0","0","1","0","2","2","0.02","0.09"
"Fawaz Al-Hamad","Al-Fateh","361","0","0","1","0","1","0","0.02","0.04"
"Abdulkarim Darisi","Al-Hilal","253","0","0","1","0","0","5","0.01","0.05"
"Nasser Al Bishi","Al-Shabab","204","0","0","1","0","0","1","0.01","0.05"
"Ibrahim Zaied","Al-Hazem","1002","0","0","0","0","0","1","","0.01"
"Rakan Najjar","Al-Okhdood","630","0","0","0","0","0","0","","0.01"
"Marcin Bułka","Neom SC","540","0","0","0","0","0","0","","0.01"
"Anthony Moris","Al-Khaleej","2970","0","2","0","0","2","1","","0.05"
"Marek Rodák","Al-Ettifaq","3060","0","0","0","0","0","0","","0.06"
"Raghed Al-Najjar","Al-Nassr","180","0","0","0","0","0","0","","0"
"Koen Casteels","Al-Qadsiah","2855","0","0","0","0","0","0","","0.02"
"Juan Cozzani","Al-Kholood","2880","0","1","0","0","1","3","","0.02"
"Samuel","Al-Okhdood","2430","0","0","0","0","0","1","","0.04"
"Ali Adnan","Al-Najma SC","45","1","0","2","2","1","1","",""
"Fahad Bin Jumayah","Al-Taawoun","27","0","0","0","0","0","0","","0.25"
"Bento","Al-Nassr","1890","0","0","0","0","0","0","","0.02"
"Orlando Mosquera","Al-Fayha","2880","0","0","0","0","2","0","","0.07"
"Amin Al-Bukhari","Al-Fateh","344","0","0","0","0","0","1","","0.01"
"Fernando Pacheco","Al-Fateh","2712","0","0","0","0","0","0","","0.03"
"Edouard Mendy","Al-Ahli","2340","0","0","0","0","2","2","","0.06"
"Predrag Rajković","Al-Ittihad","2663","0","0","0","0","2","0","","0.03"
"Marwan Al-Haidari","Al-Khaleej","90","0","0","0","0","0","0","","0"
"Marcelo Grohe","Al-Shabab","2970","0","0","0","0","0","1","","0.03"
"Majed Al Ghamdi","Al-Hazem","315","0","0","0","0","1","0","","0.01"
"Bruno Varela","Al-Hazem","1743","0","0","0","0","0","0","","0.02"
"Ahmed Al-Kassar","Al-Qadsiah","205","0","0","0","0","0","0","","0"
"Nawaf Boushal","Al-Nassr","1889","0","6","0","0","21","11","","2.09"
"Kewin","Damac FC","3060","0","0","0","0","2","0","","0.03"
"Bono","Al-Hilal","2340","0","0","0","0","0","0","","0.03"
"Ahmed Al-Anzi","Neom SC","36","0","1","0","0","1","2","","0.41"
"Mohammed Al Qahtani","Al-Okhdood","45","0","0","0","0","0","0","","0"
"Victor Braga","Al-Najma SC","2738","0","0","0","0","0","0","","0.03"
"Nawaf Al-Aqidi","Al-Nassr","960","0","1","0","0","1","0","","0.06"
"Saud Salem","Al-Okhdood","129","0","0","0","0","0","1","","0.03"
"Luís Maximiano","Neom SC","2520","0","0","0","0","0","1","","0.03"
"Abdulelah Al-Malki","Al-Hilal","8","0","0","0","0","0","0","","0.01"
"Suhayb Al-Zaid","Al-Hilal","8","0","0","0","0","0","0","","0.02"
"Salem Alnajdi","Al-Nassr","97","0","1","0","0","1","1","","0.55"
"Mohammed Al-Absi","Al-Ittihad","308","0","0","0","0","0","0","","0"
"Awad Al-Nashri","Al-Ittihad","697","0","0","0","0","3","6","","0.27"
"Mohammed Al-Yami","Al-Hilal","720","0","0","0","0","0","0","","0"
"Ahmed Khatir","Al-Riyadh","59","0","0","1","1","0","0","",""
"Sattam Al-Roqi","Al-Fayha","9","0","0","0","0","0","0","","0"
"Nawaf Al-Rashwodi","Al-Najma SC","45","0","0","0","0","0","0","",""
"Saad Al Mutairy","Al-Hilal","11","0","0","0","0","0","0","","0"
"Noor Al-Rashidi","Damac FC","24","0","0","0","0","0","1","","0.19"
"Abdullah Al-Jawaey","Al-Fayha","42","0","0","0","0","0","0","","0"
"Bandar Al Mutairi","Al-Khaleej","215","0","1","0","0","1","0","","0.05"
"Waled Al Enazi","Al-Najma SC","322","0","0","0","0","1","0","","0.01"
"Saad Al-Mousa","Al-Ittihad","567","0","0","0","0","0","1","","0.13"
"Abdulrahman Al Sanbi","Al-Ahli","720","0","0","0","0","0","1","","0.01"
"Eid Al Muwallad","Al-Ahli","248","0","0","0","0","2","0","","0.07"
"Amar Hamed Al Yuhaybi","Al-Qadsiah","13","0","0","0","0","2","0","","0.18"
"Ahmed Gabal","Al-Fateh","26","0","0","0","0","0","1","","0"
"Ibrahim Al-Shuail","Al-Taawoun","10","0","0","0","0","0","0","","0"
"Abdullah Al Ajyan","Al-Kholood","9","0","0","0","0","0","0","",""
"Majed Mohammed Sharrahi","Al-Najma SC","8","0","0","0","0","0","0","","0"
"Ahmed Majrashi","Al-Okhdood","14","0","0","0","0","0","0","","0"
"Meshal Al Dawood","Al-Hilal","12","0","0","0","0","0","0","","0"
"Yazan Madani","Al-Ahli","11","0","0","0","0","0","0","","0"
"Moustapha Sémbène","Al-Taawoun","181","0","0","0","0","0","2","","0.01"
"Abdulrahman Al Anzi","Al-Fayha","131","0","0","0","0","1","0","","0.07"
"Bader Munshi","Al-Khaleej","254","0","0","0","0","1","1","","0.05"
"Abduleallah Hawsawi","Al-Taawoun","237","0","0","0","0","1","1","","0.11"
"Sulaiman Hahya Hazazi","Al-Riyadh","1417","0","1","0","0","13","4","","0.52"
"Abdulmalik Al Harbi","Al-Taawoun","22","0","0","0","0","0","0","","0"
"Mohammed Fallatah","Al-Ittihad","36","0","0","0","0","0","0","","0.01"
"Nader Al Sharari","Al-Nassr","66","0","0","0","0","0","0","","0"
"Saud Zidan","Al-Riyadh","59","0","0","0","0","0","0","","0.01"
"Marin Prekodravac","Al-Najma SC","34","0","0","0","0","1","2","","0"
"Yaseen Khalid","Al-Ittihad","9","0","0","0","0","0","0","","0"
"Abdulrazzaq Awaji","Al-Hazem","14","0","0","0","0","0","0","","0"
"Salem Abdullah","Al-Ahli","24","0","0","0","0","0","1","","0"
"Adi","Al-Kholood","41","0","0","0","0","0","0","","0"
"Awad Abdu Dahal","Al-Ettifaq","171","0","0","0","0","3","1","","0.4"
"Keshim Al-Qahtani","Al-Taawoun","38","0","0","0","0","0","1","","0.01"
"Sultan Al Anzi","Al-Shabab","134","0","0","0","0","0","1","","0"
"Yahya Mousa Gharawi","Neom SC","22","0","0","0","0","0","0","","0"
"Abdulrahman Nabza","Al-Ettifaq","27","0","0","0","0","0","0","","0"
"Ali Makki","Al-Shabab","536","0","0","0","0","2","0","","0.1"
"Stylianos Vrontis","Al-Fayha","358","0","0","0","0","3","7","","0.1"
"Malek Al Abdulmonam","Al-Fayha","37","0","1","0","0","1","1","","0.05"
"Mohammed Al Saedi","Al-Hazem","45","0","0","0","0","0","0","","0"
"Mohammed Mazyad Alshammari","Al-Kholood","180","0","0","0","0","0","0","","0"
"Ali Al Hussain","Al-Fayha","132","0","0","0","0","1","1","","0.02"
"Adam Berry","Al-Kholood","71","0","0","0","0","0","0","","0"
"Ziyad Al-Sahafi","Al-Fayha","297","0","0","0","0","0","0","","0.02"
"Hussain Al Zabdani","Al-Okhdood","723","0","0","0","0","3","4","","0.15"
"Majed Mohammed","Al-Fateh","852","0","0","0","0","7","11","","0.23"
"Mohammed Barnawi","Al-Ittihad","30","0","0","0","0","0","0","","0"
"Ammar Al Najjar","Al-Najma SC","45","0","0","0","0","1","0","","0.08"
"Georgiy Bushchan","Al-Shabab","90","0","0","0","0","0","0","","0"
"Mubarak Al-Buainain","Al-Nassr","27","0","0","0","0","0","0","","0"
"Jérémie Kanon","Al-Fayha","15","0","0","0","0","0","0","","0"
"Jamaan Al Dawsari","Al-Kholood","88","0","0","0","0","0","0","","0"
"Hamed Al-Shanqity","Al-Ittihad","90","0","0","0","0","0","0","","0"
"Danyal Al Habeeb","Al-Fayha","45","0","0","0","0","0","1","","0"
"Abdulraoof Al-Deqeel","Al-Fayha","180","0","0","0","0","0","0","","0.01"
"Saud Al-Tumbukti","Al-Riyadh","97","0","0","0","0","0","0","","0.01"
"Abdoulie Mboge","Al-Khaleej","28","0","0","0","0","0","0","","0"
"Abdulquddus Atiah","Al-Taawoun","90","0","0","0","0","0","0","","0"
"Renné Rivas","Al-Taawoun","90","0","0","0","0","0","0","","0"
"Mohammed Al-Zaid","Al-Hilal","2","0","0","0","0","0","0","","0"
"Yaseen Al-Zubaidi","Al-Ahli","1","0","0","0","0","0","0","",""
"Abdulwahid Al-Nakhli","Al-Najma SC","1","0","0","0","0","1","0","","0.08"
"Rakan Abdulrahman bin Jaman","Al-Kholood","2","0","0","0","0","0","0","","0"
"Yasir Shammari","Al-Ettifaq","1","0","0","0","0","0","0","",""
"Mohammed Mansour Mile","Al-Najma SC","1","0","0","0","0","0","0","",""
"Ali Al Shaafi","Al-Khaleej","1","0","0","0","0","0","0","","0"
"Jawad Alhassan","Damac FC","1","0","0","0","0","0","0","",""
"Hassan Idris","Al-Hazem","1","0","0","0","0","0","0","",""
"Rakan Al Kabi","Al-Khaleej","3","0","0","0","0","0","0","",""
"Ali Al Youssef","Al-Fateh","3","0","0","0","0","0","0","","0"
"Ibrahem Barabaa","Al-Kholood","4","0","0","0","0","0","0","",""
