player_name,team_title,minutesPlayed,goals,assists,totalShots,shotsOnTarget,keyPasses,successfulDribbles,expectedGoals,expectedAssists
"Sven van Beek","Al-Shahaniya","1575","0","0","10","3","12","8","",""
"Pablo Sarabia","Al-Arabi SC","1685","9","2","58","28","46","12","",""
"Tiago Silva","Al-Rayyan","1060","1","3","8","2","33","8","",""
"Gregore","Al-Rayyan","1579","1","3","7","2","19","14","",""
"Gabriel Pereira","Al-Rayyan","991","0","2","24","6","24","29","",""
"Meshaal Barsham","Al-Sadd","1800","0","0","0","0","0","1","",""
"Ali Saoudi","Qatar SC","1453","3","0","10","3","1","5","",""
"Adam Ounas","Al Shamal SC","906","2","0","18","5","27","37","",""
"Guilherme","Al-Sadd","426","1","1","8","2","2","1","",""
"Nizar Al-Rashdan","Qatar SC","875","0","2","16","4","9","16","",""
"Benjamin Bourigeaud","Al Duhail","1201","3","6","28","13","39","7","",""
"Lucas Mendes","Al-Wakrah","1472","1","1","13","3","4","0","",""
"Mohammed Al Bakri","Al-Wakrah","315","0","0","0","0","0","0","",""
"Krzysztof Piątek","Al Duhail","1724","9","5","67","26","18","3","",""
"Aleksandar Mitrović","Al-Rayyan","698","5","5","24","10","13","2","",""
"Adil Boulbina","Al Duhail","1369","5","5","53","24","22","22","",""
"David García","Al-Rayyan","1021","1","1","3","1","1","0","",""
"Ali Nader Mahmoud","Qatar SC","1890","0","0","0","0","1","2","",""
"Ferjani Sassi","Al-Gharafa","1698","5","1","40","12","15","19","",""
"Joselu","Al-Gharafa","1381","6","2","44","15","9","6","",""
"Rodrigo","Al-Rayyan","1436","7","2","47","20","24","5","",""
"Álvaro Sanz Catalán","Al-Shahaniya","1670","1","0","9","3","19","13","",""
"Boualem Khoukhi","Al-Sadd","1451","1","0","9","3","9","2","",""
"Bassam Al Rawi","Al Duhail","1356","1","1","11","3","9","1","",""
"Paulo Otávio","Al-Sadd","1550","1","4","10","4","12","15","",""
"Sekou Oumar Yansane","Al-Ahli Doha","1103","6","3","25","10","11","36","",""
"Cristian","Al-Sailiya","521","0","0","10","4","13","14","",""
"Ahmed Fathi","Al-Arabi SC","1577","0","1","6","1","9","6","",""
"Jean-Charles Castelletto","Al Duhail","1475","0","0","18","5","2","1","",""
"André Amaro","Al-Rayyan","1680","0","0","11","3","0","2","",""
"Antonio Mance","Umm-Salal SC","1104","6","2","47","21","6","12","",""
"Omar Rafik Mohamed","Al Shamal SC","1594","5","5","30","16","31","25","",""
"Omid Ebrahimi","Al Shamal SC","1595","3","0","10","3","12","4","",""
"Rami Suhail Ali","Umm-Salal SC","248","2","0","6","2","3","1","",""
"Jasem Adel Al Hail","Al-Arabi SC","1351","0","0","0","0","0","1","",""
"Salem Al-Hajri","Umm-Salal SC","515","1","1","5","1","1","5","",""
"Niall Mason","Qatar SC","645","2","0","7","6","2","2","",""
"Sultan Al-Brake","Al Duhail","1435","1","2","14","3","16","11","",""
"Saifeldeen Fadlalla","Al-Gharafa","1086","0","1","5","2","11","14","",""
"Akram Tawfik","Al Shamal SC","849","0","2","11","2","12","15","",""
"Salah Zakaria","Al Duhail","1204","0","1","0","0","1","0","",""
"Michael Baidoo","Umm-Salal SC","964","1","4","12","5","16","7","",""
"Michael Olunga","Al-Arabi SC","1075","6","1","27","14","6","4","",""
"Younès Belhanda","Al-Sailiya","888","2","7","18","6","32","7","",""
"Assim Madibo","Al-Wakrah","1089","0","0","4","0","3","5","",""
"Fahad Baker","Al-Sailiya","1845","0","0","0","0","1","0","",""
"Boubakary Soumaré","Al Duhail","810","0","0","3","1","8","5","",""
"Almoez Ali","Al Duhail","168","1","0","3","3","1","1","",""
"Ahmed Al-Ganehi","Al-Gharafa","900","2","2","19","7","10","12","",""
"Aron Gunnarsson","Al-Gharafa","1320","1","1","4","3","6","4","",""
"Isaac Lihadji","Al-Arabi SC","1328","3","3","18","7","24","29","",""
"Homam Al-Amin","Al Duhail","448","0","0","5","3","5","2","",""
"Mohamed Camara","Al-Sadd","672","0","0","7","2","1","3","",""
"Yamaan Jarrar","Umm-Salal SC","121","1","0","4","3","2","3","",""
"Babacar Seck","Al Shamal SC","1890","0","0","0","0","0","0","",""
"Jassem Gaber Abdulsallam","Al-Rayyan","720","0","0","3","0","2","5","",""
"Naïm Sliti","Al Shamal SC","732","0","2","18","7","27","13","",""
"Ibrahima Diallo","Al-Ahli Doha","985","0","0","6","2","6","11","",""
"Alexis Pérez","Al-Arabi SC","1440","1","0","18","3","5","5","",""
"Youssouf Sabaly","Al Duhail","614","0","1","2","0","7","7","",""
"Redouane Berkane","Al-Wakrah","1336","9","2","37","16","24","10","",""
"Agustín Soria","Al-Sadd","1279","1","2","18","3","8","3","",""
"Erik Expósito","Al-Ahli Doha","721","1","2","17","8","10","13","",""
"Alaa Aladdin Hassan","Al-Gharafa","297","1","0","5","3","4","3","",""
"Mohamed Naceur Almanai","Al Shamal SC","1404","5","1","29","12","12","7","",""
"Karl Toko Ekambi","Al-Arabi SC","514","5","0","22","10","7","5","",""
"Ayoub Assal","Al-Wakrah","1147","3","1","30","12","13","14","",""
"Matej Mitrović","Al-Ahli Doha","608","0","0","1","0","0","0","",""
"Matías Nani","Al-Sailiya","1850","1","1","5","1","7","2","",""
"Mus'ab Al Battat","Qatar SC","1301","1","0","5","2","10","4","",""
"Yazan Naim","Al-Ahli Doha","810","0","0","0","0","0","0","",""
"Amro Abdelfatah Surag","Al-Gharafa","1091","1","4","6","2","20","5","",""
"Nasser Al Yazidi","Al-Wakrah","20","0","0","4","2","1","1","",""
"Rafa Mújica","Al-Sadd","1528","9","0","44","21","9","10","",""
"Mohammed Saleh","Al-Rayyan","961","1","0","9","2","4","1","",""
"Omar Ali","Al Shamal SC","233","2","0","7","2","2","1","",""
"Ismaeel Mohammad","Al Duhail","628","1","1","7","2","6","6","",""
"Mason Holgate","Al-Sailiya","327","0","0","1","0","1","0","",""
"Abdessamed Bounacer","Al Shamal SC","614","0","0","15","4","3","6","",""
"Rami Hamada","Umm-Salal SC","450","0","0","0","0","0","0","",""
"Youssef Snana","Al-Sailiya","884","4","2","30","12","14","2","",""
"Yusuf Abdurisag","Al-Wakrah","1050","4","2","19","7","12","11","",""
"Yan Matheus","Qatar SC","754","0","3","12","5","20","13","",""
"Marc Muniesa","Al-Shahaniya","1284","0","0","4","0","4","1","",""
"Abdelaziz Hatem","Al-Rayyan","930","0","1","9","0","12","6","",""
"Mohamed Sayyar","Al-Shahaniya","1260","3","0","12","3","4","3","",""
"Abdulrahman Mohamed","Al-Sailiya","1682","1","0","17","6","10","19","",""
"Mohammed Waad","Al Shamal SC","796","0","0","4","0","5","6","",""
"Serigne Fallou Diouf","Qatar SC","1240","0","0","9","0","4","3","",""
"Said Brahmi","Qatar SC","271","1","0","7","3","2","1","",""
"Hassan Al Haydos","Al-Sadd","257","0","2","4","0","10","2","",""
"Ibrahim Al-Hassan","Al-Rayyan","13","0","0","0","0","0","1","",""
"Mahdi Achour","Al-Arabi SC","45","0","0","1","0","0","2","",""
"Jang Hyun-soo","Al-Gharafa","1221","0","0","2","0","1","3","",""
"Jamal Hamed","Al-Gharafa","520","3","0","9","4","2","5","",""
"Lucas Veríssimo","Al-Wakrah","1076","0","0","4","0","2","2","",""
"Saoud Mubarak","Al-Wakrah","1665","0","0","0","0","0","0","",""
"Naif Al-Hadhrami","Qatar SC","1077","1","1","12","3","14","4","",""
"Eisa Ahmad","Qatar SC","1540","0","1","9","2","19","7","",""
"Ibrahim Masoud","Qatar SC","751","0","0","6","0","2","4","",""
"Fabricio Díaz","Al-Gharafa","1143","0","0","9","0","10","6","",""
"Jawad El Jamili","Al-Shahaniya","1200","1","1","33","11","18","57","",""
"Hashim Ali","Al-Sadd","328","1","2","7","3","4","3","",""
"William Troost-Ekong","Al-Ahli Doha","774","1","0","2","1","0","2","",""
"Suhaib Gannan","Al-Ahli Doha","943","2","2","14","5","4","18","",""
"Abdou Diallo","Umm-Salal SC","861","0","1","2","1","2","2","",""
"Gerard Valentín","Al-Wakrah","878","0","3","8","1","10","23","",""
"Pau Prim Coma","Al Shamal SC","404","1","0","10","2","3","2","",""
"Abdullah Ali Saei","Al-Wakrah","40","0","0","0","0","0","0","",""
"Abdel Aziz Mitwali","Al-Sailiya","272","0","0","1","1","1","0","",""
"Ahmed Fadel","Al-Wakrah","67","0","0","0","0","0","0","",""
"Alhassan Koroma","Al-Shahaniya","396","0","0","12","4","4","7","",""
"Mahmud Abunada","Al-Rayyan","1800","0","0","0","0","0","1","",""
"Sebastian Soria","Qatar SC","376","1","1","10","2","5","1","",""
"Bautista Burke","Al Duhail","771","0","0","0","0","0","0","",""
"Florinel Coman","Al-Gharafa","468","1","0","13","7","7","6","",""
"Mohamed Taabouni","Al-Sailiya","761","0","1","20","6","9","8","",""
"Anas Abdulsalam Abweny","Al-Sadd","574","0","0","8","3","2","2","",""
"Adil Tahif","Umm-Salal SC","1186","0","1","6","1","4","3","",""
"Ghanem Al Minhali","Al Duhail","148","0","0","0","0","1","3","",""
"Omar Yahya","Al-Sailiya","533","0","0","0","0","3","2","",""
"Musab Khoder","Al Shamal SC","1522","0","1","9","2","10","8","",""
"Khalifa N'Diaye","Al-Gharafa","1980","0","0","0","0","1","0","",""
"Daoud Soliman","Al-Shahaniya","1176","0","1","4","1","11","15","",""
"Ahmed Alaaeldin","Al-Rayyan","928","3","2","12","9","9","2","",""
"Osamah Al Tairi","Al-Sailiya","83","0","0","2","1","0","4","",""
"Adel Al Sulimane","Al Shamal SC","56","0","0","0","0","0","0","",""
"Faisal Mohamed Azadi","Al Shamal SC","40","0","0","0","0","0","0","",""
"Omar Al Emadi","Al-Shahaniya","40","0","0","1","0","0","0","",""
"Abdullah Al-Ahrak","Qatar SC","429","0","2","1","1","4","2","",""
"Mathias Normann","Al-Gharafa","297","0","1","4","0","5","3","",""
"Michail Antonio","Al-Sailiya","169","0","0","4","2","1","3","",""
"Ahmed El Sayed","Umm-Salal SC","1275","0","1","7","0","5","2","",""
"Álvaro Djaló","Al-Gharafa","927","1","0","27","11","12","18","",""
"Mohab Mohammed Eissa","Al-Sailiya","640","0","0","7","2","3","4","",""
"Naïm Laidouni","Umm-Salal SC","1147","2","0","4","2","3","3","",""
"Salem Al-Sufiani","Al-Sailiya","174","0","0","3","1","0","0","",""
"Gelson Dala","Al-Wakrah","435","2","0","8","2","4","3","",""
"Mubark Shanan","Al Duhail","735","1","2","8","6","12","8","",""
"Anwar El Ghazi","Al-Sailiya","1055","2","0","39","17","14","7","",""
"Shehab Ellethy","Al-Shahaniya","1980","0","0","1","0","1","0","",""
"Ayoub Al Oui","Al-Gharafa","1681","1","0","8","4","5","8","",""
"Malik Majed Hassan","Al Duhail","8","0","0","0","0","0","0","",""
"Rúben Lameiras","Al-Sailiya","37","0","0","2","0","0","2","",""
"Shadi Ramzi Bouri","Al-Arabi SC","24","0","0","0","0","0","0","",""
"Moayed Hassan","Al-Wakrah","24","0","0","0","0","0","1","",""
"Moustafa Elsayed Assr","Al-Rayyan","38","0","0","3","0","1","0","",""
"Amid Mahajna","Al-Rayyan","114","0","0","0","0","0","0","",""
"Abdulaziz  Hassan  Mohammed Saleh","Al-Shahaniya","128","0","0","1","1","0","1","",""
"Musa Farawi","Al-Arabi SC","124","0","0","2","1","1","1","",""
"Mohamed Gouda","Al-Arabi SC","793","0","0","12","4","12","17","",""
"Jean Evrard Kouassi","Umm-Salal SC","962","3","1","16","10","6","11","",""
"Fahad Waad","Al-Wakrah","1479","0","1","2","0","23","8","",""
"Younes El Hannach","Al-Sadd","618","0","0","7","2","8","12","",""
"Murad Naji","Al-Wakrah","797","0","1","2","1","23","4","",""
"Abdulrasheed Umaru","Qatar SC","477","0","1","5","0","10","7","",""
"Mostafa Mashaal","Al-Sadd","301","0","0","3","0","2","3","",""
"Mohamed Musa","Al Shamal SC","239","0","0","0","0","0","0","",""
"Tahsin Mohammed Jamshid","Al Duhail","389","1","0","8","2","4","9","",""
"Mohammed Alaaeldin","Al-Wakrah","95","0","0","0","0","1","0","",""
"Tarek Salman","Al-Sadd","1632","0","1","5","0","9","0","",""
"Lotfi Madjer","Al-Shahaniya","1446","3","2","29","12","17","16","",""
"Mohammed Balah","Al-Shahaniya","188","1","0","3","2","0","0","",""
"Gerard Hernández","Al-Arabi SC","135","0","0","1","1","0","1","",""
"Ahmed Doozandeh","Al-Arabi SC","322","1","0","3","1","2","0","",""
"Issa Laye","Al-Arabi SC","868","0","1","9","0","2","0","",""
"Ali Hussan Alqahtani","Al-Rayyan","24","0","0","1","0","0","0","",""
"Moustafa Asar","Al-Rayyan","146","0","0","5","1","2","1","",""
"Yousef Farahat","Al Duhail","997","0","0","4","0","2","3","",""
"Mohamed Benyettou","Al-Sailiya","675","1","3","16","6","9","7","",""
"Islam Yaseen","Al-Ahli Doha","801","1","0","5","2","6","3","",""
"Sami Habib","Al-Rayyan","180","0","1","0","0","1","0","",""
"Mostafa Osama Abouelela","Al-Rayyan","78","0","0","0","0","0","0","",""
"Ali Asad","Al-Sadd","40","0","0","0","0","0","0","",""
"Tamer Seyam","Al Shamal SC","293","1","0","9","3","2","1","",""
"Omar Al-Asad","Al-Wakrah","619","0","0","10","1","3","7","",""
"Fares Said Amer","Umm-Salal SC","307","0","0","5","1","5","2","",""
"Talal Al-Shila","Al-Ahli Doha","356","0","0","3","1","2","3","",""
"Jean-Eudes Aholou","Umm-Salal SC","1096","0","1","8","1","9","3","",""
"Michel Termanini","Al Shamal SC","1539","0","0","5","2","2","2","",""
"Moataz Bostami","Al-Sailiya","876","0","1","5","2","3","2","",""
"Yousef Zaid Anani","Al-Sailiya","68","0","0","0","0","1","0","",""
"Abdulrahman Mussed","Al-Shahaniya","148","0","0","3","1","4","0","",""
"Dame Traore","Al-Gharafa","1304","1","0","6","1","2","1","",""
"Khaled Mohammed","Al-Ahli Doha","710","0","0","9","2","3","10","",""
"Yousef Hani Ballan","Al-Shahaniya","1226","0","0","1","0","3","1","",""
"Salem Reda Salem","Al-Arabi SC","203","0","0","3","1","2","0","",""
"Kellian van der Kaap","Al-Sailiya","1680","0","0","4","2","1","3","",""
"Rayyan Ahmed Al-Ali","Al-Gharafa","714","0","0","0","0","2","5","",""
"Mohammed Muntari","Al-Gharafa","336","0","0","4","1","3","4","",""
"Moameen Mutasem","Al-Shahaniya","1049","1","2","4","1","4","5","",""
"Pelle van Amersfoort","Al-Shahaniya","1461","4","1","41","15","14","1","",""
"Moaz Elwadia","Al-Shahaniya","1042","0","2","7","2","11","23","",""
"Wassim Keddari","Al-Arabi SC","827","1","0","10","3","2","2","",""
"Robin Tihi","Al-Ahli Doha","1620","0","0","1","0","0","0","",""
"Hazem Shehata","Al-Rayyan","759","0","0","5","0","3","4","",""
"Ahmed Al-Rawi","Qatar SC","745","2","1","25","9","8","2","",""
"Javairô Dilrosun","Al-Sadd","9","0","0","0","0","0","0","",""
"Abdelkarim Hassan","Al-Wakrah","65","0","0","1","0","1","0","",""
"Mahdi Salem","Umm-Salal SC","13","0","0","0","0","0","0","",""
"Khalid Muneer","Al-Wakrah","12","0","0","0","0","0","0","",""
"Noureldan Tamer","Al-Ahli Doha","13","0","0","0","0","0","0","",""
"Adam Riyad","Al Duhail","10","0","0","1","0","0","0","",""
"Hamzah Yaser","Al-Sailiya","12","0","0","0","0","0","0","",""
"Ahmad Yaseen Haoot","Al-Sailiya","22","0","0","0","0","0","0","",""
"Ahmad Sebaie","Al-Sailiya","64","0","0","0","0","2","0","",""
"João Pedro","Al-Arabi SC","40","0","0","1","1","0","0","",""
"Abdallah Hussein Al Muftah","Qatar SC","57","0","0","0","0","0","0","",""
"Abdullah Badr Al-Yazidi","Al-Sadd","108","0","0","0","0","4","0","",""
"Abdelrahman Moustafa","Al-Ahli Doha","227","0","0","5","1","3","5","",""
"Mohammed Ibrahim","Al-Shahaniya","793","0","0","9","4","8","10","",""
"Hamad Mansoor","Al-Ahli Doha","763","0","0","3","0","2","2","",""
"Raoul Danzabe Sanda","Qatar SC","982","0","1","7","0","6","9","",""
"Raúl de Tomás","Al-Wakrah","281","1","0","10","4","2","0","",""
"Hadi Ali Tabasideh","Al-Sailiya","1234","1","1","10","5","8","19","",""
"Meshaal Al Shammari","Umm-Salal SC","316","0","0","5","2","3","1","",""
"Mohammed Al-Naimi","Al-Arabi SC","554","0","0","0","0","4","1","",""
"Ahmed Al Minhali","Al-Rayyan","1305","0","1","2","0","7","16","",""
"Yousef Moussa","Al-Gharafa","205","0","0","0","0","0","1","",""
"Ahmed Reyed Mawla","Al-Ahli Doha","1391","1","2","7","4","10","12","",""
"Almahdi Ali","Al-Wakrah","693","1","0","7","3","1","1","",""
"Mohamed Surag","Al-Rayyan","414","0","1","3","1","6","3","",""
"Mowafak Awad","Al Shamal SC","1722","1","0","9","2","9","13","",""
"Marwan Badredlin","Al-Ahli Doha","1170","0","0","0","0","0","0","",""
"Ibrahim Majid","Al Shamal SC","52","0","0","0","0","0","0","",""
"Diyab Taha","Umm-Salal SC","50","0","0","0","0","0","0","",""
"Ali Said","Al-Shahaniya","156","0","0","2","0","0","1","",""
"Abdalla Yousif","Al-Rayyan","1099","0","0","4","0","6","3","",""
"Nasser Ibrahim","Al-Ahli Doha","476","0","0","7","1","5","4","",""
"Ayoub Amraoui","Al-Ahli Doha","1025","0","0","3","0","2","3","",""
"Presnel Kimpembe","Qatar SC","533","0","0","1","0","1","1","",""
"Artur Jorge","Al-Shahaniya","677","0","0","1","0","2","1","",""
"Ali Hassan Yahya","Umm-Salal SC","257","0","0","0","0","1","3","",""
"Abdulrahman Faiz Al Rashidi","Umm-Salal SC","1384","1","3","5","3","12","9","",""
"Khaled Mansour","Umm-Salal SC","659","0","0","6","1","4","5","",""
"Yusupha Njie","Al-Wakrah","76","0","0","3","1","0","0","",""
"Franco Russo","Qatar SC","735","0","0","5","0","1","0","",""
"Mouz Jaad","Al-Sailiya","429","0","0","0","0","1","3","",""
"Mohamed Abdelaziz","Al Duhail","45","0","0","0","0","0","0","",""
"Abdallah Khaled Sheikh","Umm-Salal SC","10","0","0","0","0","0","0","",""
"Saad Al Sheeb","Al-Sadd","180","0","0","0","0","0","0","",""
"Mohamed Khaled","Umm-Salal SC","54","0","0","0","0","0","2","",""
"Nasir Baksh","Qatar SC","137","0","0","1","0","1","1","",""
"Rabh Boussafi","Al-Gharafa","173","0","0","7","2","5","3","",""
"Ahmed Suhail","Al-Sadd","431","0","0","4","1","2","2","",""
"Khaled Muftah","Al-Shahaniya","747","0","0","1","0","3","2","",""
"Abdullah Marafee","Al-Arabi SC","1361","0","1","2","0","8","4","",""
"Mohamed Emad Ayash","Qatar SC","595","1","0","7","1","6","1","",""
"Al-Hashmi Al-Hussain","Al-Arabi SC","702","0","0","3","0","0","4","",""
"Luiz Ceara","Al Duhail","468","0","0","1","0","0","2","",""
"Sayed Issa","Umm-Salal SC","182","1","0","1","1","0","2","",""
"Edidiong","Umm-Salal SC","1718","0","1","7","0","3","3","",""
"Ali Olwan","Al-Sailiya","126","0","0","2","0","2","1","",""
"Rashid Al Abdulla","Al Duhail","61","0","0","0","0","1","1","",""
"Mohammed Abdulla Al-Ishaq","Al-Ahli Doha","158","0","0","0","0","1","0","",""
"Khalaf Saad","Umm-Salal SC","687","0","0","0","0","1","1","",""
"Marwan Hassan","Al-Arabi SC","1073","0","1","2","0","2","3","",""
"Nabil Irfan","Al-Wakrah","1627","0","1","4","2","3","2","",""
"Ahmad Mohammed Al-Saeed","Al Shamal SC","10","0","0","0","0","0","0","",""
"Mostafa Essam Qadeera","Al-Gharafa","17","0","0","0","0","0","0","",""
"Abdulaziz Adel","Al-Sailiya","23","0","0","0","0","0","0","",""
"Zaid Faisal Ktit","Al-Gharafa","36","0","0","2","0","1","0","",""
"Tameem Al Muhaza","Al-Wakrah","10","0","0","0","0","0","0","",""
"Abdullah Khalid","Al-Shahaniya","10","0","0","0","0","0","0","",""
"Hassan Mohamad","Al-Arabi SC","10","0","0","0","0","0","0","",""
"Abdulla Mahmoud Mahmoud","Al-Sailiya","1787","0","0","4","0","1","3","",""
"Khalid Radwan","Al-Ahli Doha","478","0","0","2","1","0","0","",""
"Abdulla Al-Salati","Al-Arabi SC","491","0","0","2","1","2","2","",""
"Louay Shreif Ashour","Umm-Salal SC","810","0","0","0","0","0","0","",""
"Jassem Mohammed","Al-Ahli Doha","611","0","0","0","0","2","2","",""
"Mahmoud Wadi","Umm-Salal SC","48","0","0","1","0","1","0","",""
"Abdalaziz Al Hasia","Umm-Salal SC","1128","1","0","2","1","3","7","",""
"Bahaa Ellethy","Al-Shahaniya","483","0","0","0","0","1","0","",""
"Javier Hernández","Al-Arabi SC","431","0","0","3","1","1","1","",""
"Nasser Abdulsalam Al Ahrak","Umm-Salal SC","29","0","0","0","0","0","0","",""
"Hossam Kamal","Al-Shahaniya","46","0","0","0","0","0","0","",""
"Helal Mohamed AlSaeed","Al-Ahli Doha","959","0","0","4","1","3","1","",""
"Jehad Mohammad","Umm-Salal SC","360","0","0","0","0","0","0","",""
"Hussein Bahzad","Al-Sailiya","16","0","0","0","0","0","0","",""
"Yousef Hassan","Al-Arabi SC","629","0","1","0","0","2","0","",""
"Issoufou Dayo","Umm-Salal SC","520","0","0","1","1","0","0","",""
"Ahmed Sayyar","Qatar SC","202","0","0","1","1","0","2","",""
"Chalpan Abdulnasir","Al-Gharafa","35","0","0","0","0","0","0","",""
"Waleed El Bahnasawi","Umm-Salal SC","24","0","0","0","0","0","0","",""
"Yousuf Muftah","Al-Arabi SC","56","0","0","0","0","0","0","",""
"Amidou Doumbouya","Al-Ahli Doha","1","0","0","0","0","1","0","",""
"Yousef Elkhatib","Al-Wakrah","1","0","0","0","0","0","0","",""
"Jassem Al Sharshani","Al-Shahaniya","1","0","0","0","0","0","0","",""
"Sultan Majed","Al-Sadd","1","0","0","0","0","0","0","",""
