player_name,team_title,minutesPlayed,goals,assists,totalShots,shotsOnTarget,keyPasses,successfulDribbles,expectedGoals,expectedAssists
"Emiliano Gómez","Club Puebla","1320","2","1","38","13","16","20","2.8","0.98"
"Daniel Aguirre","CD Guadalajara","1368","3","2","21","7","14","2","2.77","1.72"
"Diego Abreu","Club Tijuana","423","3","1","13","5","3","2","2.73","0.14"
"Kenedy","CF Pachuca","1281","5","2","40","18","28","22","2.72","3.3"
"Henry Martín","Club América","337","1","1","10","3","4","0","2.72","0.11"
"Sergio Canales","CF Monterrey","946","3","2","38","15","29","4","2.67","2.04"
"Nicolás Ibáñez","Cruz Azul","677","2","1","24","8","6","6","2.63","0.84"
"Manuel Capasso","Atlas FC","1710","2","0","21","4","6","6","2.57","0.34"
"Álvaro Angulo","Pumas UNAM","1925","3","0","22","5","9","7","2.53","1.12"
"Luca Orellano","CF Monterrey","1046","3","4","33","13","24","22","2.5","2.08"
"Santiago Sandoval","CD Guadalajara","607","4","1","25","8","14","13","2.49","0.73"
"Jordan Carrillo","Pumas UNAM","1501","6","3","32","12","23","21","2.47","1.68"
"Santiago Homenchenko","Querétaro FC","1317","2","0","42","15","14","8","2.46","2.2"
"Ezequiel Bullaude","Santos Laguna","1176","5","4","21","8","20","18","2.43","2.44"
"Jesús Ricardo Angulo","CD Toluca","1027","2","1","20","5","35","11","2.43","2.19"
"Ricardo Marín","CD Guadalajara","655","3","2","26","10","9","1","2.41","0.66"
"Jairo Torres","FC Juárez","809","3","1","25","8","8","9","2.34","0.63"
"Jorge Díaz","CD Toluca","687","2","3","18","10","12","9","2.32","1.16"
"Raphael Veiga","Club América","850","2","2","27","13","22","4","2.31","2.06"
"Jesús Gallardo","CD Toluca","986","1","4","19","3","13","9","2.3","2.38"
"Roberto Alvarado","CD Guadalajara","1393","1","2","32","12","38","17","2.14","2.43"
"Leonardo Flores","Atlético San Luis","504","1","1","16","5","5","4","2.14","0.3"
"Marcel Ruíz","CD Toluca","952","1","2","23","4","19","4","2.13","2.28"
"Fran Villalba","Santos Laguna","1312","2","2","18","5","41","16","2.12","3.8"
"Patricio Salas","Club América","695","3","2","21","8","14","7","2.09","1.08"
"Roberto de la Rosa","CF Monterrey","537","0","1","20","6","12","4","1.97","0.44"
"Nicolás Castro","CD Toluca","733","2","0","36","12","16","11","1.92","1.02"
"Jhojan Julio","Querétaro FC","864","3","2","16","7","14","9","1.9","1.81"
"Jeremy Márquez","Cruz Azul","1588","3","0","25","10","20","8","1.89","1.91"
"Efrain Alvarez","CD Guadalajara","1342","1","3","35","12","50","18","1.86","4.2"
"Federico Pereira","CD Toluca","925","1","0","16","3","9","1","1.85","0.54"
"Eduardo Aguirre","Atlas FC","1084","1","1","17","5","11","5","1.84","0.44"
"Dudu","Mazatlán FC","1306","1","2","17","7","11","19","1.83","1.16"
"José Luis Rodríguez","FC Juárez","1336","2","4","25","10","37","20","1.83","3.13"
"Mourad El Ghezouani","Club Tijuana","976","1","1","13","3","7","3","1.78","0.25"
"Germán Berterame","CF Monterrey","235","2","0","6","3","4","0","1.77","0.16"
"André-Pierre Gignac","Tigres UANL","395","1","1","19","5","5","1","1.75","0.47"
"Marcelo Flores","Tigres UANL","720","3","0","14","7","6","15","1.74","0.56"
"Facundo Almada","Mazatlán FC","1530","3","2","14","8","4","6","1.73","0.68"
"Denzell Garcia","FC Juárez","1433","2","2","20","7","19","8","1.69","1.27"
"Jean Unjanque","Querétaro FC","817","0","1","15","2","9","8","1.68","1.06"
"José Rivero","Club Tijuana","1305","0","0","28","11","11","9","1.67","0.71"
"Luka Romero","Cruz Azul","500","1","0","20","5","8","6","1.66","0.93"
"Adonis Preciado","Club Tijuana","937","1","1","16","4","9","14","1.64","1"
"Aldo Lopez Vargas","Santos Laguna","832","2","0","15","5","3","2","1.62","0.42"
"Julián Carranza","Club Necaxa","318","3","0","8","3","2","0","1.6","0.09"
"Rodrigo Aguirre","Tigres UANL","1012","1","2","17","8","6","4","1.59","1.01"
"Daniel Parra","Querétaro FC","834","1","0","12","2","9","6","1.57","0.1"
"Javier Ruiz","Club Necaxa","729","5","1","21","9","8","25","1.55","1.1"
"Adalberto Carrasquilla","Pumas UNAM","1601","2","2","24","6","25","17","1.54","2.09"
"Carlos Rodríguez","Cruz Azul","1920","4","1","22","6","50","21","1.54","4.05"
"Erick Sánchez","Club América","998","1","0","29","8","15","5","1.54","0.81"
"Alexei Domínguez","CF Pachuca","1073","1","4","21","6","22","18","1.51","1.67"
"Yoel Bárcenas","Mazatlán FC","1398","3","1","19","10","33","14","1.49","2.14"
"Diego Sánchez","Tigres UANL","301","3","0","7","6","6","6","1.49","0.36"
"Sebastián Córdova","CD Toluca","534","1","2","14","6","8","5","1.48","0.77"
"Sébastien Salles-Lamonge","Atlético San Luis","1527","2","3","23","6","43","14","1.48","3.45"
"Nathan Silva","Pumas UNAM","1913","1","1","12","2","6","0","1.46","0.59"
"Aldo Rocha","Atlas FC","1599","1","0","9","2","10","6","1.46","0.38"
"Joaquim","Tigres UANL","1064","2","1","12","5","3","0","1.45","0.55"
"Rodrigo Echeverría","Club León","1477","0","1","27","5","15","9","1.44","1.31"
"Willer Ditta","Cruz Azul","1980","0","2","20","4","9","7","1.44","0.64"
"Ettson Ayón","FC Juárez","334","2","0","13","5","3","2","1.43","0.03"
"Ricardo Chávez","CF Monterrey","1151","1","2","16","4","14","7","1.4","1.29"
"Carlos Baltazar","Club Puebla","557","1","2","14","8","14","15","1.4","0.67"
"Brian Gutiérrez","CD Guadalajara","929","2","1","28","9","21","13","1.39","1.74"
"Raúl Zúñiga","Club América","500","1","0","3","2","4","2","1.39","0.94"
"Pavel Pérez","CD Toluca","983","0","2","25","5","29","15","1.38","2.04"
"Richard Ledezma","CD Guadalajara","1310","1","3","19","3","30","9","1.37","2.42"
"Fidel Ambríz","CF Monterrey","979","0","0","15","4","7","4","1.37","0.27"
"Diego Lainez","Tigres UANL","1254","2","2","23","10","29","21","1.33","2.88"
"Isaías Violante","Club América","653","2","2","18","3","12","5","1.3","1.03"
"José Alvarado","Club León","247","0","0","12","7","4","1","1.3","0.06"
"Alexis Peña","Club Necaxa","1225","2","0","5","3","2","1","1.25","0.05"
"Miguel Alonso García","Atlético San Luis","645","1","1","5","2","8","2","1.18","0.93"
"Gilberto Mora","Club Tijuana","331","1","0","9","6","4","6","1.18","0.69"
"Ozziel Herrera","Tigres UANL","574","2","2","14","5","5","7","1.16","1.04"
"Eduardo Bauermann","CF Pachuca","1798","0","0","7","2","1","3","1.13","0.07"
"Ricardinho","FC Juárez","344","1","0","6","3","2","2","1.12","0.05"
"Everardo López","CD Toluca","1138","1","0","5","2","2","1","1.1","0.2"
"Anthony Martial","CF Monterrey","251","1","2","5","2","5","3","1.1","1.05"
"Josef Martínez","Club Tijuana","253","1","0","3","1","2","1","1.08","0.03"
"Cristián Dájome","Santos Laguna","621","1","1","14","4","8","4","1.07","0.79"
"Jesús Ocejo","Santos Laguna","210","1","0","6","3","3","2","1.06","0.03"
"Eduardo Águila","Atlético San Luis","1127","1","0","12","4","1","4","1.06","0.43"
"Omar Moreno","Mazatlán FC","472","0","0","16","7","3","9","1.04","0.14"
"Luis Gabriel Rey","Club Puebla","949","0","0","19","2","9","8","1.04","0.69"
"Daniel Arcila","Club León","562","3","0","22","6","16","3","1.03","0.97"
"Franco Rossi","CD Toluca","410","1","0","16","4","3","0","1.02","0.09"
"Mauro Zaleta","Mazatlán FC","1217","1","1","13","6","20","14","1.01","1.41"
"Cristian Calderón","Club Necaxa","825","0","0","13","3","16","7","1.01","0.77"
"Andres Montaño","Cruz Azul","242","2","0","10","5","5","6","1.01","0.9"
"Sergio Barreto","CF Pachuca","1794","0","1","12","1","4","2","1","0.57"
"Agustín Rodríguez","Atlas FC","343","1","0","9","1","3","0","0.99","0.07"
"Agustín Oliveros","Club Necaxa","1390","2","1","12","4","11","4","0.98","0.6"
"Alexis Vega","CD Toluca","554","0","2","17","7","27","16","0.98","1.53"
"Fábio Gomes","Mazatlán FC","424","1","2","6","3","4","3","0.97","0.42"
"Alan Bautista","CF Pachuca","943","1","0","12","4","15","4","0.96","1.04"
"Víctor Dávila","Club América","377","2","0","11","5","1","1","0.95","0.08"
"Raúl Martínez","Club Necaxa","1147","0","0","5","1","2","2","0.94","0.36"
"Iker Fimbres","CF Monterrey","636","2","0","13","6","9","4","0.94","0.54"
"José Castillo","CD Guadalajara","1493","1","0","9","2","2","4","0.93","0.2"
"Rômulo Zwarg","Tigres UANL","1295","0","0","9","0","7","2","0.92","0.36"
"Uriel Antuna","Pumas UNAM","1152","3","3","14","8","12","4","0.91","1.02"
"Juan Pablo Cázares","Querétaro FC","399","0","0","7","0","7","1","0.89","0.68"
"Luis Quiñones","CF Pachuca","479","0","0","13","3","9","7","0.88","0.65"
"Javier Güemez","Santos Laguna","1018","0","1","8","2","9","2","0.87","1.53"
"Juan Dominguez","Club León","818","1","1","16","5","9","17","0.85","0.74"
"Lima","Club América","346","1","1","13","3","7","2","0.83","0.51"
"Waldo Madrid","Querétaro FC","198","0","0","4","0","1","1","0.82","0.47"
"Gustavo Ferrareis","Atlas FC","1308","0","0","15","9","13","5","0.82","1.51"
"Gonzalo Piovi","Cruz Azul","1970","0","0","26","4","16","4","0.82","1.47"
"Alan Medina","Pumas UNAM","1051","1","4","11","3","15","13","0.81","2.17"
"Oswaldo Virgen","CD Toluca","105","0","0","2","0","0","0","0.8","0.01"
"Stiven Barreiro","Club León","1350","0","0","8","2","3","1","0.8","0.3"
"Rubén Duarte","Pumas UNAM","1288","1","0","9","2","1","1","0.8","0.14"
"Alejandro Organista","Club Puebla","1029","0","0","9","2","12","7","0.8","0.91"
"Kevin Álvarez","Club América","1179","0","0","15","7","6","15","0.8","0.55"
"Jair Díaz","Mazatlán FC","1166","0","1","11","2","1","4","0.79","0.11"
"Jesús Corona","CF Monterrey","676","3","1","14","6","15","16","0.79","1.83"
"Oussama Idrissi","CF Pachuca","1289","4","2","17","6","21","24","0.78","2.09"
"Paulo Ramírez","Atlas FC","1105","1","0","13","3","4","3","0.78","0.39"
"Unai Bilbao","Club Tijuana","1218","1","0","9","3","2","1","0.77","0.07"
"Lorenzo Faravelli","Club Necaxa","1352","0","2","14","3","14","4","0.77","1.36"
"Jesús Angulo","Tigres UANL","1017","2","0","5","2","2","0","0.77","0.42"
"Amaury Garcia","Cruz Azul","986","0","0","8","2","3","1","0.76","0.48"
"Hugo Camberos","CD Guadalajara","207","2","0","9","3","6","5","0.76","0.62"
"Lucas Rodríguez","Querétaro FC","398","0","2","8","5","13","4","0.76","1.39"
"Elías Montiel","CF Pachuca","802","1","2","15","7","12","7","0.76","0.95"
"Brian García","CF Pachuca","1626","1","4","12","3","23","11","0.75","1.96"
"Carlo Adriano García","Querétaro FC","1117","0","1","14","2","8","5","0.75","0.25"
"Jesús Medina","Atlético San Luis","730","1","2","16","4","12","10","0.73","1.16"
"Sebastián Santos","Mazatlán FC","1155","0","1","14","4","15","8","0.72","1.35"
"Emilio Rodriguez","Club León","282","1","0","10","2","7","8","0.71","0.32"
"Ramiro Árciga","Club Tijuana","1001","2","3","11","5","19","3","0.71","1.85"
"Bryan Colula","Club León","716","1","1","5","3","4","0","0.71","0.2"
"Omar Govea","CD Guadalajara","1271","1","1","14","4","13","6","0.71","1.11"
"Iker Moreno","Club Puebla","1362","1","0","4","2","12","9","0.67","0.64"
"Emmanuel Echeverría","Santos Laguna","1166","1","0","5","3","11","7","0.67","0.66"
"Madson de Souza Silva","FC Juárez","342","1","1","9","4","4","5","0.66","0.18"
"Nicolás Vallejo","Club León","474","0","1","14","2","7","12","0.65","0.66"
"Santiago Muñoz","Atlético San Luis","360","0","2","4","0","7","5","0.64","0.55"
"Edgar Zaldívar","Atlas FC","592","0","0","6","0","4","4","0.64","0.23"
"Óliver Torres","CF Monterrey","1018","1","4","19","3","16","8","0.63","1.88"
"Luis Gómez","Santos Laguna","316","0","0","6","2","3","7","0.62","0.19"
"Fernando Gorriarán","Tigres UANL","1113","0","3","14","2","12","4","0.62","1.3"
"Gaddi Aguirre","Atlas FC","1261","0","1","10","0","5","1","0.62","0.28"
"Lucas Merolla","Mazatlán FC","1095","0","0","10","1","4","2","0.62","0.26"
"Joaquin Moxica","CF Monterrey","147","0","0","4","2","2","2","0.62","0.05"
"Kevin Velasco","Club Puebla","905","0","3","18","6","32","11","0.61","2.58"
"Miguel Vazquez","Club América","687","0","0","5","2","5","1","0.6","0.45"
"Rogelio Funes Mori","Club León","290","1","0","6","2","6","2","0.6","0.32"
"Ramón Juárez","Club América","722","0","0","9","0","2","0","0.59","0.4"
"Ivan López","Tigres UANL","139","1","0","2","1","2","0","0.59","0.21"
"Omar Campos","Cruz Azul","1481","1","2","12","4","22","21","0.58","2.04"
"Alexis Gutiérrez","Club América","419","1","0","8","2","5","4","0.58","0.79"
"Diego Barbosa","CD Toluca","1110","1","0","14","5","13","13","0.55","1.3"
"Salvador Reyes","Club León","1280","0","1","12","7","25","5","0.54","1.94"
"Jesús Gómez","Club Tijuana","912","1","0","8","4","3","1","0.54","0.38"
"Fernando González","Querétaro FC","351","0","1","12","2","11","3","0.54","0.85"
"José García","FC Juárez","719","0","0","9","0","2","0","0.54","0.46"
"Antonio Briseño","CD Toluca","512","2","0","5","4","3","0","0.53","0.23"
"Moises Mosquera","FC Juárez","1188","0","0","4","0","3","2","0.53","0.09"
"Monchu","FC Juárez","870","1","0","10","3","17","3","0.53","1.44"
"Fernando Beltrán","Club León","793","2","2","11","4","18","12","0.52","2.06"
"David Rodriguez","Atlético San Luis","262","1","0","9","4","3","7","0.52","0.68"
"Fernando Arce Juárez","CD Toluca","562","1","1","5","3","2","2","0.52","0.26"
"Luis Gamboa","Atlas FC","205","0","2","8","2","4","10","0.51","0.14"
"Franco Rossano","Club Necaxa","693","0","3","8","1","7","6","0.5","0.91"
"Jorge Ruvalcaba","Pumas UNAM","175","0","1","7","1","3","1","0.49","0.15"
"Jesús Murillo","FC Juárez","1205","0","0","5","2","4","1","0.49","0.49"
"Jordan Sierra","Mazatlán FC","436","1","0","3","1","5","2","0.49","0.07"
"Gabriel Lopez","Mazatlán FC","193","2","1","9","5","5","2","0.49","0.49"
"Alejandro Mayorga","FC Juárez","1201","0","0","8","1","12","8","0.47","1.36"
"Jordi Cortizo","Club León","275","0","1","10","0","8","12","0.47","0.53"
"Rodolfo Pizarro","FC Juárez","727","1","1","9","3","8","10","0.47","0.38"
"Román Torres","Atlético San Luis","1268","0","1","12","4","14","3","0.45","1"
"Fidel Barajas","Atlético San Luis","146","1","0","4","2","2","1","0.45","0.17"
"Haret Ortega","Santos Laguna","732","0","0","5","1","1","1","0.45","0.31"
"Cristian Reyes","CF Monterrey","250","0","1","6","1","6","3","0.44","0.49"
"Gael Álvarez","CF Pachuca","97","0","0","3","2","3","4","0.44","0.06"
"Oscar Macías","Atlético San Luis","1061","0","0","12","2","2","1","0.43","0.28"
"Mateo Levy","Cruz Azul","177","0","0","7","2","2","0","0.42","0.04"
"Carlos Sánchez","CF Pachuca","1264","1","0","8","2","6","28","0.41","0.37"
"Ramiro Sordo","Santos Laguna","382","0","2","12","3","4","3","0.41","1.01"
"Anderson Duarte","Atlético San Luis","353","0","1","3","0","4","7","0.41","0.19"
"Alonso Ramirez","Club Puebla","976","0","0","8","1","3","6","0.41","0.14"
"Bruno Amione","Santos Laguna","1070","0","0","4","0","1","4","0.41","0.12"
"Bruno Méndez","CD Toluca","912","0","0","5","0","3","1","0.4","0.14"
"Iván Moreno","Club León","1103","0","3","12","3","17","8","0.4","1.93"
"Robson Bambu","Atlético San Luis","525","0","1","3","0","2","4","0.4","0.32"
"Pedro Vite","Pumas UNAM","1945","1","1","9","4","31","11","0.39","2.62"
"Eduardo Navarro","Club Puebla","1231","0","0","6","2","2","1","0.38","0.12"
"Franco Romero","CD Toluca","1244","1","0","4","1","17","3","0.38","1.01"
"Luis Romo","CD Guadalajara","850","0","1","13","5","8","3","0.37","0.35"
"Jackson Porozo","Club Tijuana","1409","0","0","6","1","5","0","0.37","0.14"
"Juan Sanabria","Atlético San Luis","270","1","1","2","2","5","0","0.37","0.76"
"Eduardo Perez","Querétaro FC","206","0","0","5","0","4","1","0.37","0.64"
"Angel Leyva","Mazatlán FC","401","0","0","4","0","0","1","0.36","0.03"
"Tahiel Jiménez","Santos Laguna","160","0","1","4","2","2","1","0.36","0.03"
"Rodrigo Schlegel","Atlas FC","1620","0","1","7","1","3","0","0.35","0.18"
"Sergio Hernandez","Atlas FC","1039","0","1","11","5","7","11","0.34","0.73"
"Juan Pablo Vargas","Club Puebla","1260","1","0","7","1","6","1","0.34","0.47"
"Cristián Borja","Club América","1313","0","1","12","3","17","7","0.34","0.76"
"Ángelo Araos","Club Puebla","84","0","0","4","0","2","1","0.33","0.19"
"Roberto Meraz","Atlético San Luis","655","0","0","3","0","3","1","0.33","0.05"
"Alexis Canelo","Club Puebla","275","0","0","4","1","3","1","0.32","0.12"
"Christian Rivera","CF Pachuca","1689","1","2","8","1","19","6","0.32","0.7"
"Efrain Orona","Santos Laguna","703","0","0","7","1","2","0","0.32","0.25"
"Miguel Ramírez","Club Puebla","84","0","0","1","0","3","0","0.32","0.28"
"Owen González","Club Puebla","160","1","0","4","2","2","3","0.32","0.36"
"Francisco Venegas","Querétaro FC","898","0","0","10","2","14","1","0.32","1.36"
"Francisco Nevarez","FC Juárez","1003","2","1","9","2","8","4","0.31","1.53"
"Jesus Garza","Tigres UANL","1700","0","0","6","0","14","12","0.3","1.33"
"Lucas Abascia","Querétaro FC","1440","0","0","5","1","6","4","0.3","0.31"
"Diego Reyes","Querétaro FC","1260","0","0","3","0","0","1","0.29","0.11"
"Sebastián Vegas","Club León","896","0","0","6","2","1","4","0.29","0.13"
"Kevin Gutiérrez","Club Necaxa","867","0","0","10","1","4","2","0.28","0.59"
"Stefan Medina","CF Monterrey","610","0","0","3","1","4","5","0.28","0.41"
"Rodrigo Dourado","Club América","1196","0","1","5","2","11","3","0.28","0.48"
"Israel Tello","Club Necaxa","527","0","1","5","2","6","4","0.27","0.24"
"Domingo Blanco","Club Tijuana","450","0","0","6","1","3","8","0.27","0.27"
"Rodrigo Lopez","Pumas UNAM","1648","0","1","10","1","13","18","0.26","0.89"
"Kevin Rosero","Club Necaxa","917","0","1","8","0","14","14","0.26","1.54"
"Bayron Duarte","Querétaro FC","728","0","0","6","1","10","6","0.26","0.8"
"Benjamín Galdames","Atlético San Luis","483","0","2","4","0","5","0","0.26","0.72"
"Sergio Armando Aguayo Castillo","CD Guadalajara","74","0","0","5","1","1","0","0.25","0.03"
"Frank Boya","Club Tijuana","174","0","0","4","0","1","1","0.24","0.02"
"Homer Martinez","FC Juárez","618","0","0","7","4","5","0","0.24","0.61"
"Benjamín Galindo","Atlético San Luis","1075","0","0","3","0","1","1","0.24","0.13"
"Carlos Gruezo","Santos Laguna","812","1","0","5","1","5","2","0.23","0.28"
"Diego Medina","Santos Laguna","109","0","0","1","0","0","2","0.23","0.02"
"Fernando Monarrez","Club Puebla","936","0","0","7","2","17","8","0.22","0.61"
"Nicolás Díaz","Club Puebla","1225","0","0","5","1","16","3","0.22","1.03"
"Jesús Hernández","Mazatlán FC","263","1","0","3","1","2","7","0.22","0.34"
"Salvador Mariscal","Santos Laguna","396","0","0","3","0","1","0","0.22","0.21"
"Juan Vigón","Tigres UANL","285","0","0","3","3","5","2","0.22","0.3"
"Sergio Rodríguez","CF Pachuca","720","0","0","4","2","3","4","0.22","0.25"
"Raymundo Fulgencio","FC Juárez","183","0","0","2","0","2","1","0.22","0.78"
"Brayan Garnica","Club Puebla","313","1","2","2","1","7","3","0.22","0.48"
"Victor Rios","Atlas FC","936","1","0","8","3","2","1","0.21","0.12"
"Thiago Espinosa","Club América","134","0","0","2","1","3","2","0.21","0.16"
"Santiago Simón","CD Toluca","892","0","1","6","1","17","9","0.21","2.23"
"Rafael Fernández","Club Tijuana","1404","0","1","4","0","10","5","0.2","0.56"
"Yael Padilla","CD Guadalajara","202","1","0","4","1","4","5","0.2","0.31"
"Agustín Almendra","Club Necaxa","443","0","0","5","0","5","1","0.2","0.68"
"Israel Reyes","Club América","1350","0","1","7","1","10","1","0.2","0.52"
"Gerardo Arteaga","CF Monterrey","1086","0","0","4","1","9","8","0.2","0.54"
"Danny Leyva","Club Necaxa","1353","0","3","8","4","28","1","0.19","2.47"
"Gustavo del Prete","Atlas FC","27","0","0","1","0","2","0","0.19","0.07"
"Iván Tona","Club Tijuana","1412","0","1","9","1","8","8","0.19","0.35"
"Valentin Gauthier","Club León","679","0","0","4","0","1","1","0.19","0.47"
"Rogelio Cortéz Pineda","Club Necaxa","211","0","0","2","0","1","1","0.19","0.05"
"Allen Rojas","CF Monterrey","111","0","0","3","1","1","1","0.18","0.02"
"Jorge Sánchez","Cruz Azul","230","0","0","3","1","5","1","0.18","0.21"
"Lucas Esteves","Atlético San Luis","663","0","0","6","1","3","3","0.18","0.3"
"Mauricio Isais","CD Toluca","548","0","0","7","2","2","4","0.17","0.27"
"Vladimir Loroña","Tigres UANL","780","0","2","5","0","4","3","0.17","0.29"
"Jorge Rodarte Barragan","Cruz Azul","651","0","1","3","0","5","3","0.17","0.38"
"Jorge Rodríguez","Atlas FC","1014","0","0","2","1","5","1","0.16","0.35"
"Jorge Rodríguez","CF Monterrey","610","1","0","6","3","3","1","0.16","0.21"
"Jhonder Cádiz","CF Pachuca","141","0","1","4","0","3","0","0.16","0.06"
"Sebastián Pérez Bouquet","Atlético San Luis","422","0","1","4","0","6","6","0.16","0.61"
"Said Godínez","Mazatlán FC","990","0","0","7","0","6","8","0.15","0.13"
"Miguel Gómez","CD Guadalajara","351","0","1","4","0","8","3","0.15","0.62"
"Victor Guzmán","CF Monterrey","1009","0","0","5","0","2","4","0.15","0.33"
"Allan Saint-Maximin","Club América","142","0","0","4","1","2","4","0.15","0.17"
"Amaury Morales","Cruz Azul","254","0","1","3","0","5","7","0.14","0.18"
"Luis Reyes","CF Monterrey","550","0","0","6","2","9","1","0.14","1.2"
"Juan José Purata","Tigres UANL","363","0","0","4","1","0","1","0.14","0.05"
"Fernando González","CD Guadalajara","1304","0","1","5","0","14","3","0.14","1.38"
"Juanpe","Atlético San Luis","1003","0","0","2","0","2","1","0.13","0.32"
"Kevin Palacios","Santos Laguna","464","0","1","3","0","14","10","0.13","1.58"
"Ariel Gamarra","Club Puebla","326","0","0","3","1","0","1","0.12","0.04"
"Jose Pachuca","Club Puebla","320","1","0","3","1","0","2","0.12","0.04"
"Erik Lira","Cruz Azul","1285","0","0","4","1","5","4","0.12","0.31"
"Jesús Vega","Club Tijuana","702","0","0","6","1","8","0","0.12","0.55"
"Jonathan Dos Santos","Club América","978","0","1","6","1","16","9","0.11","0.86"
"Jaime Gomez","Querétaro FC","773","0","0","2","0","4","4","0.11","0.29"
"Diego Campillo","CD Guadalajara","1468","0","2","3","0","9","2","0.1","0.76"
"Ángel Rico","Pumas UNAM","74","0","0","3","1","1","1","0.1","0.1"
"Michael Carcelén","Querétaro FC","250","0","0","2","0","4","1","0.1","0.45"
"Eder Lopez","FC Juárez","245","0","1","2","0","5","0","0.1","0.45"
"Carlos Salcedo","CF Monterrey","833","0","0","4","2","4","0","0.1","0.32"
"Mateo García","Atlas FC","532","1","1","5","2","4","6","0.1","0.23"
"Angel Azuaje","Pumas UNAM","672","0","0","3","1","2","3","0.09","0.1"
"Ignacio Maestro Puch","Club Puebla","56","0","0","2","0","1","0","0.09","0.02"
"José Abella","Santos Laguna","467","0","0","3","1","6","0","0.09","0.57"
"Carlos Villanueva","Querétaro FC","391","0","0","1","0","1","1","0.08","0.01"
"Eduardo Mustre","Club Puebla","43","0","0","1","1","0","0","0.08","0.01"
"Lucca Joel Vuoso Ramos","Santos Laguna","42","0","0","2","0","0","1","0.08","0.02"
"Billy Arce","Mazatlán FC","136","0","0","2","1","1","1","0.08","0.21"
"Cesar Garza","Pumas UNAM","575","0","0","2","0","3","3","0.08","0.22"
"Jonathan Perez","CD Guadalajara","12","0","0","1","0","1","0","0.08","0"
"Rafael Guerrero","Tigres UANL","249","0","0","1","0","0","1","0.07","0.02"
"Alonso Aceves","CF Monterrey","804","0","0","3","0","1","3","0.07","0.06"
"Daniel Gutierrez","Club Puebla","1530","0","0","1","0","1","1","0.07","0.03"
