player_name,team_title,minutesPlayed,goals,assists,totalShots,shotsOnTarget,keyPasses,successfulDribbles,expectedGoals,expectedAssists
"Agustín Giay","Palmeiras","1015","0","0","5","2","4","6","0.18","0.56"
"Thiago Santos","Coritiba","453","0","0","2","1","1","0","0.18","0.04"
"Fabinho","Coritiba","106","0","0","2","1","1","1","0.18","0.06"
"Arthur Dias","Athletico","1494","0","0","5","0","3","6","0.17","0.19"
"Dell","Bahia","78","0","0","2","1","0","3","0.17","0.01"
"Claudinho","Athletico","242","0","1","6","0","3","3","0.17","0.26"
"Lucas Silva","Cruzeiro","571","0","0","4","0","5","3","0.17","0.33"
"Marino Hinestroza","Vasco da Gama","221","0","0","5","0","3","9","0.17","0.35"
"Edenilson","Vitória","379","0","0","1","0","0","0","0.16","0.03"
"Erick Pulgar","Flamengo","646","1","0","5","2","4","2","0.16","0.46"
"Caio Alexandre","Bahia","524","0","0","3","0","7","1","0.16","1"
"Rafael Tolói","São Paulo","450","0","0","4","1","1","0","0.16","0.21"
"Rafael Monti","Remo","20","0","0","1","0","0","0","0.16",""
"Rodrigo Villagra","Internacional","1053","0","0","6","2","11","5","0.16","0.71"
"Joaquín Piquerez","Palmeiras","462","0","1","5","2","4","3","0.16","0.74"
"Agustin Sant Anna","Red Bull Bragantino","396","0","1","5","2","12","2","0.16","1.35"
"João Pedro Chermont","Coritiba","668","0","0","5","2","6","3","0.15","0.81"
"Léo Ortiz","Flamengo","1362","1","1","4","2","5","4","0.15","0.52"
"Jamerson","Vitória","312","0","0","4","0","1","10","0.15","0.12"
"Rubens Tadeu","Chapecoense","157","1","0","4","2","4","5","0.15","0.31"
"Gilberto","Bahia","489","0","1","3","1","5","3","0.15","0.26"
"Lyanco","Atlético Mineiro","461","0","0","4","0","1","3","0.15","0.07"
"Ángelo Preciado","Atlético Mineiro","381","0","0","4","0","3","3","0.14","0.09"
"Kayky Almeida","Remo","486","0","0","5","2","1","2","0.14","0.11"
"Dieguinho","Corinthians","145","1","0","4","1","2","2","0.13","0.11"
"Igor Vinícius","Santos","1169","0","1","3","2","12","10","0.13","1.07"
"Marlon","Grêmio","526","1","1","5","3","10","2","0.13","0.83"
"Matheus França","Vasco da Gama","62","0","0","1","0","0","1","0.13","0.02"
"Paulo Henrique","Vasco da Gama","778","0","2","4","1","15","15","0.13","1.6"
"Pedro Gabriel","Grêmio","707","0","1","5","3","7","3","0.13","0.79"
"Emerson Royal","Flamengo","494","0","1","2","1","7","3","0.12","0.89"
"André Carrillo","Corinthians","702","0","1","3","0","6","9","0.12","0.95"
"Michel Araújo","Bahia","233","0","0","4","1","1","5","0.12","0.1"
"Bruno Leonardo","Chapecoense","1221","0","0","2","0","4","1","0.12","0.18"
"Guga","Fluminense","683","0","2","3","0","12","4","0.12","1.64"
"Gustavo Caballero","Santos","45","0","0","2","0","0","0","0.12","0.01"
"Cauã Campos Soares","Atlético Mineiro","51","0","0","1","1","0","2","0.12","0"
"Ryan Augusto","Red Bull Bragantino","241","0","0","5","1","14","8","0.12","0.76"
"Daniel Borges","Mirassol","366","0","0","5","1","2","3","0.11","0.22"
"João Pedro Tchoca","Corinthians","180","1","0","2","1","0","1","0.11","0.01"
"Nathan Mendes","Vitória","1063","0","1","2","0","2","2","0.11","0.48"
"Pedro Raul","Corinthians","187","0","0","3","0","0","0","0.11","0.02"
"Marçal","Botafogo","142","0","0","3","2","2","0","0.11","0.61"
"Gabriel Poveda","Remo","160","0","0","2","1","0","1","0.11","0.01"
"Duplexe Tchamba","Remo","1256","0","0","4","1","3","4","0.11","0.22"
"Ayrton Lucas","Flamengo","423","0","1","5","2","2","2","0.1","0.23"
"Renzo López","Vitória","140","0","0","1","0","2","1","0.1","0.09"
"Luan Peres","Santos","1142","0","0","3","0","0","2","0.1","0.15"
"Renan Peixoto Nepomuceno","Athletico","120","0","0","3","0","2","1","0.1","0.08"
"David Antunes","Chapecoense","71","0","0","3","0","1","0","0.1","0"
"Tinga","Coritiba","863","0","2","4","2","9","5","0.09","0.65"
"Vinicius Rodrigues Lira","Santos","353","0","0","3","1","4","1","0.09","0.48"
"Lucas Villalba","Cruzeiro","659","0","0","3","1","3","0","0.09","0.18"
"Jáderson","Remo","244","0","0","3","0","2","2","0.09","0.07"
"Alexsander","Atlético Mineiro","94","0","0","2","0","1","3","0.08","0.08"
"Wendell","São Paulo","773","0","3","4","1","10","3","0.08","1.13"
"Osvaldo","Vitória","20","0","0","1","0","1","0","0.08","0.04"
"Jádson","Athletico","720","0","1","2","0","3","4","0.08","0.44"
"Wallisson Luiz","Coritiba","437","0","0","3","0","1","1","0.08","0.06"
"Giovanni Augusto","Chapecoense","405","0","0","3","0","7","2","0.08","0.71"
"Kauan Toledo","Botafogo","185","0","1","2","1","1","1","0.08","0.06"
"Victor Luis","Mirassol","332","0","0","3","0","4","0","0.08","0.45"
"Dodi","Grêmio","182","0","0","3","0","0","1","0.08","0.02"
"William Furtado","Cruzeiro","538","0","0","4","2","8","6","0.08","0.84"
"Arthur","Grêmio","808","0","0","3","0","8","3","0.07","0.64"
"Vinicinho","Red Bull Bragantino","311","0","0","2","1","4","7","0.07","0.46"
"Maicon","Coritiba","1022","0","0","1","0","1","1","0.07","0.1"
"Allan","Botafogo","463","0","0","2","0","1","2","0.07","0.23"
"Saúl Ñíguez","Flamengo","123","0","1","2","0","2","0","0.07","0.36"
"Bruno Pacheco","Chapecoense","720","0","3","2","0","8","11","0.07","0.74"
"Román Gómez","Bahia","270","0","0","2","0","1","6","0.07","0.04"
"Cauê Nascimento Santos","Red Bull Bragantino","183","0","0","2","0","1","0","0.07","0.01"
"João Basso","Santos","53","0","0","1","0","0","0","0.07","0"
"Gabriel Brazão","Santos","1440","0","0","1","1","0","0","0.06","0.01"
"Anderson","Chapecoense","540","0","0","1","0","0","0","0.06","0"
"Kayke Ferrari","Corinthians","239","0","0","2","1","1","3","0.06","0.17"
"Gustavo Henrique Pereira","Santos","590","0","0","2","0","7","2","0.06","0.53"
"Santiago Rodríguez","Botafogo","493","0","0","1","0","6","6","0.06","1.17"
"Emiliano Martínez","Palmeiras","241","0","0","3","1","0","4","0.06","0.05"
"Leonardo Derik","Athletico","505","0","0","3","1","2","8","0.06","0.3"
"Alex Sandro","Flamengo","1068","0","0","2","0","9","6","0.05","1.22"
"Huguinho","Botafogo","256","1","0","3","1","2","3","0.05","0.03"
"Marcos Rocha","Grêmio","150","0","0","1","0","2","1","0.05","0.06"
"Julián Millán","Fluminense","270","0","0","3","1","1","0","0.05","0.21"
"Bruno Rodrigues","Cruzeiro","228","0","1","2","1","2","3","0.05","0.11"
"Fabián Balbuena","Grêmio","585","0","0","1","0","0","1","0.05","0.1"
"Jefté","Palmeiras","252","0","1","1","0","2","2","0.05","0.19"
"José Guilherme","Bahia","65","0","0","2","0","1","2","0.05","0.09"
"Willian Arão","Santos","703","0","0","1","0","3","3","0.05","0.19"
"Danilo","Flamengo","204","0","0","1","0","2","0","0.05","0.09"
"Alex Santana","Corinthians","9","0","0","1","0","0","0","0.05","0"
"Lucas Villalba","Botafogo","355","1","1","2","1","6","5","0.04","0.78"
"Khellven","Palmeiras","682","0","0","3","0","7","5","0.04","0.55"
"Newton","Botafogo","415","0","0","3","1","0","3","0.04","0.03"
"Thiago Maia","Internacional","155","0","0","1","1","3","1","0.04","0.21"
"Caio Roque","Botafogo","113","0","0","1","0","5","0","0.04","0.61"
"Giovanni Pavani","Remo","46","0","0","1","0","1","0","0.04","0.01"
"Caique Gonçalves","Vitória","1142","0","0","2","1","4","5","0.04","0.11"
"Pedro Milans","Corinthians","231","0","0","1","0","1","2","0.03","0.03"
"Mayke","Santos","220","0","0","1","1","0","2","0.03","0.03"
"Pedro Ferreira","São Paulo","57","0","0","1","1","0","1","0.03","0.01"
"Mayk","Remo","893","0","0","2","0","7","2","0.03","0.49"
"Riccieli","Vitória","90","0","0","1","0","0","0","0.03","0"
"Andrey Fernandes","Vasco da Gama","22","0","0","1","1","1","0","0.03","0.09"
"Vitão","Flamengo","303","0","0","2","0","0","1","0.03","0.03"
"Yuri","Mirassol","330","0","0","1","1","0","1","0.03","0.08"
"Cédric Soares","São Paulo","271","0","0","2","0","3","0","0.03","0.21"
"Alisson","Fluminense","266","0","1","1","1","2","0","0.03","0.16"
"Lukas Zuccarello","Vasco da Gama","10","0","0","1","0","0","1","0.03","0.01"
"Luan Santos","São Paulo","99","0","0","1","0","1","0","0.03","0.08"
"Matheus Alexandre","Remo","162","0","0","1","0","0","1","0.03","0.02"
"JP","Vasco da Gama","45","0","0","1","0","1","1","0.03","0.01"
"Eduardo Santos","Red Bull Bragantino","110","0","0","1","0","0","1","0.03","0.06"
"Wallace Yan","Flamengo","74","0","0","1","0","0","2","0.03","0.02"
"Gilberto Junior","Athletico","265","0","0","1","0","1","3","0.03","0.09"
"Miguel Monsalve","Grêmio","322","0","0","2","0","2","4","0.02","0.14"
"André Ramalho","Corinthians","465","0","0","2","0","2","1","0.02","0.14"
"Robert Arboleda","São Paulo","324","0","0","1","0","1","2","0.02","0.13"
"Jose Juninho","Internacional","171","0","0","1","0","0","0","0.02","0.01"
"Iago Borduchi","Bahia","130","0","0","1","0","1","0","0.02","0.14"
"Riquelme Fillipi","Palmeiras","60","0","0","1","1","0","4","0.02","0.02"
"Roger","Grêmio","31","0","0","1","1","1","0","0.02","0.24"
"Diogo Riquelme","Athletico","70","0","0","1","1","1","0","0.02","0.01"
"Zortéa","Grêmio","67","0","0","1","0","1","0","0.02","0.02"
"Sávio","Remo","201","0","0","1","0","1","0","0.02","0.04"
"Otávio","Fluminense","166","0","0","1","1","1","1","0.02","0.04"
"Maik","São Paulo","369","0","0","1","0","1","3","0.02","0.33"
"Lucas Taverna","Coritiba","117","0","0","1","0","0","1","0.02","0.01"
"Nathan Fernandes","Botafogo","78","0","1","1","0","1","0","0.01","0.19"
"Rodrigo Moledo","Coritiba","116","1","0","1","1","0","0","0.01","0.04"
"João Pedro","Grêmio","258","0","0","1","0","0","4","0.01","0.08"
"Luis Pacheco","Palmeiras","66","0","0","1","0","0","0","0.01","0.03"
"Samuel Mendes","Santos","53","0","0","1","0","1","0","0.01","0.01"
"Nicolás Ferreira","Remo","20","0","0","1","0","0","1","0.01","0"
"Igor Gomes","Atlético Mineiro","231","0","0","1","0","5","2","0.01","0.13"
"Kauê","Corinthians","180","0","0","0","0","0","0","","0"
"Pedro Morisco","Coritiba","326","0","0","0","0","0","0","","0.01"
"Ivan","Remo","90","0","0","0","0","0","0","","0"
"João Paulo Ananias","Santos","154","0","0","0","0","1","0","","0.18"
"Weverton","Grêmio","1530","0","1","0","0","2","0","","0.05"
"Everson","Atlético Mineiro","1620","0","1","0","0","3","0","","0.07"
"Ronaldo","Bahia","674","0","0","0","0","0","0","","0.01"
"Léo Vieira","Bahia","1394","0","0","0","0","0","1","","0"
"Diogenes","Santos","180","0","0","0","0","0","0","","0"
"Bruno Fuchs","Palmeiras","505","0","0","0","0","1","0","","0.29"
"Marcelo Rangel","Remo","1530","0","0","0","0","0","1","","0.02"
"Lucas Arcanjo","Vitória","1170","0","0","0","0","0","0","","0.01"
"Pedro Rangel","Coritiba","1294","0","0","0","0","0","0","","0.04"
"Cleiton","Red Bull Bragantino","630","0","0","0","0","1","0","","0.04"
"João Victor","Flamengo","71","0","0","0","0","0","0","","0.02"
"Marcelo Lomba","Palmeiras","90","0","0","0","0","0","0","","0"
"Caio Suassuna","Bahia","14","0","0","0","0","2","1","","0.11"
"Fabrizio Angileri","Corinthians","336","0","0","0","0","3","1","","0.32"
"Anthoni","Internacional","630","0","0","0","0","0","0","","0.01"
"Carlos Miguel","Palmeiras","1530","0","0","0","0","0","0","","0.01"
"Otávio Costa","Cruzeiro","450","0","0","0","0","0","0","","0"
"Fábio","Fluminense","1620","0","0","0","0","0","0","","0"
"Robert Santos","Chapecoense","15","0","0","0","0","1","0","","0"
"Edu","Vitória","71","0","0","0","0","0","1","","0"
"Agustín Rossi","Flamengo","1530","0","0","0","0","0","0","","0.01"
"Cássio","Cruzeiro","422","0","0","0","0","0","0","","0"
"João Vitor Silva","Vasco da Gama","117","0","0","0","0","3","5","","0.14"
"Sergio Rochet","Internacional","990","0","0","0","0","0","0","","0.02"
"Ramon Rique","Vasco da Gama","17","0","1","0","0","1","0","","0.01"
"Murilo Rhikman","Cruzeiro","10","0","0","0","0","0","0","","0.01"
"Jefinho","Grêmio","12","0","0","0","0","1","0","","0.01"
"Luiz Otávio","Mirassol","11","0","0","0","0","0","0","","0"
"Marquinhos","Botafogo","8","0","0","0","0","0","0","","0"
"Rafael Thyere","Chapecoense","106","0","0","0","0","0","0","","0"
"Santos","Athletico","1620","0","0","0","0","1","0","","0.03"
"Léo Jardim","Vasco da Gama","1620","0","0","0","0","0","0","","0.02"
"Hugo Souza","Corinthians","1440","0","0","0","0","0","0","","0.02"
"Rafael","São Paulo","1620","0","0","0","0","0","0","","0.01"
"João Marcelo","Cruzeiro","294","0","0","0","0","0","0","","0.03"
"Raul","Botafogo","676","0","0","0","0","0","0","","0"
"Fagner","Cruzeiro","712","0","1","0","0","8","6","","0.88"
"Vanderlan","Red Bull Bragantino","14","0","0","0","0","0","0","","0"
"Tiaguinho","Grêmio","25","0","0","0","0","0","0","","0.01"
"Rhuan Gabriel","Cruzeiro","12","0","0","0","0","0","0","","0"
"Gabriel Menegon","Grêmio","11","0","0","0","0","0","0","","0"
"Braian Cufré","Remo","31","0","0","0","0","1","0","","0"
"Luis Benedetti","Palmeiras","30","0","0","0","0","0","0","","0"
"Walter","Mirassol","1530","0","0","0","0","2","0","","0.01"
"Neto","Botafogo","857","0","0","0","0","0","0","","0.01"
"Kanu","Bahia","238","0","0","0","0","0","0","","0.02"
"David Braga","Remo","218","0","0","0","0","1","1","","0.21"
"Kauã Prates","Cruzeiro","15","0","0","0","0","0","0","","0"
"Lima","Fluminense","11","0","0","0","0","0","0","","0.01"
"Raykkonen Pereira Soares","Internacional","8","0","0","0","0","0","0","","0"
"Jhuan Nunes Coelho","Red Bull Bragantino","13","0","0","0","0","0","0","",""
"Luiz Felipe de Morais Francisco","Internacional","9","0","0","0","0","0","0","","0"
"Luis Guedes","Grêmio","180","0","0","0","0","0","0","","0.01"
"Perotti","Chapecoense","25","0","0","0","0","1","0","","0"
"David Martins","Bahia","17","0","0","0","0","1","0","","0.03"
"Breno de Moraes","Red Bull Bragantino","20","0","0","0","0","0","0","","0"
"Matheus Cunha","Cruzeiro","748","0","1","0","0","1","0","","0.01"
"Fernando Sobral","Coritiba","44","0","0","0","0","0","0","","0"
"João Paulo","Bahia","92","0","0","0","0","0","0","","0"
"José Breno","Vitória","27","0","0","0","0","0","0","","0"
"Vinícius Eduardo de Almeida","Chapecoense","61","0","0","0","0","0","0","","0.01"
"Vinicius Balieiro","Chapecoense","128","0","0","0","0","0","0","","0.01"
"Charles","Corinthians","194","0","0","0","0","0","1","","0.03"
"Gabriel Justino","Botafogo","315","0","0","0","0","0","0","","0.01"
"Léo","Remo","294","0","0","0","0","0","0","","0.06"
"Caio Joshua","Flamengo","9","0","0","0","0","0","0","","0"
"Mateus Xavier","Santos","13","0","0","0","0","0","0","","0"
"Wesley Natã","Fluminense","14","0","0","0","0","0","0","","0"
"Rafael Gonzaga","Santos","45","0","0","0","0","2","0","","0.16"
"Vitor Ramon","Grêmio","31","0","0","0","0","0","0","","0"
"Eduardo Melo","Remo","34","0","0","0","0","0","0","","0"
"Dodô","Remo","23","0","0","0","0","1","0","","0"
"Rodrigues","Mirassol","56","0","0","0","0","0","1","","0.11"
"Riquelme Felipe","Fluminense","48","0","0","0","0","0","3","","0.04"
"Santiago Moreno","Fluminense","34","0","0","0","0","1","1","","0.02"
"Kauã Pascini","Atlético Mineiro","125","0","0","0","0","0","2","","0.09"
"Tomás Rincón","Santos","18","0","0","0","0","0","0","","0"
"Riquelme Freitas","Grêmio","50","0","0","0","0","0","1","","0.03"
"Luiz Fernando","Athletico","9","0","0","0","0","0","0","","0"
"Hugo Leonardo","São Paulo","18","0","0","0","0","0","1","","0"
"Isaac","Athletico","17","0","0","0","0","0","0","","0.02"
"Ythallo","Botafogo","45","0","0","0","0","0","0","","0"
"Lawan","Vitória","12","0","0","0","0","0","0","","0"
"Fernando Pradella","Santos","13","0","0","0","0","0","0","","0"
"Gabriel Souza","Vasco da Gama","23","0","0","0","0","2","0","","0.03"
"Chico","Mirassol","42","0","0","0","0","0","0","","0.01"
"Luis Osorio","São Paulo","136","0","0","0","0","0","1","","0.01"
"Davizinho","Santos","16","0","0","0","0","0","0","","0"
"Lucas Silva","Vitória","25","0","0","0","0","1","0","","0.04"
"Fabinho","Red Bull Bragantino","223","0","0","0","0","3","0","","0.05"
"Bastos","Botafogo","521","0","0","0","0","1","0","","0.04"
"Felipe Negrucci","São Paulo","10","0","0","0","0","0","0","","0"
"Jhoan Hernandez","Botafogo","49","0","0","0","0","0","0","","0.01"
"Riquelme Avellar","Vasco da Gama","15","0","0","0","0","0","0","","0"
"Franco Catarozzi","Remo","22","0","0","0","0","0","0","","0.06"
"Lucas Freitas","Vasco da Gama","15","0","0","0","0","1","0","","0.02"
"Djhordney Ferreira","São Paulo","60","0","0","0","0","0","1","","0.01"
"Tetê","São Paulo","84","0","0","0","0","0","0","","0.02"
"Léo","Athletico","100","0","0","0","0","1","0","","0.02"
"Zé Marcos","Vitória","159","0","0","0","0","0","0","","0.01"
"Neris","Vitória","187","0","0","0","0","2","1","","0.01"
"Rafael Santos","Chapecoense","360","0","0","0","0","0","0","","0"
"Thiago Beltrame","Grêmio","75","0","0","0","0","0","0","","0"
"Gabriel","Vitória","360","0","0","0","0","1","0","","0.01"
"Claudinho","Vitória","116","0","0","0","0","1","0","","0.02"
"Igor Cariús","Mirassol","35","0","0","0","0","1","0","","0.02"
"Alexis Duarte","Santos","90","0","0","0","0","0","1","","0.01"
"Nicolas Bosshardt","São Paulo","1","0","0","0","0","0","0","","0"
"Marcos Victor","Bahia","1","0","0","0","0","0","0","","0"
"Benjamin Arhin","Internacional","1","0","0","0","0","0","0","","0"
"João Almeida","Coritiba","3","0","0","0","0","0","0","","0"
"David Alves França","Coritiba","1","0","0","0","0","0","0","",""
