player_name,team_title,minutesPlayed,goals,assists,totalShots,shotsOnTarget,keyPasses,successfulDribbles,expectedGoals,expectedAssists
"N'Golo Kanté","Fenerbahçe","1144","2","0","8","2","14","9","0.36","0.96"
"Kenneth Paal","Antalyaspor","2882","0","0","9","1","20","15","0.35","1.6"
"Filip Mladenović","Fatih Karagümrük","849","1","0","5","1","6","3","0.35","0.76"
"Fidan Aliti","Alanyaspor","2674","0","1","11","3","8","3","0.35","0.72"
"Jure Balkovec","Fatih Karagümrük","1513","0","0","11","3","13","3","0.35","0.73"
"Benjamin Bouchouari","Trabzonspor","628","0","0","8","3","8","5","0.35","0.45"
"Edin Višća","Trabzonspor","188","0","0","8","2","5","1","0.35","0.35"
"Yusuf Demir","Galatasaray","28","0","0","3","1","0","1","0.35","0.01"
"Ángel Torres","Eyüpspor","553","0","1","7","0","9","19","0.34","1.03"
"Zeki Yavru","Samsunspor","2034","0","1","11","3","32","9","0.34","2.86"
"Bachir Gueye","Antalyaspor","90","2","0","3","3","0","1","0.33","0.01"
"Okay Yokuşlu","Trabzonspor","898","1","0","6","3","6","2","0.33","0.74"
"Adem Arous","Kasımpaşa","1672","1","0","4","1","3","4","0.33","0.09"
"Rayyan Baniya","Konyaspor","353","0","0","2","1","0","0","0.33","0.02"
"Taşkın Ilter","Eyüpspor","1114","0","0","7","3","5","1","0.33","0.35"
"Jesper Ceesay","Antalyaspor","2138","0","0","7","2","9","2","0.32","0.51"
"Sacha Boey","Galatasaray","565","1","0","4","2","3","4","0.31","0.15"
"Emersonn","Göztepe","124","1","0","3","2","1","3","0.28","0.04"
"Georgi Dzhikiya","Antalyaspor","1154","2","0","7","3","0","1","0.28","0.12"
"Bedirhan Özyurt","Eyüpspor","908","0","1","5","0","3","1","0.27","0.19"
"Cem Üstündag","Kasımpaşa","949","0","0","5","0","3","3","0.27","0.37"
"Ryan Mendes","Kocaelispor","273","0","0","7","1","2","3","0.26","0.09"
"Andre Gray","Fatih Karagümrük","539","0","0","5","2","5","1","0.26","0.2"
"Kartal Kayra Yılmaz","Beşiktaş JK","545","0","1","7","1","5","5","0.25","0.91"
"Onur Bulut","Başakşehir FK","973","0","1","6","1","10","0","0.24","1.41"
"João Mário","Beşiktaş JK","105","0","0","2","1","3","2","0.23","0.19"
"Nazım Sangaré","Gaziantep FK","1146","0","0","4","1","7","7","0.23","0.43"
"Ayaz Özcan","Gençlerbirliği","29","0","0","1","0","0","0","0.23",""
"Felix Uduokhai","Beşiktaş JK","1124","0","0","4","3","3","2","0.23","0.21"
"Nany Dimata","Samsunspor","132","0","0","3","2","0","0","0.23","0.02"
"Gökhan Sazdağı","Beşiktaş JK","1575","0","0","8","1","18","16","0.22","1.61"
"Erdoğan Yeşilyurt","Antalyaspor","396","0","1","6","2","5","1","0.22","0.39"
"Muhammet Tunahan Taşçı","Konyaspor","223","1","1","5","3","9","4","0.22","0.3"
"Ľubomír Šatka","Samsunspor","2146","0","1","5","0","4","5","0.21","1.03"
"Hüseyin Türkmen","Antalyaspor","1436","0","0","6","1","1","1","0.2","0.11"
"Melih Kabasakal","Gaziantep FK","1531","1","1","4","2","4","9","0.2","0.25"
"David Jurásek","Beşiktaş JK","637","0","0","1","0","8","7","0.2","2.09"
"Oğulcan Çağlayan","Kocaelispor","196","0","0","6","0","0","2","0.19","0.78"
"Çağtay Kurukalıp","Fatih Karagümrük","1271","0","2","5","1","7","9","0.19","0.83"
"Muharrem Cinan","Kocaelispor","417","0","0","1","0","3","2","0.19","0.41"
"Samet Yalçın","Kocaelispor","280","0","0","4","0","3","0","0.19","0.06"
"Cihan Çanak","Gençlerbirliği","489","0","0","2","1","5","13","0.19","0.95"
"Jhon Espinoza","Kasımpaşa","558","0","0","5","0","5","3","0.18","0.46"
"Emir Ortakaya","Çaykur Rizespor","773","0","0","3","0","0","0","0.18","0.04"
"Uğur Kaan Yıldız","Göztepe","89","0","0","2","1","1","0","0.18","0.11"
"Ahmet Dagdevir","Konyaspor","24","0","0","1","0","0","0","0.18","0"
"Devrim Şahin","Beşiktaş JK","164","0","0","4","1","1","6","0.17","0.03"
"Poyraz Efe Yıldırım","Antalyaspor","180","0","0","3","1","0","1","0.17","0.03"
"Çağlar Söyüncü","Fenerbahçe","772","0","1","2","0","6","0","0.16","0.3"
"Ogün Bayrak","Göztepe","578","0","1","4","0","4","4","0.16","0.41"
"Soner Gönül","Samsunspor","823","0","0","6","3","15","2","0.16","1.09"
"Yusuf Barası","Kasımpaşa","285","0","0","5","2","2","3","0.15","0.21"
"Gidado Victor Ntino-Emo","Gaziantep FK","526","0","0","4","0","0","0","0.15","0.07"
"Michał Nalepa","Gençlerbirliği","262","0","0","2","1","1","2","0.15","0.17"
"Kevin Csoboth","Gençlerbirliği","52","0","0","1","1","0","1","0.15","0.03"
"Demir Ege Tıknaz","Beşiktaş JK","321","0","1","4","1","3","6","0.15","0.79"
"Anfernee Jamal Dijksteel","Kocaelispor","2687","0","0","4","0","5","20","0.15","0.38"
"Ahmet Oğuz","Kocaelispor","2153","0","2","10","2","30","4","0.15","1.99"
"Görkem Sağlam","Kayserispor","290","0","0","5","1","4","1","0.14","0.47"
"Abdurrahim Dursun","Gençlerbirliği","684","0","1","6","1","10","4","0.14","1.7"
"Ricardo Esgaio","Fatih Karagümrük","2178","0","0","3","1","13","6","0.14","1.25"
"Tarik Bugra Kalpakli","Fatih Karagümrük","293","0","0","6","1","1","2","0.14","0.17"
"Ata Yanık","Konyaspor","90","0","0","1","0","0","2","0.14","0"
"Arbnor Muja","Samsunspor","48","0","0","1","0","0","1","0.14","0.45"
"Husniddin Aliqulov","Çaykur Rizespor","427","0","0","4","1","2","0","0.13","0.29"
"Luis Pérez","Gaziantep FK","1665","0","1","6","1","17","5","0.13","2.71"
"Davide Biraschi","Fatih Karagümrük","1145","0","0","2","1","1","3","0.13","0.31"
"Riechedly Bazoer","Konyaspor","935","0","0","3","1","4","1","0.13","0.21"
"Mahamadou Susoho","Kocaelispor","525","0","0","4","0","0","0","0.12","0.04"
"Youssef Aït Bennasser","Kayserispor","1476","0","0","7","0","9","3","0.12","0.58"
"Esat Yusuf Narin","Kocaelispor","21","0","0","1","0","0","0","0.11",""
"Badou Ndiaye","Gaziantep FK","431","0","1","5","1","6","3","0.11","0.51"
"Firatcan Üzüm","Gençlerbirliği","354","0","0","2","0","0","1","0.11","0.08"
"Rodrigo Becão","Kasımpaşa","1124","0","1","2","0","1","2","0.11","0.04"
"Godfried Frimpong","Kasımpaşa","2197","0","1","4","1","13","8","0.11","1.79"
"Ogün Özçiçek","Gaziantep FK","1179","0","0","3","0","9","10","0.11","0.92"
"Arda Ünyay","Galatasaray","209","0","0","2","1","0","0","0.1","0.01"
"Taylan Bulut","Beşiktaş JK","454","0","0","1","1","5","2","0.1","0.32"
"Muhammed Kadıoğlu","Fatih Karagümrük","595","0","0","3","1","1","0","0.1","0.1"
"İzzet Çelik","Alanyaspor","188","0","0","2","0","1","3","0.1","0.07"
"Ali Diabaté","Samsunspor","222","0","1","2","1","3","0","0.1","0.29"
"Gökdeniz Gürpüz","Galatasaray","1","0","0","1","0","0","0","0.09","0.02"
"Jérôme Onguene","Eyüpspor","787","0","2","2","1","2","1","0.09","0.03"
"Adamo Nagalo","Konyaspor","606","0","0","3","0","3","4","0.09","0.11"
"Denis Radu","Eyüpspor","675","0","2","4","0","10","4","0.09","0.77"
"Ahmed Ildız","Göztepe","63","0","0","1","0","0","1","0.09","0.01"
"Enzo Roco","Fatih Karagümrük","576","0","0","1","0","1","1","0.09","0.28"
"Yunus Emre Çift","Samsunspor","783","0","0","4","1","2","4","0.09","0.17"
"Jadel Katongo","Kayserispor","641","0","0","4","1","1","2","0.09","0.12"
"Ismail Esat Buga","Konyaspor","116","0","0","1","0","2","2","0.08","0.04"
"Furkan Gedik","Kocaelispor","49","0","0","1","0","0","0","0.07","0.01"
"Musah Mohammed","Göztepe","233","0","0","2","2","1","0","0.07","0.13"
"Yaw Ackah","Kayserispor","185","0","0","2","1","0","1","0.06","0.05"
"Jonas Svensson","Beşiktaş JK","353","0","0","1","0","1","0","0.06","0.16"
"Taras Stepanenko","Eyüpspor","530","0","0","2","1","0","0","0.06","0.04"
"Aaron Appindangoyé","Kocaelispor","315","0","0","1","1","0","0","0.06","0.02"
"Burak Kapacak","Kayserispor","355","0","1","3","2","2","1","0.06","0.72"
"Mert Yilmaz","Antalyaspor","36","0","0","1","0","0","0","0.06","0.01"
"Nikoloz Ugrekhelidze","Fatih Karagümrük","187","0","0","1","0","0","0","0.05","0.01"
"Nicolò Zaniolo","Galatasaray","56","0","1","2","1","2","2","0.05","0.65"
"Tarkan Serbest","Kocaelispor","244","0","0","2","0","0","0","0.05","0.01"
"Soner Aydoğdu","Samsunspor","113","0","0","1","0","2","1","0.04","0.09"
"Dorin Rotariu","Eyüpspor","75","0","1","1","1","2","1","0.04","0.05"
"Serdar Saatçı","Trabzonspor","185","0","0","1","0","0","0","0.04","0.01"
"Salih Malkoçoğlu","Trabzonspor","285","0","0","1","1","2","2","0.04","0.04"
"İsmail Köybaşı","Göztepe","78","0","0","1","1","0","2","0.04","0.02"
"Furkan Bayır","Göztepe","351","0","0","1","1","0","0","0.04","0.01"
"Muzaffer Utku Eriş","Konyaspor","157","0","0","1","0","0","3","0.04","0.02"
"Ömer Faruk Beyaz","Başakşehir FK","30","0","0","1","0","1","1","0.04","0.02"
"Enver Kulašin","Gaziantep FK","132","0","0","2","1","2","0","0.04","0.24"
"Festy Ebosele","Başakşehir FK","695","0","0","1","0","2","12","0.04","0.29"
"Dilhan Demir","Gençlerbirliği","106","0","0","1","0","1","2","0.03","0.09"
"Batista Mendy","Trabzonspor","56","0","0","1","0","1","0","0.03","0.01"
"Ali Osman Kalın","Gaziantep FK","45","0","0","1","0","0","0","0.03","0"
"Bruno Viana","Alanyaspor","389","0","0","1","0","0","0","0.03","0.04"
"Abdul Kader Moussa Kone","Fatih Karagümrük","44","0","0","1","1","1","0","0.03","0.01"
"Nurettin Korkmaz","Kayserispor","163","0","1","1","1","3","2","0.03","0.17"
"Ousmane Diabate","Gençlerbirliği","213","0","0","1","0","0","2","0.02","0.02"
"Nihad Mujakić","Gaziantep FK","2209","0","1","1","1","6","9","0.02","0.38"
"Matěj Hanousek","Gençlerbirliği","1361","0","0","1","0","9","2","0.02","1.15"
"Mehmet Eray Özbek","Kayserispor","138","0","0","1","0","0","0","0.02","0.07"
"Tahsin Bülbül ","Samsunspor","83","0","0","1","0","1","2","0.02","0.06"
"Cihat Çelik","Kocaelispor","19","0","0","1","0","0","0","0.02","0"
"Ömer Faruk Gümüş","Fatih Karagümrük","72","0","0","1","0","1","0","0.02","0.26"
"Kamil Efe Üregen","Fenerbahçe","45","0","0","1","0","0","0","0.02","0.02"
"Boran Başkan","Trabzonspor","92","0","0","1","0","1","1","0.01","0.05"
"Efecan Karaca","Alanyaspor","543","0","0","1","0","8","5","0.01","0.46"
"Seyfettin Anıl Yaşar","Eyüpspor","358","0","0","1","1","0","0","0.01","0.11"
"Lionel Carole","Kayserispor","1902","0","0","1","0","12","3","0.01","1.01"
"Andreas Gianniotis","Kasımpaşa","2970","1","0","1","1","1","2","0.01","0.12"
"Mathias Løvik","Trabzonspor","655","0","2","1","0","5","7","0.01","0.5"
"Devis Vásquez","Beşiktaş JK","90","0","0","0","0","0","0","","0"
"Tarık Çetin","Fenerbahçe","180","0","0","0","0","0","0","","0"
"Deniz Dilmen","Başakşehir FK","90","0","0","0","0","0","0","","0"
"Ali Emre Yanar","Kasımpaşa","90","0","0","0","0","0","0","","0"
"Muhammed Şengezer","Başakşehir FK","2970","0","1","0","0","2","1","","0.62"
"Majid Hosseini","Kayserispor","270","0","0","0","0","0","2","","0.01"
"Jankat Yılmaz","Eyüpspor","1260","0","0","0","0","3","0","","0.06"
"Ivo Grbić","Fatih Karagümrük","2880","0","0","0","0","2","0","","0.04"
"Ricardo Velho","Gençlerbirliği","2070","0","0","0","0","2","1","","0.04"
"Julián Cuesta","Antalyaspor","1800","0","0","0","0","0","1","","0.02"
"Uğurcan Çakır","Galatasaray","2610","0","0","0","0","2","1","","0.11"
"André Onana","Trabzonspor","2527","0","1","0","0","4","3","","0.09"
"Yusuf Akçiçek","Fenerbahçe","90","0","0","0","0","0","0","","0.02"
"Batuhan Şen","Galatasaray","69","0","0","0","0","0","0","","0"
"Arda Yavuz","Eyüpspor","68","0","0","0","0","0","0","","0"
"Marcos Felipe","Eyüpspor","1710","0","0","0","0","2","0","","0.05"
"Erhan Erentürk","Gençlerbirliği","630","0","0","0","0","0","0","","0.02"
"Ertuğrul Taşkıran","Alanyaspor","1800","0","0","0","0","0","0","","0.01"
"Mateusz Lis","Göztepe","3060","0","0","0","0","0","0","","0.26"
"Bilal Bayazit","Kayserispor","2520","0","0","0","0","0","1","","0.07"
"Paulo Victor","Alanyaspor","1260","0","0","0","0","0","0","","0.01"
"Peter Etebo","Gençlerbirliği","42","0","0","0","0","0","0","","0.01"
"Sokratis Dioudis","Gaziantep FK","23","0","0","0","0","0","0","","0"
"Ruan","Göztepe","114","0","0","0","0","2","3","","0.4"
"Ersin Destanoğlu","Beşiktaş JK","2250","0","0","0","0","0","0","","0.02"
"Gökhan Değirmenci","Kocaelispor","855","0","0","0","0","0","0","","0.02"
"Bahadır Han Güngördü","Konyaspor","1980","0","0","0","0","1","2","","0.06"
"Ederson","Fenerbahçe","2132","0","0","0","0","1","0","","0.07"
"Yiğit Emre Çeltik","Kayserispor","18","0","0","0","0","0","0","","0.06"
"Serhat Öztaşdelen","Kocaelispor","630","0","0","0","0","0","0","","0.01"
"Baran Mogultay","Alanyaspor","103","0","0","0","0","2","1","","0.09"
"Okan Kocuk","Samsunspor","2790","0","0","0","0","1","0","","0.03"
"Günay Güvenç","Galatasaray","738","0","0","0","0","0","0","","0.01"
"Ege Yildirim","Göztepe","8","0","0","0","0","0","0","","0"
"Egemen Aydin","Konyaspor","9","0","0","0","0","0","0","","0"
"Sofyan Amrabat","Fenerbahçe","102","0","0","0","0","2","0","","0.05"
"Yahia Fofana","Çaykur Rizespor","2430","0","1","0","0","1","2","","0.03"
"Deniz Ertaş","Konyaspor","1075","0","1","0","0","2","0","","0.02"
"Aleksandar Jovanović","Kocaelispor","1575","0","0","0","0","0","0","","0.03"
"Zafer Görgen","Gaziantep FK","1800","0","0","0","0","0","0","","0.04"
"Atakan Mujde","Kasımpaşa","167","0","1","0","0","3","3","","0.1"
"Hamza Güreler","Başakşehir FK","156","0","0","0","0","0","0","","0.01"
"Metehan Baltacı","Galatasaray","24","0","0","0","0","0","0","","0"
"Deniz Eren Dönmezer","Kayserispor","180","0","0","0","0","0","0","","0"
"Kamil Ahmet Çörekçi","Kasımpaşa","767","0","0","0","0","1","4","","0.55"
"Erdem Canpolat","Çaykur Rizespor","630","0","0","0","0","0","0","","0.01"
"Yasir Subaşı","Konyaspor","518","0","0","0","0","1","1","","0.06"
"Serkan Emrecan Terzi","Beşiktaş JK","20","0","0","0","0","0","0","","0"
"Onuralp Çakıroğlu","Trabzonspor","25","0","0","0","0","0","0","","0"
"Onurcan Piri","Kayserispor","360","0","0","0","0","0","0","","0.01"
"Emre Taşdemir","Kasımpaşa","65","0","0","0","0","0","0","","0.1"
"Hasan Yakub İlçin","Antalyaspor","182","0","0","0","0","1","2","","0.03"
"Sam Mather","Kayserispor","64","0","0","0","0","3","3","","0.21"
"Burak Bozan","Gaziantep FK","1234","0","2","0","0","2","0","","0.02"
"İrfan Can Eğribayat","Samsunspor","540","0","0","0","0","0","1","","0.01"
"Dominik Livaković","Fenerbahçe","90","0","0","0","0","0","0","","0"
"Berke Özer","Eyüpspor","90","0","0","0","0","0","0","","0.01"
"Oguzhan Ertem","Trabzonspor","24","0","0","0","0","0","0","","0.01"
"Rob Nizet","Gaziantep FK","20","0","0","0","0","0","0","","0"
"Furkan Bekleviç","Fatih Karagümrük","180","0","0","0","0","0","0","","0"
"Alper Demirol","Fatih Karagümrük","82","0","0","0","0","1","2","","0.01"
"Abdou Sy","Eyüpspor","26","0","0","0","0","0","1","","0"
"Christ Sadia","Eyüpspor","22","0","0","0","0","0","0","","0"
"Abdullah Yiğiter","Antalyaspor","1260","0","0","0","0","0","2","","0.06"
"Fatih Kurucuk","Fatih Karagümrük","228","0","0","0","0","0","0","","0.01"
"Mateusz Wieteska","Kocaelispor","22","0","0","0","0","0","0","","0"
"Ismaila Manga","Eyüpspor","29","0","0","0","0","0","0","","0"
"Mert Günok","Fenerbahçe","1105","0","0","0","0","0","0","","0.01"
"Abdulsamet Burak","Kayserispor","384","0","0","0","0","1","1","","0.08"
"Kaan Akyazı","Konyaspor","34","0","0","0","0","1","0","","0.02"
"Yasin Özcan","Beşiktaş JK","167","0","0","0","0","0","1","","0.03"
"Necip Uysal","Beşiktaş JK","81","0","0","0","0","0","0","","0.01"
"Ali Karimi","Kayserispor","39","0","0","0","0","0","0","","0"
"Salem Bouajila","Göztepe","20","0","0","0","0","0","0","","0"
"Gökhan Akkan","Gençlerbirliği","360","0","0","0","0","0","0","","0"
"Muhammed-Cham Saračević","Trabzonspor","11","0","0","0","0","0","0","","0.02"
"Onuralp Çevikkan","Trabzonspor","90","0","0","0","0","0","0","","0"
"Daniel Popa","Gençlerbirliği","68","0","0","0","0","1","0","","0.02"
"Ebrima Ceesay","Samsunspor","8","0","0","0","0","0","0","","0"
"Burhan Ersoy","Fatih Karagümrük","8","0","0","0","0","0","0","","0"
"Tuğbey Akgün","Fatih Karagümrük","8","0","0","0","0","0","0","","0"
"Mesut Can Tunalı","Kocaelispor","45","0","0","0","0","0","0","","0"
"Moussa Kyabou","Gençlerbirliği","147","0","0","0","0","0","0","","0"
"Taylan Utku Aydın","Kasımpaşa","22","0","0","0","0","0","0","","0"
"Josip Ćalušić","Konyaspor","298","0","0","0","0","1","0","","0.04"
"Mirza Cihan","Gaziantep FK","23","0","0","0","0","0","1","","0"
"Yigithan Cubukcu","Trabzonspor","10","0","0","0","0","1","0","","0"
"Berk Can Yildizli","Kasımpaşa","11","0","0","0","0","0","0","",""
"Arda Ozyar","Kocaelispor","20","0","0","0","0","0","0","","0.07"
"Kayra Cihan","Kayserispor","93","0","0","0","0","0","0","","0.01"
"Oleksandr Syrota","Kocaelispor","372","0","0","0","0","1","0","","0.02"
"Enes Albak","Samsunspor","37","0","0","0","0","0","0","","0.01"
"Ahmet Doğan Yıldırım","Trabzonspor","83","0","0","0","0","0","0","","0.01"
"Furkan Orak","Çaykur Rizespor","11","0","0","0","0","0","0","","0"
"Muhammet Akmelek","Gaziantep FK","12","0","0","0","0","0","0","","0"
"Salem M'Bakata","Gaziantep FK","35","0","0","0","0","0","0","","0"
"Taha Emre Ince","Trabzonspor","10","0","0","0","0","0","0","","0"
"Alexander Djiku","Fenerbahçe","1","0","0","0","0","0","0","",""
"Can Armando Güner","Galatasaray","1","0","0","0","0","0","0","",""
"Ada Yüzgeç","Galatasaray","1","0","0","0","0","0","0","","0.01"
"Haydar Karataş","Fenerbahçe","1","0","0","0","0","0","0","",""
"Samu Sáiz","Eyüpspor","1","0","0","0","0","0","0","","0"
"Kerem Kayaarasi","Antalyaspor","1","0","0","0","0","0","0","","0"
"Ali Demirbilek","Antalyaspor","1","0","0","0","0","0","0","","0"
"Batuhan Yavuz","Alanyaspor","1","0","0","0","0","0","0","",""
"Ufuk Akyol","Konyaspor","1","0","0","0","0","0","0","","0"
"Mete Demir","Eyüpspor","1","0","0","0","0","0","0","",""
"Ensar Kemaloğlu","Gençlerbirliği","1","0","0","0","0","0","0","",""
"Tibet Durakcay","Göztepe","1","0","0","0","0","0","0","",""
"Ahmet Tirpanci","Konyaspor","1","0","0","0","0","0","0","",""
"Omer Cobanoglu","Konyaspor","1","0","0","0","0","1","0","","0.01"
"Enes Seven","Konyaspor","1","0","0","0","0","0","0","",""
"Ahmet Sağat","Kocaelispor","2","0","0","0","0","0","0","",""
"Mücahit Ibrahimoglu","Konyaspor","2","0","0","0","0","0","1","","0"
