player_name,team_title,minutesPlayed,goals,assists,totalShots,shotsOnTarget,keyPasses,successfulDribbles,expectedGoals,expectedAssists
"Habib Gueye","Kasımpaşa","1559","5","0","38","14","9","12","4.96","0.62"
"Metehan Mimaroğlu","Gençlerbirliği","1968","6","4","48","18","40","27","4.95","3.86"
"Sekou Koita","Gençlerbirliği","1732","6","0","39","14","24","19","4.75","1"
"Sam Larsson","Fatih Karagümrük","1567","3","3","32","12","36","27","4.74","2.86"
"Rafa Silva","Beşiktaş JK","820","5","1","24","13","15","17","4.49","1.52"
"Tayfur Bingöl","Kocaelispor","2129","5","2","44","18","29","22","4.46","2.17"
"Kacper Kozłowski","Gaziantep FK","2653","6","2","43","17","36","43","4.27","2.39"
"Dan Agyei","Kocaelispor","2140","5","0","48","17","10","26","4.25","0.99"
"Hwang Ui-Jo","Alanyaspor","2470","4","6","44","16","27","19","4.24","1.5"
"Blaž Kramer","Konyaspor","660","5","0","16","12","5","5","4.24","0.32"
"Metehan Altunbaş","Eyüpspor","1021","7","0","23","10","6","6","4.23","0.24"
"Oleksandr Zubkov","Trabzonspor","2182","4","7","72","18","68","38","4.11","6.85"
"David Datro Fofana","Fatih Karagümrük","983","6","0","22","8","9","25","4.07","0.62"
"Olivier Ntcham","Samsunspor","1617","2","1","43","11","14","17","4.06","1.4"
"Abbosbek Fayzullaev","Başakşehir FK","1116","3","3","29","12","20","13","4.01","3.5"
"Güven Yalçın","Alanyaspor","1010","8","0","29","13","5","10","3.92","0.5"
"Novatus Miroshi","Göztepe","2254","2","2","30","6","13","4","3.9","1.66"
"Fred","Fenerbahçe","1480","3","4","46","16","39","16","3.88","3.19"
"Steve Mounié","Alanyaspor","716","2","0","30","8","10","2","3.88","0.67"
"László Bénes","Kayserispor","2581","7","2","56","27","47","10","3.82","2.9"
"Roland Sallai","Galatasaray","2353","1","3","39","14","23","10","3.79","2.87"
"Deian Sorescu","Gaziantep FK","1561","3","2","38","10","25","9","3.74","1.7"
"Nuno Da Costa","Başakşehir FK","930","3","1","28","6","14","19","3.69","1.12"
"Indrit Tuci","Kayserispor","780","3","0","34","14","5","3","3.66","0.31"
"Hyeon-gyu Oh","Beşiktaş JK","1085","6","1","29","13","9","4","3.63","0.74"
"Emre Akbaba","Eyüpspor","1009","4","0","26","10","22","11","3.61","1.9"
"Bertuğ Yıldırım","Başakşehir FK","553","7","1","18","10","1","4","3.57","0.27"
"Uchenna Ogundu","Alanyaspor","993","2","1","24","8","9","7","3.48","0.84"
"Christopher Lungoyi","Gaziantep FK","1813","3","2","46","17","22","46","3.4","2.84"
"Mame Thiam","Eyüpspor","1182","2","0","26","11","12","0","3.29","2.37"
"Mario Lemina","Galatasaray","1683","2","1","22","8","8","4","3.24","0.96"
"Olivier Kemen","Başakşehir FK","2298","0","3","40","9","35","21","3.24","3.7"
"Arda Kurtulan","Göztepe","2437","4","2","24","6","27","30","3.21","2.71"
"Jeh","Göztepe","492","2","0","32","10","9","8","3.13","1.36"
"Jesurun Rak-Sakyi","Çaykur Rizespor","817","4","1","19","9","8","15","3.08","1.16"
"Tiago Cukur","Fatih Karagümrük","1541","2","3","30","10","23","5","3.04","1.3"
"Florent Hadergjonaj","Alanyaspor","2212","6","9","22","11","43","11","3","4.04"
"Jota Silva","Beşiktaş JK","575","4","0","33","12","16","4","2.95","1.47"
"Ibrahim Kaya","Alanyaspor","1170","6","1","36","14","18","13","2.89","0.98"
"Héliton","Göztepe","2871","0","1","43","8","4","5","2.81","0.3"
"Sidiki Cherif","Fenerbahçe","645","2","0","12","9","3","2","2.72","0.24"
"Valentin Mihăilă","Çaykur Rizespor","1302","5","3","39","15","20","18","2.66","1.96"
"Yusuf Sarı","Başakşehir FK","1467","1","6","39","16","47","24","2.62","6.51"
"Cláudio Winck","Kasımpaşa","2301","3","1","31","8","15","13","2.61","1.86"
"Elayis Tavsan","Samsunspor","815","2","2","31","10","10","14","2.56","1.37"
"Kristjan Asllani","Beşiktaş JK","901","2","2","21","3","8","1","2.55","0.42"
"Kazeem Olaigbe","Konyaspor","2042","0","1","46","14","21","39","2.54","1.81"
"Malcom Bokele","Göztepe","2649","3","0","18","5","3","4","2.51","0.78"
"Gabriel Sara","Galatasaray","1840","5","4","35","13","57","17","2.48","6.41"
"Giannis Papanikolaou","Çaykur Rizespor","1844","1","0","22","2","14","9","2.47","0.4"
"Miguel Crespo","Başakşehir FK","1103","0","5","13","3","21","19","2.46","1.68"
"Doğukan Sinik","Antalyaspor","838","0","2","25","4","13","27","2.45","0.8"
"Dimitris Goutas","Gençlerbirliği","2907","3","0","23","7","3","2","2.45","0.35"
"Fedor Chalov","Kayserispor","858","2","1","16","7","20","5","2.43","2.19"
"Soner Dikmen","Antalyaspor","2158","4","0","26","10","7","10","2.36","0.41"
"Yalçın Kayan","Samsunspor","1733","0","5","19","8","24","38","2.3","2.4"
"Denis Drăguş","Gaziantep FK","1223","0","1","35","9","10","44","2.29","1.36"
"İrfan Can Kahveci","Kasımpaşa","1659","2","3","30","10","35","18","2.29","4.35"
"Wilfred Ndidi","Beşiktaş JK","2000","2","0","30","10","13","11","2.29","1.67"
"Václav Jurečka","Çaykur Rizespor","479","1","0","11","4","8","1","2.27","0.35"
"Yohan Boli","Antalyaspor","893","2","1","17","5","11","10","2.25","0.44"
"Ruan Pereira Duarte","Alanyaspor","2251","1","1","40","17","18","32","2.25","1.6"
"Baris Kalayci","Fatih Karagümrük","1321","1","3","29","10","19","6","2.24","1.54"
"Milot Rashica","Beşiktaş JK","993","1","3","23","6","19","11","2.23","2.37"
"Halil Akbunar","Eyüpspor","513","2","0","10","3","4","8","2.23","0.65"
"Samuel Ballet","Antalyaspor","1723","5","0","34","11","12","52","2.21","1.93"
"Amine Harit","Başakşehir FK","1566","2","3","27","6","37","51","2.18","2.64"
"Darko Churlinov","Kocaelispor","1059","0","3","19","4","10","25","2.18","1.78"
"İlkay Gündoğan","Galatasaray","1398","2","3","11","2","23","8","2.15","2.19"
"Göktan Gürpüz","Gençlerbirliği","1939","0","5","23","3","36","44","2.14","4.28"
"Efkan Bekiroğlu","Göztepe","1083","3","3","27","7","33","16","2.13","2.71"
"Emre Kılınç","Samsunspor","1195","1","5","22","6","24","8","2.08","2.47"
"Ianis Hagi","Alanyaspor","1404","3","2","37","11","36","14","2.08","2.41"
"Mortadha Ben Ouanes","Kasımpaşa","2285","2","6","24","4","31","14","2.07","3.31"
"Oğulcan Ülgün","Gençlerbirliği","1619","4","3","28","9","19","5","1.97","1.59"
"Haris Hajradinović","Kasımpaşa","554","2","0","18","6","13","5","1.93","0.83"
"Ivan Brnić","Başakşehir FK","930","4","3","25","9","21","20","1.92","4.44"
"Jhon Durán","Fenerbahçe","543","3","2","17","6","6","5","1.91","1.33"
"İsmail Yüksek","Fenerbahçe","1768","1","2","32","8","17","29","1.9","1.58"
"Abdülkerim Bardakcı","Galatasaray","2546","0","1","24","5","16","10","1.9","1.93"
"Mustafa Hekimoğlu","Beşiktaş JK","420","1","0","8","3","2","4","1.89","0.05"
"Adedire Mebude","Çaykur Rizespor","750","2","3","14","9","9","12","1.87","0.97"
"Adama Malouda Traoré","Gençlerbirliği","1073","2","1","21","6","12","9","1.84","1.05"
"Rigoberto Rivas","Kocaelispor","1176","1","1","11","2","11","10","1.81","0.83"
"Loide Augusto","Çaykur Rizespor","1167","3","2","36","8","13","28","1.8","1.63"
"Archie Brown","Fenerbahçe","1555","3","2","23","7","17","19","1.79","1.68"
"Rick Van Drongelen","Samsunspor","2822","2","1","18","3","15","11","1.78","1.45"
"Serdar Gürler","Eyüpspor","1288","0","0","22","6","8","8","1.77","1.17"
"Karol Linetty","Kocaelispor","1539","0","2","22","10","28","3","1.76","1.91"
"Samet Akaydın","Çaykur Rizespor","2571","3","1","17","7","13","11","1.75","0.84"
"Berkay Özcan","Fatih Karagümrük","2376","0","1","28","4","24","23","1.74","1.54"
"Denis Makarov","Kayserispor","647","0","0","26","12","12","11","1.71","0.86"
"Halil Dervişoğlu","Çaykur Rizespor","888","1","0","18","2","7","19","1.71","1.17"
"Fousseni Diabaté","Kasımpaşa","1977","1","4","15","7","34","14","1.7","3.03"
"Mamadou Fall","Kasımpaşa","1181","0","0","11","2","9","7","1.69","0.65"
"João Mendes","Kayserispor","1505","0","4","25","3","39","19","1.69","3.69"
"Furkan Soyalp","Kayserispor","1806","1","0","25","11","15","16","1.68","1.04"
"Adil Demirbağ","Konyaspor","2088","2","2","10","2","6","6","1.68","1.19"
"Nikola Storm","Antalyaspor","1624","4","1","34","19","16","23","1.65","1.57"
"Attila Mocsi","Çaykur Rizespor","1753","2","0","5","2","2","3","1.63","0.27"
"Stefano Denswil","Kayserispor","2722","1","0","24","2","6","1","1.63","0.65"
"Chibuike Nwaiwu","Trabzonspor","1310","3","1","14","5","5","4","1.63","0.51"
"Mithat Pala","Çaykur Rizespor","1947","2","0","24","7","18","22","1.62","2.4"
"Kerem Demirbay","Kasımpaşa","2184","1","0","26","8","42","14","1.61","3.32"
"Atakan Çankaya","Fatih Karagümrük","1530","1","1","15","3","5","14","1.58","1.08"
"Yhoan Andzouana","Konyaspor","2621","2","4","34","8","34","42","1.54","3.5"
"Yusuf Özdemir","Alanyaspor","908","1","1","7","4","10","3","1.53","1.04"
"Jayden Oosterwolde","Fenerbahçe","2626","0","0","14","4","8","16","1.5","1.92"
"Daniele Verde","Fatih Karagümrük","493","1","4","16","10","9","6","1.49","1.42"
"Berkan Kutlu","Konyaspor","1143","2","1","15","7","14","9","1.49","0.92"
"Prince Ampem","Eyüpspor","648","2","0","19","7","9","22","1.48","0.72"
"Carlos Mané","Kayserispor","1050","0","1","9","5","8","11","1.48","0.56"
"Jo Jin-ho","Konyaspor","1108","1","1","14","5","8","14","1.48","0.87"
"Thalisson","Gençlerbirliği","2529","2","0","11","6","3","6","1.47","0.28"
"Danylo Sikan","Trabzonspor","251","1","0","8","2","3","2","1.46","0.16"
"Altin Zeqiri","Çaykur Rizespor","721","1","0","13","6","8","13","1.44","0.93"
"Mustafa Eskihellaç","Trabzonspor","2329","0","4","36","7","25","34","1.42","2.49"
"Shavy Babicka","Fatih Karagümrük","855","1","1","15","4","10","19","1.41","0.72"
"Tomáš Čvančara","Antalyaspor","533","1","0","12","6","1","5","1.41","0.09"
"Eren Elmalı","Galatasaray","1530","3","0","14","6","28","9","1.41","2.3"
"Tanguy Coulibaly","Samsunspor","753","2","0","19","7","5","12","1.41","0.98"
"Pedrinho","Konyaspor","676","1","0","15","5","10","9","1.39","1.07"
"Žan Žužek","Gençlerbirliği","2752","2","0","23","5","10","4","1.39","0.98"
"Myenty Abena","Gaziantep FK","1925","1","1","10","2","3","2","1.38","0.41"
"Alexis Antunes","Göztepe","696","1","1","19","8","18","5","1.37","1.1"
"Arda Kızıldağ","Gaziantep FK","1778","1","0","13","4","6","0","1.36","0.45"
"Ömer Ali Şahiner","Başakşehir FK","1842","2","0","11","4","15","6","1.35","1.33"
"Güray Vural","Antalyaspor","277","2","0","9","4","7","1","1.35","0.78"
"Emmanuel Boateng","Gaziantep FK","466","1","0","14","4","6","1","1.34","0.1"
"Abdülkadir Ömür","Antalyaspor","1323","0","1","16","10","16","6","1.34","0.77"
"Mert Müldür","Fenerbahçe","1221","1","2","11","2","15","10","1.3","2.1"
"Ümit Akdağ","Alanyaspor","2624","1","2","20","2","18","18","1.3","2.08"
"Deniz Türüç","Konyaspor","1518","1","2","22","7","24","14","1.29","4.9"
"Gaius Makouta","Alanyaspor","2681","1","0","23","4","19","16","1.29","1.97"
"Marko Jevtović","Konyaspor","1186","0","0","14","4","8","1","1.28","0.42"
"Davinson Sánchez","Galatasaray","2424","1","0","15","3","13","9","1.26","0.86"
"Uğurcan Yazğılı","Konyaspor","2011","0","1","16","2","7","2","1.26","0.67"
"Henry Onyekuru","Gençlerbirliği","326","0","0","3","2","3","2","1.25","0.12"
"Jerome Opoku","Başakşehir FK","2740","0","1","16","2","5","5","1.24","0.9"
"Rhaldney","Göztepe","1098","1","1","15","5","17","5","1.22","0.86"
"Alassane Ndao","Konyaspor","798","2","3","16","4","14","7","1.21","1.92"
"Milan Škriniar","Fenerbahçe","2115","2","0","17","4","1","3","1.14","0.4"
"Charles-Andre Raux Yao","Eyüpspor","513","2","0","14","4","6","10","1.14","0.23"
"Diogo Gonçalves","Konyaspor","222","2","0","4","3","5","1","1.13","0.4"
"Tiago Djaló","Beşiktaş JK","1470","2","0","10","3","4","2","1.13","0.23"
"Jim Allevinah","Kasımpaşa","277","1","0","7","2","4","6","1.12","0.28"
"Ali Yavuz Kol","Kasımpaşa","745","0","0","26","3","10","20","1.12","1.07"
"Nicolas Janvier","Alanyaspor","1545","1","1","22","6","23","4","1.11","1.98"
"Yusuf Kabadayi","Gaziantep FK","613","1","0","13","5","5","10","1.11","0.1"
"Anthony Dennis","Göztepe","2472","3","0","23","6","13","28","1.11","0.85"
"Anthony Nwakaeme","Trabzonspor","650","0","2","8","1","20","7","1.08","1.06"
"Allan","Göztepe","1877","0","2","8","2","7","6","1.07","0.46"
"Christ Inao Oulaï","Trabzonspor","2077","2","4","23","7","40","41","1.07","2.38"
"Casper Højer","Çaykur Rizespor","2715","0","1","20","3","33","15","1.07","2.61"
"Danijel Aleksić","Konyaspor","198","1","0","5","2","2","0","1.05","0.07"
"Arseniy Batagov","Trabzonspor","2115","0","2","9","3","14","8","1.05","0.64"
"Amir Murillo","Beşiktaş JK","957","1","1","13","4","13","9","1.04","0.97"
"Oğuz Aydın","Fenerbahçe","644","0","2","12","5","23","4","1.03","2.55"
"Ibrahim Olawoyin","Çaykur Rizespor","2038","1","1","23","5","18","36","1.02","1.45"
"Kaan Ayhan","Galatasaray","418","1","0","6","1","2","2","1.02","0.13"
"Lucas Torreira","Galatasaray","2224","3","4","22","8","23","7","1.01","1.59"
"Amine Cherni","Göztepe","3002","0","4","25","6","52","11","1","4.16"
"Kubilay Kanatsızkuş","Kasımpaşa","650","1","1","12","2","4","4","0.99","1.06"
"Can Keleş","Kocaelispor","866","0","1","17","4","8","12","0.99","1.29"
"Emrecan Bulut","Çaykur Rizespor","611","1","2","18","5","6","15","0.98","1.18"
"Semih Güler","Kayserispor","2151","0","0","9","2","3","3","0.98","0.68"
"Maestro","Alanyaspor","1425","1","1","21","3","19","23","0.97","1.49"
"Melih İbrahimoğlu","Konyaspor","2293","1","1","23","5","23","26","0.95","2.31"
"Dal Varešanović","Gençlerbirliği","340","1","0","4","1","2","3","0.95","0.12"
"Kazımcan Karataş","Başakşehir FK","1148","0","3","11","4","19","5","0.94","1.64"
"Yáser Asprilla","Galatasaray","164","0","0","8","1","4","4","0.94","0.32"
"Noa Lang","Galatasaray","704","0","3","16","7","18","13","0.93","2.88"
"Morten Bjørlo","Konyaspor","1331","0","3","8","1","18","10","0.93","1.79"
"Hrvoje Smolčić","Kocaelispor","2229","1","1","15","5","9","15","0.92","0.98"
"Nuno Lima","Alanyaspor","2825","1","1","18","3","6","2","0.92","0.84"
"Lautaro Giannetti","Antalyaspor","1815","1","1","9","4","2","1","0.92","0.16"
"Kévin Rodrigues","Gaziantep FK","2289","2","3","28","7","30","12","0.92","1.63"
"Matías Kranevitter","Fatih Karagümrük","1778","1","0","8","2","9","7","0.92","0.42"
"Svit Sešlar","Eyüpspor","564","1","1","8","3","8","4","0.91","0.55"
"Tim Jabol-Folcarelli","Trabzonspor","2330","0","3","13","1","18","27","0.91","1.46"
"Wilfried Singo","Galatasaray","955","2","1","12","3","3","6","0.9","1"
"Umut Güneş","Başakşehir FK","2018","1","0","10","2","4","5","0.88","0.64"
"Antoine Makoumbou","Samsunspor","2247","1","1","13","4","26","10","0.86","3.66"
"Mateusz Łęgowski","Eyüpspor","1572","2","1","13","4","15","7","0.86","1.21"
"Renato Nhaga","Galatasaray","100","1","0","1","1","2","0","0.85","0.12"
"Stefan Savić","Trabzonspor","1757","1","1","6","2","6","3","0.85","1.23"
"Meschak Elia","Alanyaspor","842","3","0","14","9","12","10","0.84","1.47"
"Sebastian Szymański","Fenerbahçe","446","1","0","9","3","11","2","0.83","1.29"
"Rıdvan Yılmaz","Beşiktaş JK","2088","0","0","10","1","15","11","0.83","1.64"
"Logi Tomasson","Samsunspor","2265","1","4","18","5","30","18","0.82","3.04"
"Emirhan Topçu","Beşiktaş JK","1747","1","0","16","6","10","10","0.82","1.11"
"Cafú","Kasımpaşa","1324","0","1","15","3","16","8","0.8","1.51"
"Lenny Pintor","Eyüpspor","772","0","0","12","1","13","19","0.79","0.9"
"Habib Keita","Kocaelispor","2056","1","2","23","3","13","8","0.79","1.76"
"Filip Krastev","Göztepe","488","0","1","11","2","11","9","0.78","0.68"
"Enes Keskin","Alanyaspor","769","0","1","10","4","5","7","0.78","0.36"
"Dario Šarić","Antalyaspor","1404","1","1","16","5","8","10","0.77","0.46"
"Veysel Sarı","Antalyaspor","1926","1","1","9","3","5","0","0.77","0.5"
"Arif Boşluk","Konyaspor","1180","0","0","6","0","12","21","0.76","0.57"
"Daniel Johnson","Fatih Karagümrük","1017","1","3","6","2","20","5","0.75","1.62"
"Karamba Gassama","Gaziantep FK","570","0","1","9","4","6","4","0.75","0.76"
"Melih Bostan","Konyaspor","122","0","0","4","0","2","1","0.74","0.08"
"Toni Borevković","Samsunspor","1142","1","0","3","1","1","1","0.74","0.33"
"Mattéo Guendouzi","Fenerbahçe","1319","1","1","12","2","13","11","0.73","1.93"
"Tayyip Talha Sanuç","Gaziantep FK","1336","0","0","7","1","3","4","0.73","0.07"
"Léo Duarte","Başakşehir FK","2305","0","1","10","2","8","7","0.73","0.54"
"Marius Tresor Doh","Fatih Karagümrük","1024","0","0","16","3","7","4","0.73","0.51"
"Joshua Brenet","Kayserispor","797","0","2","3","0","12","3","0.72","1.61"
"Polat Yaldır","Samsunspor","108","0","0","2","2","4","3","0.71","0.26"
"Talha Sariarslan","Kayserispor","172","2","2","8","3","3","0","0.71","0.04"
"Edson Álvarez","Fenerbahçe","768","0","1","10","5","9","6","0.71","0.3"
"Luccas Claro","Eyüpspor","1417","1","0","9","1","2","1","0.7","0.07"
"Bartuğ Elmaz","Fatih Karagümrük","1142","1","0","19","6","9","3","0.69","0.72"
"Ramzi Safouri","Antalyaspor","1793","1","5","20","6","51","27","0.68","3.41"
"Taha Altıkardeş","Göztepe","1402","1","0","14","3","3","0","0.68","0.4"
"Ahmed Traore","Fatih Karagümrük","394","1","0","10","4","3","4","0.67","0.1"
"Muhamed Buljubašić","Çaykur Rizespor","813","0","0","14","3","6","13","0.67","0.82"
"Taylan Antalyalı","Çaykur Rizespor","1310","0","0","12","3","7","9","0.66","0.47"
"Attila Szalai","Kasımpaşa","1168","0","1","9","4","7","2","0.65","0.57"
"Andri Fannar Baldursson","Kasımpaşa","2720","0","1","20","2","13","7","0.65","0.99"
"Massadio Haïdara","Kocaelispor","1817","0","1","10","3","16","10","0.65","1.79"
"Ozan Tufan","Trabzonspor","1459","1","2","12","4","19","4","0.65","1.6"
"Jaures Assoumou","Samsunspor","368","1","0","8","2","3","4","0.64","0.34"
"Cenk Tosun","Kasımpaşa","468","1","1","8","1","2","1","0.64","0.41"
"Show","Kocaelispor","2325","0","0","19","2","9","9","0.62","1.37"
"Samed Onur","Gençlerbirliği","630","0","1","10","3","10","5","0.61","0.8"
"Anıl Yiğit Çınar","Fatih Karagümrük","1112","2","0","7","2","0","2","0.6","0.06"
"Sander Svendsen","Konyaspor","376","0","0","9","2","6","1","0.59","0.31"
"Onur Ergün","Başakşehir FK","385","0","1","7","2","5","0","0.59","0.8"
"Celil Yüksel","Samsunspor","1154","0","1","18","2","18","11","0.58","1.93"
"Pedro Pereira","Gençlerbirliği","2618","0","1","14","4","17","14","0.57","2.51"
"Taha Şahin","Çaykur Rizespor","1802","1","0","8","4","29","19","0.57","2.27"
"Samet Karakoc","Antalyaspor","604","0","3","5","0","6","11","0.56","0.98"
"Andraž Šporar","Alanyaspor","165","0","0","5","1","1","0","0.56","0.03"
"Afonso Sousa","Samsunspor","173","1","1","7","3","4","4","0.55","0.93"
"Guilherme Luiz","Göztepe","232","0","0","3","1","2","8","0.55","0.68"
"Ibrahim Sabra","Göztepe","88","1","0","5","3","0","1","0.53","0.04"
"Aaron Opoku","Kayserispor","1235","0","2","13","3","22","17","0.53","2.26"
"Modibo Sagnan","Çaykur Rizespor","1507","1","1","6","2","4","6","0.52","0.45"
"Talha Ülvan","Eyüpspor","1114","2","0","15","5","5","8","0.52","0.78"
"Christopher Operi","Başakşehir FK","1824","0","4","13","2","15","15","0.51","1.61"
"Bünyamin Balcı","Antalyaspor","2351","0","4","10","2","18","9","0.51","2.14"
"Yiğit Efe Demir","Fenerbahçe","672","0","0","8","0","7","1","0.51","0.24"
"Frantzdy Pierrot","Çaykur Rizespor","127","0","0","5","1","1","1","0.51","0.01"
"Umut Meraş","Eyüpspor","1838","0","2","11","1","9","5","0.5","0.97"
"Tom Dele-Bashiru","Gençlerbirliği","2362","0","1","17","3","9","17","0.5","0.31"
"Ousseynou Ba","Başakşehir FK","1095","0","0","6","1","0","2","0.5","0.15"
"Salih Uçan","Beşiktaş JK","556","0","0","5","1","5","7","0.49","0.25"
"Ramazan Civelek","Kayserispor","2149","0","2","12","1","18","10","0.48","1.55"
"Bahadır Öztürk","Antalyaspor","355","0","0","1","1","0","0","0.47","0.01"
"Fatih Aksoy","Alanyaspor","867","0","0","6","2","6","4","0.47","0.38"
"Berat Ayberk Özdemir","Başakşehir FK","924","0","0","7","1","4","1","0.46","0.42"
"Calegari","Eyüpspor","1628","1","2","11","4","17","15","0.46","1.42"
"Josafat Mendes","Samsunspor","1245","0","1","8","1","15","9","0.45","0.77"
"Eren Yagmur","Konyaspor","76","1","1","2","1","1","2","0.45","0.02"
"Botond Balogh","Kocaelispor","1657","0","0","5","0","7","0","0.44","0.57"
"Nicholas Opoku","Kasımpaşa","2442","0","0","6","1","4","1","0.44","0.31"
"Robin Yalçın","Eyüpspor","1631","0","0","3","1","4","4","0.44","0.34"
"Wagner Pina","Trabzonspor","2444","0","7","11","4","33","12","0.43","4.86"
"Ahmet Sivri","Fatih Karagümrük","302","0","0","12","3","1","2","0.43","0.06"
"Gideon Jung","Kayserispor","305","0","0","1","0","1","0","0.43","0.15"
"Juninho Bacuna","Gaziantep FK","232","0","0","7","2","6","3","0.42","0.51"
"Dorukhan Toköz","Kayserispor","1356","0","0","8","0","6","5","0.42","0.88"
"Arif Kocaman","Kayserispor","228","0","0","2","1","0","0","0.42","0.02"
"Ahmed Kutucu","Galatasaray","116","0","1","9","1","2","1","0.41","0.34"
"Guilherme Haubert Sityá","Konyaspor","1860","0","1","12","1","29","6","0.39","2.68"
"João Camacho","Fatih Karagümrük","324","0","0","4","2","4","3","0.39","0.14"
"Gabriel Paulista","Beşiktaş JK","865","0","1","8","2","2","1","0.39","0.12"
"Ismail Jakobs","Galatasaray","1310","0","1","7","0","13","10","0.39","1.43"
"Jakub Kałuziński","Başakşehir FK","536","0","1","7","4","13","2","0.38","1.29"
"Joseph Nonge","Kocaelispor","1211","0","0","10","1","11","16","0.38","1.34"
"Levent Mercan","Fenerbahçe","1194","0","3","12","1","22","12","0.38","1.84"
"Emmanuel Agbadou","Beşiktaş JK","1090","1","1","9","4","7","5","0.38","0.78"
"Eyüp Aydın","Kasımpaşa","405","0","0","5","2","5","2","0.37","0.25"
"Sinan Osmanoğlu","Gençlerbirliği","72","0","0","1","1","0","0","0.37","0.02"
"Igor Lichnovsky","Fatih Karagümrük","1170","0","2","4","0","4","1","0.37","0.38"
"Marius Ștefănescu","Konyaspor","168","0","0","6","2","2","2","0.36","0.55"
"Nélson Semedo","Fenerbahçe","1942","1","3","14","2","17","31","0.36","1.48"
"Baran Ali Gezek","Eyüpspor","1387","0","0","6","2","4","6","0.36","0.51"
