player_name,team_title,minutesPlayed,goals,assists,totalShots,shotsOnTarget,keyPasses,successfulDribbles,expectedGoals,expectedAssists
"Marvin Elimbi Gilbert","Gil Vicente","2432","0","0","14","2","6","2","1.22","0.57"
"Pedro Ferreira","Santa Clara","1969","0","0","20","2","9","7","1.22","0.98"
"Maracás","Moreirense","2594","4","0","6","4","2","2","1.22","0.14"
"Welinton Torrao","Santa Clara","684","0","2","7","1","15","8","1.22","1.21"
"Chiheb Labidi","CD Nacional","1628","1","1","23","7","12","10","1.2","0.57"
"Sidney Lima","Santa Clara","2933","1","0","16","3","16","3","1.17","0.9"
"Kévin Boma","Estoril Praia","1722","1","1","9","4","4","6","1.17","0.13"
"Sydney van Hooijdonk","CF Estrela Amadora","356","1","1","8","4","4","0","1.16","0.21"
"Landerson","Moreirense","1290","0","2","14","1","14","17","1.16","1.03"
"Tiago Silva","Vitória SC","287","1","0","7","2","9","0","1.13","0.55"
"Miro","Tondela","282","0","0","7","2","1","3","1.11","0.18"
"João Silva","Tondela","996","1","0","5","1","1","0","1.1","0.16"
"Tom Van De Looi","Famalicão","2753","0","0","32","4","13","3","1.08","2.29"
"Atanas Chernev","CF Estrela Amadora","1024","0","0","6","0","2","1","1.07","0.1"
"Bas Kuipers","FC Arouca","1352","1","2","9","2","9","2","1.07","0.54"
"Tidjany Touré","Gil Vicente","521","0","0","18","6","5","14","1.06","0.18"
"Francisco Chissumba","FC Alverca","1523","0","0","7","1","6","18","1.06","0.75"
"Bruno Lourenço","AVS - Futebol SAD","233","0","0","5","1","4","2","1.06","0.23"
"Georgios Vagiannidis","Sporting CP","1289","0","4","9","4","17","22","1.05","2.72"
"Telmo Arcanjo","Vitória SC","1252","1","0","27","9","30","19","1.05","2.92"
"Jordan Holsgrove","Estoril Praia","2834","1","7","36","7","53","12","1.04","5.38"
"Max Svensson","Casa Pia","176","0","0","8","3","4","0","1.03","0.18"
"Léo Realpe","Famalicão","1710","1","1","7","3","4","6","1.03","0.25"
"Rodrigo Abascal","Vitória SC","2279","1","2","15","2","13","3","1.03","1.02"
"Gabriel Veron","CD Nacional","831","1","0","12","4","5","4","1.02","0.67"
"Amar Dedić","Benfica","1911","1","4","15","2","24","34","1.02","3.55"
"Pablo Messias Cardozo","CD Nacional","866","0","0","17","6","19","5","1.01","1.47"
"Jonathan Panzo","Rio Ave","1095","0","0","5","1","1","1","1","0.04"
"Victor Gómez","Sporting Braga","2479","1","4","16","8","32","5","1","3.19"
"Stefan Leković","CF Estrela Amadora","784","2","0","8","3","3","2","0.99","0.19"
"Liziero","CD Nacional","2340","0","4","25","5","46","11","0.99","3.78"
"Carlos Eduardo","Gil Vicente","321","2","0","6","3","2","1","0.96","0.04"
"Yefrei Rodriguez","Tondela","413","1","0","8","5","3","2","0.96","0.18"
"Jan Bednarek","FC Porto","2690","2","0","13","4","7","0","0.95","1.19"
"Bastien Meupiyou","FC Alverca","2619","0","0","6","2","2","23","0.95","0.36"
"Lucas João","CD Nacional","298","0","1","11","4","3","3","0.94","0.08"
"Ousmane Diomande","Sporting CP","1297","0","1","11","2","3","0","0.94","0.52"
"Rafael Brito","Casa Pia","1527","2","1","11","4","7","1","0.93","1.14"
"Roger Fernandes","Sporting Braga","327","1","1","13","8","3","6","0.93","0.27"
"Alan Núñez","CD Nacional","1673","1","2","3","1","19","11","0.92","2.23"
"Gonçalo Nogueira","Vitória SC","1344","0","4","8","1","22","10","0.9","1.57"
"Seko Fofana","FC Porto","295","3","0","10","3","1","10","0.88","0.09"
"Taichi Fukui","FC Arouca","2547","4","3","28","8","21","18","0.87","2.27"
"Renato Nhaga","Casa Pia","1170","2","0","10","3","8","16","0.87","0.5"
"Iván Fresneda","Sporting CP","1614","1","0","9","3","13","7","0.85","1.45"
"Fabrício Garcia","FC Alverca","277","1","0","7","3","3","5","0.84","0.74"
"Rodrigo Pinheiro","Famalicão","2571","3","2","13","6","27","14","0.83","3.77"
"Yarlen","Tondela","460","0","0","7","3","5","11","0.81","0.37"
"Dinis Pinto","Moreirense","2013","1","6","15","6","17","15","0.81","2.53"
"João Simões","Sporting CP","768","0","1","9","2","6","10","0.81","0.65"
"Mateja Stjepanović","Moreirense","2412","1","0","19","4","7","2","0.81","0.82"
"Alan Godoy","CF Estrela Amadora","300","0","0","8","1","1","1","0.81","0.09"
"Miguel Baeza","CD Nacional","810","1","0","13","2","7","1","0.8","0.35"
"José Fonte","Casa Pia","1438","1","0","9","3","3","2","0.8","0.27"
"Nodar Lominadze","Estoril Praia","645","2","0","8","2","6","8","0.79","0.51"
"Frederico Venâncio","Santa Clara","1731","1","1","9","3","5","0","0.79","0.37"
"Lucas Soares","Santa Clara","2086","0","0","20","4","15","34","0.78","1.61"
"Gustavo Klismahn","Santa Clara","1109","1","1","13","3","18","12","0.77","2.26"
"Thiago Balieiro","Vitória SC","1170","1","0","11","4","2","1","0.77","0.14"
"Matheus Pereira","Santa Clara","720","0","1","8","2","8","7","0.76","0.48"
"Boris Popović","FC Arouca","1158","1","0","5","2","1","1","0.76","0.07"
"Conrad Harder","Sporting CP","66","1","0","6","4","0","0","0.76","0.01"
"Giorgi Kochorashvili","Sporting CP","613","0","1","10","2","4","1","0.76","0.7"
"Florian Grillitsch","Sporting Braga","1129","1","1","8","2","8","4","0.73","1.03"
"Adriano Firmino","Santa Clara","1447","0","0","14","2","9","16","0.73","0.56"
"Ángel Algobia","AVS - Futebol SAD","1086","1","0","11","3","8","5","0.72","0.61"
"Tiago Morais","Casa Pia","681","0","0","13","4","5","6","0.72","0.63"
"Tiago Parente","Estoril Praia","488","1","0","4","1","2","5","0.71","0.42"
"Alexsandro Amorim","FC Alverca","1630","2","0","17","6","14","17","0.7","1.63"
"Alisson Santos","Sporting CP","227","0","2","16","3","5","21","0.7","1.28"
"Guilherme Romão","Santa Clara","890","0","1","4","1","7","4","0.7","0.46"
"Francisco Moura","FC Porto","1331","2","2","11","3","12","10","0.69","2.42"
"Fábio Ronaldo","CF Estrela Amadora","128","1","0","1","1","2","2","0.69","0.01"
"Gonçalo Costa","Estoril Praia","570","0","1","9","3","7","6","0.68","0.89"
"Matija Mitrović","Vitória SC","719","2","0","16","4","14","1","0.68","0.87"
"Miguel Nóbrega","Vitória SC","1000","1","0","9","1","0","2","0.68","0.16"
"Enzo Barrenechea","Benfica","1806","1","0","14","5","7","3","0.66","1.04"
"Kiko","Moreirense","1862","1","0","11","3","16","13","0.66","1.32"
"Romeo Beney","Famalicão","225","0","0","8","5","4","11","0.65","0.54"
"Bernardo Schappo","CF Estrela Amadora","2062","0","0","9","1","4","3","0.65","0.38"
"Gilberto Batista","Moreirense","1948","0","0","5","3","2","13","0.64","0.11"
"Alisson Souza de Jesus","CF Estrela Amadora","90","0","0","3","1","0","2","0.64","0.02"
"Ferro","Estoril Praia","1633","2","0","7","3","5","7","0.64","0.13"
"Daniel Júnior","CD Nacional","753","0","1","18","9","18","15","0.63","0.98"
"Brandon Aguilera","Rio Ave","1377","1","0","14","5","15","14","0.62","1.27"
"Espen Van Ee","FC Arouca","1892","2","1","14","6","13","8","0.62","0.56"
"Nile John","Moreirense","671","0","1","15","6","5","2","0.62","0.65"
"Ghislain Konan","Gil Vicente","2661","0","0","17","6","20","51","0.61","2.13"
"Samuel Dahl","Benfica","2862","1","1","17","6","35","21","0.61","4.46"
"Martin Fernández","Gil Vicente","712","1","1","11","1","12","4","0.6","0.78"
"Xabi Huarte","Tondela","134","0","0","4","2","1","0","0.6","0.02"
"Sergi Gómez","FC Alverca","2484","0","0","3","1","3","0","0.6","0.71"
"Paulo Vitor","AVS - Futebol SAD","1436","0","0","3","1","3","1","0.6","0.29"
"Cedric Teguia","Moreirense","869","0","0","10","2","13","9","0.59","0.8"
"Gabriel Moscardo","Sporting Braga","960","0","0","10","2","4","3","0.58","0.6"
"Sidi Bane","AVS - Futebol SAD","587","1","0","6","2","2","3","0.57","0.07"
"Beni Mukendi","Vitória SC","2246","1","1","7","2","12","27","0.57","0.69"
"Matheus Araújo","Santa Clara","751","1","0","10","5","5","4","0.56","0.31"
"Luis Fernando","Santa Clara","583","1","2","10","3","5","10","0.54","0.22"
"Otar Mamageishvili","Famalicão","144","0","0","1","0","1","1","0.53","0.38"
"Jean-Baptiste Gorby","Sporting Braga","1721","1","0","13","4","7","9","0.53","0.94"
"Juan Rodríguez","Tondela","1985","0","0","12","1","11","12","0.53","0.77"
"Aderllan Santos","AVS - Futebol SAD","1032","1","0","13","2","1","2","0.52","0.2"
"Bernardo Martins","Moreirense","619","1","1","16","8","5","7","0.52","0.61"
"Sergio Bermejo","Gil Vicente","408","0","0","9","2","2","5","0.5","0.21"
"Orest Lebedenko","Vitória SC","466","0","0","6","1","4","0","0.5","0.56"
"Eddy Doué","CF Estrela Amadora","810","1","0","4","2","7","19","0.5","0.49"
"Pedro Rosas","Casa Pia","641","0","0","8","1","0","4","0.49","0.32"
"Facundo Cáseres","Gil Vicente","2206","0","0","5","1","11","2","0.49","1.22"
"Kevin Höög Jansson","CF Estrela Amadora","814","0","0","6","0","3","4","0.48","0.22"
"Zé Carlos","Gil Vicente","2466","0","0","17","1","23","8","0.48","1.73"
"Nehuén Pérez","FC Porto","373","1","0","3","1","1","0","0.47","0.05"
"Benjamin Mbunga-Kimpioka","Tondela","525","0","0","7","2","2","8","0.47","0.44"
"Kiko Bondoso","Moreirense","2021","0","4","8","2","28","8","0.47","2.77"
"João Rêgo","Benfica","78","1","0","2","2","0","2","0.46","0.04"
"Arjen Van Der Heide","Tondela","255","0","0","5","0","4","3","0.46","0.42"
"Jorge Meireles","CF Estrela Amadora","758","0","2","12","3","12","12","0.45","0.53"
"Moudjatovic","Tondela","577","0","0","6","0","9","7","0.44","0.69"
"Pedro Amaral","Estoril Praia","1853","0","2","14","4","12","4","0.43","0.86"
"Roni","AVS - Futebol SAD","1317","2","0","15","4","9","10","0.43","0.26"
"Anísio Cabral","Benfica","64","2","0","6","4","1","1","0.42","0.22"
"José Tavares","Santa Clara","972","0","1","12","4","8","11","0.42","0.26"
"Duplexe Tchamba","Casa Pia","416","1","0","5","1","1","2","0.42","0.25"
"Rhaldney","FC Alverca","993","1","0","10","2","4","5","0.42","0.28"
"Emmanuel Maviram","Tondela","1465","2","2","12","4","14","10","0.42","1.12"
"Zeno Debast","Sporting CP","1183","0","2","8","2","6","5","0.41","1.29"
"Jaume Grau","AVS - Futebol SAD","1326","0","0","7","1","3","1","0.41","0.2"
"Rafa Soares","Famalicão","1708","1","3","5","2","22","4","0.4","2.52"
"Tony Strata","Vitória SC","1411","1","1","15","4","15","12","0.4","2.35"
"Isaac James","FC Alverca","1320","0","2","9","1","14","11","0.4","1.05"
"Christian Marques","Tondela","2715","0","0","3","1","8","5","0.39","1.06"
"Mathis Clairicia","FC Alverca","136","0","0","4","2","0","1","0.39","0.02"
"Antonio Espigares","Gil Vicente","1005","1","0","8","2","2","2","0.39","0.39"
"Ryan Guilherme","Rio Ave","432","0","0","4","1","9","10","0.39","0.26"
"Fabio Blanco","Vitória SC","401","0","0","10","3","6","12","0.38","0.91"
"Cicero","Tondela","1211","1","1","7","3","4","2","0.38","0.58"
"Leonardo Lelo","Sporting Braga","1844","0","4","3","1","39","15","0.38","3.64"
"Eduardo Quaresma","Sporting CP","1186","2","2","5","2","5","11","0.37","0.87"
"Tamás Nikitscher","Rio Ave","1411","1","1","10","2","5","6","0.37","0.39"
"Kiki","AVS - Futebol SAD","1551","0","0","11","0","17","6","0.36","1.19"
"Jakub Brabec","Rio Ave","2150","1","0","5","1","3","2","0.36","0.31"
"Yassin Oukili","Casa Pia","462","0","0","7","1","1","1","0.35","0.39"
"Gustavo Mancha","Rio Ave","1260","0","0","2","0","3","1","0.35","0.15"
"Gustavo Mendonca","AVS - Futebol SAD","1401","0","0","6","3","15","7","0.35","0.92"
"Jandro Orellana","Estoril Praia","1315","0","1","7","2","12","3","0.35","0.71"
"Diogo Calila","Santa Clara","999","1","0","7","2","8","5","0.35","0.81"
"Filipe Soares","CD Nacional","764","1","0","7","1","9","9","0.35","1.49"
"Diego Rodrigues","Sporting Braga","866","1","2","8","3","19","7","0.34","1.53"
"Leandro Antonetti","CF Estrela Amadora","335","0","0","4","3","0","4","0.33","0.03"
"Antef Tsoungui","Estoril Praia","1385","0","0","9","1","6","10","0.33","0.59"
"Sphephelo Sithole","Tondela","1553","1","0","4","2","5","5","0.32","0.29"
"Lawrence Ofori","Casa Pia","827","0","1","7","2","10","6","0.32","0.69"
"Luquinhas","Santa Clara","224","0","0","2","1","0","1","0.31","0.03"
"Diogo Spencer","FC Alverca","1260","1","2","7","2","15","34","0.31","1.63"
"João Goulart","Casa Pia","1930","0","0","5","1","3","1","0.3","0.26"
"Robinho","CF Estrela Amadora","951","0","1","6","0","15","8","0.3","0.75"
"Amadou Dante","FC Arouca","858","0","0","9","2","8","6","0.3","0.47"
"Souleymane Faye","Sporting CP","95","0","0","3","1","1","0","0.29","0.46"
"Rodrigo Rego","Benfica","112","0","0","6","0","2","9","0.29","0.19"
"Ponck","AVS - Futebol SAD","928","0","0","4","0","2","3","0.29","0.42"
"Kelian Nsona","Casa Pia","484","1","1","5","2","2","9","0.29","0.21"
"Afonso Rodrigues","Tondela","125","0","0","4","1","0","2","0.28","0.02"
