player_name,team_title,minutesPlayed,goals,assists,totalShots,shotsOnTarget,keyPasses,successfulDribbles,expectedGoals,expectedAssists
"Manu Silva","Benfica","138","0","0","2","0","3","1","0.28","0.02"
"Rodrigo Conceição","Tondela","1431","1","0","7","5","14","16","0.28","0.92"
"Kaique Rocha","Casa Pia","497","1","0","7","1","0","1","0.28","0.02"
"Jordi Escobar","AVS - Futebol SAD","169","0","0","3","1","1","0","0.27","0.03"
"Zé Carlos","Gil Vicente","1197","0","0","5","0","6","3","0.26","0.45"
"Steven Baseya","FC Alverca","520","0","0","3","0","0","3","0.26","0.04"
"Xeka","Estoril Praia","662","1","0","6","1","1","5","0.25","0.33"
"Javi Sánchez","FC Arouca","1227","0","1","6","1","6","0","0.25","0.83"
"Tom Moustier","CF Estrela Amadora","248","0","0","5","1","5","0","0.25","0.16"
"Martim Guedes","Vitória SC","40","0","0","2","0","0","1","0.25","0.01"
"Sabit Abdulai","FC Alverca","1176","0","1","11","3","5","12","0.24","0.3"
"Mateus Pivô","AVS - Futebol SAD","1149","0","0","6","0","2","5","0.24","0.17"
"Sebastián Pérez","Casa Pia","1586","0","0","8","1","10","1","0.23","0.5"
"João Costa","Santa Clara","80","0","1","2","1","2","0","0.23","0.08"
"Julián Jose Martinez","FC Alverca","671","0","0","2","0","0","0","0.23","0.05"
"Tomás Händel","Vitória SC","270","0","1","4","0","2","0","0.22","0.34"
"Patrick de Paula","Estoril Praia","407","1","0","9","2","2","3","0.22","0.16"
"João Aurélio","CD Nacional","1336","0","0","6","1","7","7","0.21","0.69"
"Henrique Silva","Santa Clara","1031","0","0","6","0","2","4","0.2","0.18"
"João Marques","Casa Pia","609","1","1","3","1","7","8","0.2","1.02"
"Joao Gastao","CF Estrela Amadora","282","0","1","3","1","4","0","0.2","0.03"
"Brian Mansilla","FC Arouca","371","0","0","6","1","6","8","0.2","0.32"
"Gonçalo Esteves","FC Alverca","173","1","0","2","1","1","2","0.2","0.03"
"Pedro Bondo","Famalicão","1179","0","0","8","1","6","9","0.2","0.82"
"Arnau Solà","FC Arouca","589","0","1","5","0","7","2","0.2","0.62"
"Antonis Papakanellos","Rio Ave","441","0","0","5","0","2","14","0.19","0.76"
"Abdu Conté","Casa Pia","1437","0","2","7","0","17","13","0.19","2.49"
"Paulo Victor","Santa Clara","1365","1","0","5","2","10","20","0.19","0.56"
"Fahem Benaissa-Yahia","Casa Pia","565","0","0","2","0","6","5","0.18","0.63"
"Marc Gual","Rio Ave","179","0","0","4","0","1","2","0.18","0.02"
"Matheus Reis","Sporting CP","365","0","2","3","0","5","2","0.18","0.29"
"Daniel Banjaqui","Benfica","153","0","0","4","1","2","4","0.17","0.23"
"Paulo Oliveira","Sporting Braga","819","0","0","2","0","0","0","0.17","0.07"
"Alex Sola","CF Estrela Amadora","728","0","0","2","0","1","2","0.17","0.05"
"Nuno Santos","Vitória SC","223","0","1","4","0","3","1","0.17","0.5"
"Cristian Castro","AVS - Futebol SAD","2165","0","0","4","1","5","6","0.17","0.2"
"Motez Nourani","CD Nacional","183","0","0","2","0","0","0","0.17","0.08"
"Henrique Araújo","Benfica","29","0","0","2","1","0","0","0.16","0"
"Thiago Silva","FC Porto","576","0","0","3","2","2","1","0.16","0.29"
"João Tomé","Rio Ave","670","0","0","5","2","4","8","0.15","0.5"
"Bernardo Fontes","Tondela","3060","0","0","1","0","1","0","0.15","0.11"
"Gabriel Batista","Santa Clara","2880","0","1","1","0","4","0","0.15","0.06"
"Otavio","CF Estrela Amadora","1360","0","1","3","1","5","16","0.14","0.32"
"Nikolaos Athanasiou","Rio Ave","1313","0","1","6","0","17","10","0.13","1.41"
"Demir Ege Tıknaz","Sporting Braga","475","0","1","3","2","4","5","0.13","0.59"
"Iyad Mohamed","Casa Pia","970","1","0","3","1","8","8","0.13","0.91"
"Lenny Vallier","CD Nacional","755","0","0","2","0","14","8","0.12","0.94"
"Francisco Petrasso","Rio Ave","1457","0","0","4","1","2","8","0.12","0.62"
"Rúben Semedo","AVS - Futebol SAD","782","0","0","3","2","5","1","0.11","1.02"
"João Afonso","Tondela","624","0","0","2","0","0","1","0.11","0.09"
"David Simão","FC Arouca","667","0","0","3","1","7","4","0.1","0.98"
"Kerem Aktürkoğlu","Benfica","23","0","0","1","1","1","0","0.1","0.08"
"Bruma","Benfica","30","0","0","2","0","0","2","0.1","0.01"
"Adrian Leon Barišić","Sporting Braga","452","0","0","1","1","1","1","0.1","0.19"
"Matías Rocha","FC Arouca","843","0","0","3","0","4","1","0.1","0.36"
"Pedro Pacheco","Santa Clara","195","0","0","2","0","1","3","0.1","0"
"Daniel Rivas","AVS - Futebol SAD","1534","0","1","6","1","13","6","0.1","0.73"
"Hevertton Santos","Gil Vicente","886","0","1","5","0","6","5","0.1","0.44"
"Luís Rocha","Santa Clara","1170","0","0","3","0","1","1","0.1","0.29"
"Max Scholze","CF Estrela Amadora","737","0","0","4","1","7","13","0.09","0.47"
"Andrey","Santa Clara","145","0","0","2","0","3","0","0.09","0.44"
"João Novais","Rio Ave","44","0","0","3","2","1","1","0.09","0.01"
"Stephen Eustaquio","FC Porto","182","0","0","2","1","2","1","0.09","0.1"
"Nelson Abbey","Rio Ave","2103","0","1","3","0","8","5","0.08","0.68"
"Gustavo Assunção","AVS - Futebol SAD","689","0","0","4","1","2","6","0.08","0.4"
"José Neto","Benfica","94","0","0","2","0","0","0","0.08","0.03"
"Guilherme Montóia","CF Estrela Amadora","524","0","0","2","1","3","3","0.08","0.22"
"Joel Silva","CD Nacional","412","0","0","3","1","6","2","0.08","0.22"
"Domingos Jose Gabriel Bandeira","Casa Pia","992","0","0","2","0","0","3","0.08","0.08"
"Fabiano Souza","Moreirense","502","0","0","2","0","2","2","0.08","0.12"
"Kevyn Monteiro","Moreirense","374","0","0","2","0","2","0","0.07","0.17"
"Vasco Moreira","FC Alverca","451","0","0","3","1","8","5","0.07","0.92"
"Felipe Lima","FC Alverca","61","0","0","1","0","0","1","0.07","0"
"Rafael Lobato","Rio Ave","23","0","0","2","1","0","1","0.07","0"
"Miguel Maga","Vitória SC","1576","0","0","3","0","16","1","0.06","1.41"
"Martim Fernandes","FC Porto","1119","1","1","4","2","9","7","0.06","0.67"
"André Geraldes","Casa Pia","2006","0","0","1","1","3","7","0.06","0.47"
"Rémy Vita","Tondela","227","0","0","3","0","0","0","0.06","0.04"
"Rodrigo Rodrigues","Gil Vicente","46","0","0","1","1","0","0","0.06","0.02"
"Tiago Galletto","AVS - Futebol SAD","573","0","0","2","0","2","0","0.06","0.04"
"Sandro Vidigal","Sporting Braga","61","0","0","2","0","0","2","0.06","0.01"
"Diogo Martins","FC Alverca","8","0","0","1","1","0","0","0.06","0.01"
"Tiago Brito","Estoril Praia","73","0","0","1","0","1","0","0.05","0.06"
"Jefferson Encada","CF Estrela Amadora","1550","0","2","2","1","14","19","0.05","1.93"
"Ángel Alarcón","FC Porto","57","0","0","2","0","0","0","0.05","0.02"
"Adriel","AVS - Futebol SAD","1440","0","1","1","0","2","0","0.05","0.07"
"Vando Félix","Vitória SC","342","0","0","1","0","1","2","0.05","0.11"
"Ulisses","CD Nacional","224","0","0","1","1","0","1","0.05","0.02"
"Kevin Prieto","Casa Pia","369","0","0","1","0","1","5","0.05","0.14"
"Mateo Flores","FC Arouca","207","0","0","1","0","1","1","0.04","0.1"
"Georgios Liavas","Rio Ave","808","0","1","3","1","4","5","0.04","0.24"
"Omar Fayed","FC Arouca","558","0","0","1","0","0","7","0.04","0.08"
"Andre Green","AVS - Futebol SAD","207","0","0","2","1","2","0","0.04","0.14"
"Eric da Silva Moreira","Rio Ave","70","0","0","1","1","0","0","0.04","0.01"
"Anthony Carter","Santa Clara","129","0","1","1","1","3","1","0.04","0.07"
"Tomás Mendes","FC Alverca","312","0","1","1","0","1","0","0.04","0.03"
"Marcos Peña","Famalicão","377","0","0","2","0","1","1","0.04","0.09"
"Pizzi","Estoril Praia","656","0","5","1","0","13","2","0.04","1.35"
"Hélder Tavares","Tondela","597","0","0","1","0","2","0","0.04","0.19"
"Pedro Santos","FC Arouca","797","0","0","2","0","8","2","0.03","0.51"
"Luan Patrick","CF Estrela Amadora","2685","0","0","2","0","4","13","0.03","0.4"
"Omar Richards","Rio Ave","702","0","0","2","1","4","3","0.03","0.34"
"Bright Arrey-Mbi","Sporting Braga","1838","0","0","1","0","2","7","0.03","0.5"
"André Sousa","CD Nacional","147","0","2","1","0","3","0","0.03","0.09"
"Dominik Prpić","FC Porto","179","0","0","1","0","1","1","0.03","0.15"
"Nuno Santos","Sporting CP","69","0","1","1","1","3","0","0.03","0.61"
"Kauan Gomes","FC Alverca","36","0","0","1","0","1","1","0.02","0.09"
"Gustavo García","Famalicão","582","0","0","2","1","4","1","0.02","0.34"
"Luís Pinto","Sporting Braga","215","0","1","1","0","2","3","0.02","0.07"
"Fally Mayulu","FC Arouca","30","0","0","1","0","0","1","0.02","0"
"Romualdas Jansonas","FC Arouca","46","0","0","1","0","0","0","0.02","0"
"Bruno Langa","CF Estrela Amadora","895","0","0","1","0","8","13","0.02","1.38"
"Salvador Blopa","Sporting CP","47","0","1","1","0","1","1","0.02","0.08"
"Joel Jorquera","Moreirense","41","0","0","1","0","0","0","0.02","0.01"
"Jimi Gower","Moreirense","161","0","0","1","0","0","1","0.02","0.05"
"Rica Rocha","Vitória SC","92","0","0","1","0","2","0","0.02","0.03"
"Jonathan Mutombo","Gil Vicente","120","0","0","1","0","0","0","0.01","0.02"
"Gian Cabezas","FC Alverca","53","0","0","1","0","0","0","0.01","0.01"
"Francisco Gonçalves","CD Nacional","570","0","0","1","0","1","0","0.01","0.04"
"Karem Zoabi","Rio Ave","92","0","0","1","0","2","0","0.01","0.01"
"Óscar Aranda","Famalicão","16","0","0","1","0","1","0","0.01","0.04"
"João Afonso","Santa Clara","180","0","0","0","0","0","0","","0"
"Samuel Soares","Benfica","180","0","0","0","0","0","1","","0"
"Martin Turk","Estoril Praia","270","0","0","0","0","0","0","","0"
"Joao Carvalho","Sporting Braga","10","0","0","0","0","0","0","","0"
"André Ferreira","Moreirense","1980","0","1","0","0","1","0","","0.04"
"Lazar Carević","Famalicão","3060","0","0","0","0","0","0","","0.02"
"Andrew","Gil Vicente","1496","0","0","0","0","0","0","","0.02"
"Rui Silva","Sporting CP","2880","0","0","0","0","0","0","","0.01"
"Rochinha","Famalicão","13","0","0","0","0","3","0","","0.2"
"Diogo Costa","FC Porto","2907","0","0","0","0","0","0","","0.12"
"Matheus Mendes","FC Alverca","810","0","0","0","0","0","0","","0"
"Cezary Miszta","Rio Ave","1890","0","0","0","0","0","0","","0.02"
"Kaique","CD Nacional","2520","0","0","0","0","0","1","","0.06"
"Juan Castillo","Vitória SC","1350","0","0","0","0","0","1","","0.01"
"Lukáš Horníček","Sporting Braga","2960","0","0","0","0","0","1","","0.02"
"Weverson","Gil Vicente","26","0","0","0","0","0","0","","0"
"Mika","Moreirense","90","0","0","0","0","0","0","","0"
"João Virgínia","Sporting CP","180","0","0","0","0","0","0","","0"
"Dani Figueira","Gil Vicente","840","0","0","0","0","1","0","","0.04"
"Leandro Santos","Moreirense","263","0","0","0","0","1","10","","0.05"
"Ricardo Batista","Casa Pia","316","0","0","0","0","0","0","","0"
"Anatoliy Trubin","Benfica","2880","0","0","0","0","0","0","","0.03"
"Ennio Van Der Gouw","Rio Ave","900","0","0","0","0","0","0","","0.01"
"Renan Ribeiro","CF Estrela Amadora","2970","0","0","0","0","1","1","","0.05"
"André Gomes","FC Alverca","2250","0","0","0","0","0","0","","0.02"
"Rafael Obrador","Benfica","68","0","0","0","0","3","3","","0.34"
"Bernardo Lima","FC Porto","8","0","0","0","0","1","0","","0.08"
"Tobias Medina","Rio Ave","11","0","0","0","0","0","0","","0"
"Lucas França","CD Nacional","540","0","0","0","0","0","0","","0.01"
"Ignacio de Arruabarrena","FC Arouca","1440","0","0","0","0","1","0","","0.01"
"Patrick Sequeira","Casa Pia","2531","0","0","0","0","1","0","","0.24"
"Caio Secco","Moreirense","990","0","0","0","0","1","0","","0.03"
"Nico Mantl","FC Arouca","720","0","0","0","0","0","0","","0.01"
"Charles","Vitória SC","1710","0","0","0","0","0","0","","0.01"
"Joel Robles","Estoril Praia","2790","0","0","0","0","0","1","","0.22"
"André Ceitil","Tondela","95","0","0","0","0","1","0","","0.01"
"Eduardo Felicíssimo","Sporting CP","8","0","0","0","0","0","0","","0.02"
"Edney Henrique","Santa Clara","45","0","0","0","0","0","0","","0"
"Tiago Silva","FC Porto","22","0","0","0","0","2","0","","0.02"
"Issiar Drame","CF Estrela Amadora","8","0","0","0","0","0","0","","0"
"Or Israelov","Estoril Praia","17","0","0","0","0","0","0","","0"
"Fodé Pascoal","Sporting Braga","10","0","0","0","0","0","0","","0"
"Tiago Duarte","Santa Clara","15","0","0","0","0","1","0","","0.01"
"Diogo Prioste","Benfica","25","0","0","0","0","0","0","","0"
"Ryan","CF Estrela Amadora","152","0","0","0","0","2","0","","0.06"
"Kobamelo Kodisang","AVS - Futebol SAD","125","0","0","0","0","3","1","","0.14"
"Miguel Sousa","Casa Pia","336","0","2","0","0","6","5","","1.06"
"João Gonçalves","AVS - Futebol SAD","540","0","0","0","0","0","0","","0.01"
"Cláudio Ramos","FC Porto","135","0","0","0","0","0","0","","0.02"
"Francisco Dias","Vitória SC","180","0","0","0","0","1","0","","0.02"
"Isaac","Santa Clara","36","0","0","0","0","0","1","","0.01"
"Diogo Monteiro","FC Arouca","315","0","0","0","0","2","3","","0.19"
"Billal Brahimi","CF Estrela Amadora","89","0","0","0","0","2","1","","0.43"
"Guillem Molina","AVS - Futebol SAD","343","0","0","0","0","1","1","","0.05"
"Pedro Trigueira","AVS - Futebol SAD","13","0","0","0","0","0","0","","0"
"Kiki Silva","Casa Pia","16","0","0","0","0","0","0","","0"
"Miguel Silva","Moreirense","8","0","0","0","0","0","0","","0.01"
"Zé Pedro","FC Porto","28","0","0","0","0","0","0","","0"
"Gonzalo Pastor","Famalicão","35","0","0","0","0","0","1","","0.02"
"Ikker dos Santos","FC Alverca","114","0","0","0","0","0","1","","0"
"Rudi Almeida","Famalicão","14","0","0","0","0","0","0","","0"
"Theofanis Bakoulas","Rio Ave","167","0","0","0","0","2","1","","0.37"
"Zakaria Kassary","FC Alverca","19","0","0","0","0","0","0","","0.01"
"João Valido","FC Arouca","810","0","0","0","0","0","0","","0.01"
"João Graça","Rio Ave","92","0","0","0","0","3","3","","0.07"
"Michel Augusto","Moreirense","301","0","0","0","0","0","0","","0.08"
"Mohamed Bamba","Gil Vicente","94","0","0","0","0","1","0","","0.02"
"Simão","AVS - Futebol SAD","1073","0","0","0","0","1","0","","0.02"
"Florentino Luís","Benfica","44","0","0","0","0","0","0","","0"
"João Resende","CF Estrela Amadora","17","0","0","0","0","0","0","","0"
"Stéphane Diarra","FC Alverca","30","0","0","0","0","1","1","","0.07"
"Flavio Goncalves","Sporting CP","23","0","0","0","0","0","1","","0.01"
"Lucão","Gil Vicente","720","0","0","0","0","0","0","","0.02"
"Darlan","Santa Clara","106","0","0","0","0","1","0","","0.02"
"Julien Lomboto","Rio Ave","228","0","0","0","0","1","0","","0.01"
"João Costa","FC Porto","18","0","0","0","0","0","0","","0"
"Ivan Lima","Benfica","13","0","0","0","0","0","1","","0"
"André Miranda","FC Porto","16","0","0","0","0","0","0","","0"
"João Vasconcelos","Sporting Braga","42","0","0","0","0","1","0","","0.01"
"Rodrigo Silva","Sporting Braga","10","0","0","0","0","0","0","","0"
"Khayon Edwards","Estoril Praia","11","0","0","0","0","0","0","","0"
"Gonçalo Maia Pereira","Gil Vicente","11","0","0","0","0","0","0","","0"
"Leonardo Buta","Rio Ave","28","0","0","0","0","0","0","","0"
"Daniel Azevedo","Casa Pia","217","0","0","0","0","0","0","","0.01"
"Yanis da Rocha","Sporting Braga","121","0","0","0","0","0","0","","0.02"
"Martim Gustavo Watts","CD Nacional","70","0","0","0","0","0","1","","0"
"Álvaro Martínez","Moreirense","818","0","0","0","0","7","4","","0.82"
"Yahya Kalley","CF Estrela Amadora","39","0","0","0","0","0","0","","0"
"Tiago Sá","Sporting Braga","90","0","0","0","0","0","0","","0"
"Ejike Opara","Vitória SC","8","0","0","0","0","0","0","","0.01"
"Edson Mucuana","AVS - Futebol SAD","81","0","0","0","0","1","2","","0.05"
"Xander Severina","Casa Pia","103","0","0","0","0","0","1","","0.01"
"Yellu Santiago","FC Arouca","38","0","0","0","0","0","0","","0"
"Ismael Gharbi","Sporting Braga","69","0","0","0","0","0","0","","0.02"
"Yann Karamoh","FC Porto","18","0","0","0","0","0","0","","0"
"Rômulo","Sporting CP","14","0","0","0","0","0","0","",""
"Gonzalo Calçada","CF Estrela Amadora","12","0","0","0","0","0","0","",""
"Antonio Gil","Sporting Braga","10","0","0","0","0","0","0","","0"
"Hugo Nunes","Vitória SC","10","0","0","0","0","0","0","","0"
"Kevin Chamorro","Rio Ave","270","0","0","0","0","0","0","","0"
"José Silva","FC Arouca","40","0","0","0","0","1","0","","0.13"
"Jonatás Noro","Sporting Braga","13","0","0","0","0","0","0","","0"
"Jakub Vinarčík","FC Arouca","90","0","0","0","0","0","0","","0"
"Nilton Varela","CF Estrela Amadora","58","0","0","0","0","0","0","","0.09"
"David Grilo","CF Estrela Amadora","90","0","0","0","0","0","0","","0"
"Alex Pinto","FC Arouca","341","0","0","0","0","1","3","","0.07"
"Toni Borevković","Vitória SC","90","0","0","0","0","1","0","","0.01"
"Deivison Souza Brito","CD Nacional","113","0","0","0","0","0","2","","0.02"
"Tiago Gouveia","Benfica","1","0","0","0","0","0","0","",""
"Gonçalo Moreira","Benfica","1","0","0","0","0","0","0","",""
"Gil Martins","Gil Vicente","2","0","0","0","0","0","0","","0"
"Abdu Dafe","Casa Pia","1","0","0","0","0","0","0","",""
"João Veloso","Benfica","2","0","0","0","0","0","0","","0"
