player_name,team_title,minutes_played,shots,shots_on_target,goals,key_passes,xgoals,xassists
Carlos Harvey,Minnesota United FC,1824,21,10,2,9,1.6609,0.9455
Omar González,Chicago Fire FC,511,0,0,0,0,0.0,0.0
Jon Gallagher,Austin FC,2796,14,5,2,16,1.7931,1.4198
Fafa Picault,Inter Miami CF,875,20,9,4,2,4.3598,0.5871
Kévin Denkey,FC Cincinnati,2827,81,39,16,28,14.8511,3.2704
Cristian Roldan,Seattle Sounders FC,3269,41,16,1,36,2.528,3.5376
Miguel Almirón,Atlanta United FC,3016,68,23,6,42,10.3812,4.2914
Tate Johnson,Vancouver Whitecaps FC,2510,8,3,1,16,0.4426,1.1721
Pablo Ortíz,Houston Dynamo FC,1622,4,2,1,1,0.5275,0.1345
Tomás Ángel,San Diego FC,851,13,4,3,12,1.7142,0.9578
David Brekalo,Orlando City SC,2816,25,5,1,7,3.0718,1.1536
Patrickson Delgado,FC Dallas,1949,24,4,1,26,1.6744,2.7201
Bode Hidalgo,CF Montréal,1357,9,4,0,6,0.7068,0.5175
Boris Enow,D.C. United,1838,9,2,1,7,0.5315,0.3679
Amar Sejdić,Columbus Crew,426,3,0,0,2,0.0698,0.2249
Omir Fernández,Colorado Rapids,832,11,3,1,13,1.6408,2.1963
Anthony Markanich,Minnesota United FC,2433,34,12,10,19,4.6928,2.6079
Jackson Ragen,Seattle Sounders FC,2478,14,7,2,9,1.1231,1.2065
Cengiz Ünder,Los Angeles FC,528,16,4,2,10,1.934,1.3224
Nouhou,Seattle Sounders FC,2760,17,4,1,17,0.8638,2.4248
Teenage Hadebe,FC Cincinnati,1485,3,0,0,1,0.193,0.0445
Iván Angulo,Orlando City SC,2578,35,12,0,36,4.1172,5.1882
Milan Iloski,Philadelphia Union,1523,69,31,13,21,6.6556,3.3722
Hugo Cuypers,Chicago Fire FC,3425,89,46,19,34,23.6082,4.4488
Oliver Larraz,Colorado Rapids,2458,20,3,0,26,1.5288,3.4784
Julian Hall,New York Red Bulls,829,16,5,1,4,2.2843,0.298
Shapi Suleymanov,Sporting Kansas City,2210,36,8,2,19,2.5535,1.4211
Rida Zouhir,D.C. United,412,6,2,0,3,0.3761,0.2253
Alejandro Alvarado Jr.,San Diego FC,566,6,3,0,3,0.4724,0.2741
Jamar Ricketts,San Jose Earthquakes,1029,7,2,1,9,0.4129,1.6847
Garrison Tubbs,D.C. United,626,0,0,0,1,0.0,0.0257
Dante Sealy,CF Montréal,2689,58,22,9,36,6.2166,3.8162
Zorhan Bassong,Sporting Kansas City,1868,10,4,1,13,0.6361,1.3014
Jacen Russell-Rowe,Columbus Crew,2027,53,24,9,26,7.4413,4.3172
Gastón Brugman,Nashville SC,1548,16,4,0,28,1.626,3.3808
Carles Gil,New England Revolution,3430,77,30,10,100,7.5532,10.4132
Lionel Messi,Inter Miami CF,3326,176,80,35,89,26.52,16.4661
Tadeo Allende,Inter Miami CF,2908,66,37,20,22,14.3635,2.3369
Gabriel Pirani,D.C. United,2082,59,17,7,35,5.8662,4.5284
Alhassan Yusuf,New England Revolution,3309,25,7,2,33,2.3713,2.2236
Deandre Kerr,Toronto FC,1026,11,7,4,2,1.8494,0.2925
Robert Voloder,Sporting Kansas City,1664,1,1,0,0,0.0242,0.0
Benji Kikanović,San Jose Earthquakes,464,1,0,0,5,0.1702,1.0522
Reed Baker-Whiting,Seattle Sounders FC,632,3,2,0,9,0.159,1.4345
Ian Smith,Portland Timbers FC,1192,10,3,1,5,0.7488,0.3418
Tim Parker,New York Red Bulls,987,4,1,1,1,0.7249,0.0128
Souleyman Doumbia,Charlotte FC,664,0,0,0,2,0.0,0.6606
Jack Elliott,Chicago Fire FC,3635,35,12,4,7,2.8658,0.607
Diego Rossi,Columbus Crew,3003,104,47,16,36,13.98,5.11
Joao Ortíz,Portland Timbers FC,1214,6,0,0,7,0.2698,0.5941
Sergi Palencia,Los Angeles FC,3407,13,3,1,41,1.3477,4.7229
Jordi Alba,Inter Miami CF,3463,24,9,6,65,2.7513,9.1979
Ryan Hollingshead,Los Angeles FC,2660,25,11,2,31,4.6414,3.4905
Diogo Gonçalves,Real Salt Lake,2540,68,23,4,46,5.7837,4.9658
Raoul Petretta,Toronto FC,2069,5,0,0,9,0.3005,0.2951
Ariel Lassiter,Portland Timbers FC,685,9,3,0,10,0.384,1.1717
Artur,Houston Dynamo FC,3237,11,2,1,9,0.2811,0.3997
Dominique Badji,D.C. United,866,16,7,1,5,2.723,0.2525
Conrad Wallem,St. Louis City SC,2726,24,9,1,37,2.8418,3.0327
Lawrence Ennali,Houston Dynamo FC,1149,24,8,1,12,3.7144,1.8224
Finn Surman,Portland Timbers FC,3460,11,2,0,3,1.3149,0.1236
Marcus Ingvartsen,San Diego FC,580,13,6,2,5,2.0633,0.5829
Thiago Martins,New York City FC,3504,16,7,1,1,1.7508,0.0192
Samuel Bassett,Colorado Rapids,414,4,0,0,2,0.7836,0.7436
Jalen Neal,CF Montréal,1066,3,2,1,1,0.3251,0.0179
Juan Berrocal,Atlanta United FC,653,1,0,0,0,0.1707,0.0
Guilherme Biro,Austin FC,3085,25,7,3,21,2.2612,2.6541
Matheus Nascimento,LA Galaxy,1309,18,11,3,14,2.8245,2.1521
Obinna Nwobodo,FC Cincinnati,1019,5,0,0,5,0.1645,0.1116
Tucker Lepley,LA Galaxy,646,13,4,0,8,1.1719,0.4173
Braian Ojeda,Real Salt Lake,2431,36,11,2,24,1.9365,1.4197
Tristan Muyumba,Atlanta United FC,1323,11,5,1,10,1.5679,0.7612
Eric Miller,Portland Timbers FC,529,2,0,0,2,0.2053,0.1185
Luis Suárez,Inter Miami CF,2766,87,33,10,48,14.9548,8.9034
Jimer Fory,Portland Timbers FC,2521,12,4,0,13,1.0327,1.073
Jake Davis,Sporting Kansas City,2090,22,3,0,23,1.1065,2.5652
Hugo Picard,Columbus Crew,883,7,3,0,15,1.6427,1.7972
Chris Rindov,LA Galaxy,572,1,0,0,2,0.0637,0.0835
