team,player,age,position,appearances,minutes,goals,assists,shots_total,shots_on,penalties
Netherlands,T. Koopmeiners,27,Midfielder,5,224,0,1,2,1,0
Netherlands,W. Weghorst,33,Attacker,4,61,2,0,2,2,0
Netherlands,L. de Jong,35,Attacker,1,56,0,0,0,0,0
Netherlands,N. Lang,26,Attacker,1,9,0,0,0,0,0
Netherlands,M. Depay,31,Attacker,5,300,1,0,9,5,0
Ghana,L. Zigi,29,Goalkeeper,3,270,0,0,0,0,0
Ghana,A. Seidu,25,Defender,2,156,0,0,1,0,0
Ghana,D. Amartey,31,Defender,3,270,0,0,0,0,0
Ghana,A. Djiku,31,Defender,2,107,0,0,0,0,0
Ghana,M. Salisu,26,Defender,3,270,1,0,2,1,0
Ghana,A. Baba,31,Defender,3,193,0,0,0,0,0
Ghana,T. Partey,32,Midfielder,3,270,0,0,2,0,0
Ghana,M. Kudus,25,Midfielder,3,249,2,0,6,4,0
Ghana,S. Abdul Samed,25,Midfielder,3,251,0,0,1,0,0
Ghana,A. Ayew,36,Attacker,3,200,1,0,2,2,0
Ghana,I. Williams,31,Attacker,3,252,0,1,1,0,0
Ghana,I. Danlad,23,Goalkeeper,0,0,0,0,0,0,0
Ghana,A. Nurudeen,26,Goalkeeper,0,0,0,0,0,0,0
Ghana,G. Mensah,27,Defender,1,88,0,0,0,0,0
Ghana,J. Aidoo,30,Defender,0,0,0,0,0,0,0
Ghana,D. Odoi,37,Defender,1,12,0,0,0,0,0
Ghana,T. Lamptey,25,Defender,2,102,0,0,1,0,0
Ghana,O. Bukari,27,Attacker,2,58,1,0,3,1,0
Ghana,D. Kyereh,29,Midfielder,3,39,0,0,0,0,0
Ghana,K. Sulemana,23,Midfielder,2,57,0,0,1,1,0
Ghana,E. Owusu,28,Midfielder,0,0,0,0,0,0,0
Ghana,D. Afriyie,24,Attacker,0,0,0,0,0,0,0
Ghana,A. Fatawu,21,Attacker,1,1,0,0,0,0,0
Ghana,A. Semenyo,25,Attacker,2,27,0,0,1,0,0
Ghana,K. Sowah,25,Attacker,0,0,0,0,0,0,0
Ghana,J. Ayew,34,Attacker,3,136,0,1,1,1,0
Cameroon,A. Onana,29,Goalkeeper,1,90,0,0,0,0,0
Cameroon,C. Fai,33,Defender,3,270,0,0,1,0,0
Cameroon,J. Castelletto,30,Defender,2,180,1,1,1,1,0
Cameroon,N. Nkoulou,35,Defender,2,180,0,0,2,1,0
Cameroon,N. Tolo,28,Defender,3,270,0,0,0,0,0
Cameroon,A. Zambo Anguissa,30,Midfielder,3,261,0,0,1,1,0
Cameroon,S. Gouet,28,Midfielder,2,99,0,0,0,0,0
Cameroon,M. Hongla,27,Midfielder,2,123,0,0,1,1,0
Cameroon,B. Mbeumo,26,Attacker,3,226,0,0,2,2,0
Cameroon,E. Choupo-Moting,36,Attacker,3,254,1,0,2,2,0
Cameroon,K. Toko Ekambi,33,Attacker,3,167,0,0,2,1,0
Cameroon,S. Ngapandouetnbu,22,Goalkeeper,0,0,0,0,0,0,0
Cameroon,D. Epassy,32,Goalkeeper,2,180,0,0,0,0,0
Cameroon,C. Wooh,24,Defender,1,90,0,0,1,0,0
Cameroon,O. Mbaïzo,28,Defender,0,0,0,0,0,0,0
Cameroon,E. Ebosse,26,Defender,1,90,0,0,0,0,0
Cameroon,N. Moumi Ngamaleu,31,Midfielder,2,95,0,0,0,0,0
Cameroon,P. Kunde,30,Midfielder,2,135,0,0,4,2,0
Cameroon,J. Mbekeli,27,Midfielder,1,14,0,1,0,0,0
Cameroon,G. Nkoudou,30,Midfielder,2,25,0,0,1,1,0
Cameroon,G. Ondoua,30,Midfielder,2,45,0,0,0,0,0
Cameroon,O. Ntcham,29,Midfielder,1,22,0,0,1,1,0
Cameroon,C. Bassogog,30,Attacker,1,23,0,0,0,0,0
Cameroon,J. Nsame,32,Attacker,0,0,0,0,0,0,0
Cameroon,S. Marou,25,Attacker,0,0,0,0,0,0,0
Cameroon,V. Aboubakar,34,Attacker,3,141,2,1,4,3,0
Qatar,Saad Al Sheeb,35,Goalkeeper,1,90,0,0,0,0,0
Qatar,Pedro Miguel,35,Defender,3,263,0,0,2,0,0
Qatar,Bassam Al Rawi,28,Defender,1,90,0,0,0,0,0
Qatar,Boualem Khoukhi,35,Defender,3,270,0,0,0,0,0
Qatar,Abdelkarim Hassan,32,Defender,3,270,0,0,5,0,0
Qatar,Homam Ahmed,26,Defender,3,263,0,0,0,0,0
Qatar,Hassan Al Haydos,35,Midfielder,3,209,0,0,1,1,0
Qatar,Karim Boudiaf,35,Midfielder,3,185,0,0,0,0,0
Qatar,Abdulaziz Hatem,35,Midfielder,3,196,0,0,1,1,0
Qatar,Almoez Ali,29,Attacker,3,226,0,0,3,1,0
Qatar,Akram Afif,29,Attacker,3,270,0,0,2,0,0
Qatar,Yousef Hassan,29,Goalkeeper,0,0,0,0,0,0,0
Qatar,Meshaal Barsham,27,Goalkeeper,2,180,0,0,0,0,0
Qatar,Salem Al Hajri,29,Defender,0,0,0,0,0,0,0
Qatar,Musaab Khidir,32,Defender,1,12,0,0,0,0,0
Qatar,Tarek Salman,28,Defender,1,14,0,0,0,0,0
Qatar,Jassem Gaber,23,Defender,0,0,0,0,0,0,0
Qatar,Mostafa Meshaal,24,Midfielder,0,0,0,0,0,0,0
Qatar,Mohammed Waad,26,Midfielder,2,33,0,0,0,0,0
Qatar,Naif Al Hadhrami,24,Midfielder,0,0,0,0,0,0,0
Qatar,Assim Madibo,29,Midfielder,2,154,0,0,0,0,0
Qatar,Ali Asad,32,Midfielder,1,26,0,0,0,0,0
Qatar,Ismaeel Mohammad,35,Defender,2,175,0,1,2,2,0
Qatar,Khalid Muneer,27,Attacker,0,0,0,0,0,0,0
Qatar,Ahmed Alaa,32,Attacker,1,12,0,0,0,0,0
Qatar,Mohammed Muntari,32,Attacker,3,60,1,0,2,1,0
Ecuador,H. Galíndez,38,Goalkeeper,3,270,0,0,0,0,0
Ecuador,A. Preciado,27,Defender,3,265,0,1,2,0,0
Ecuador,F. Torres,28,Defender,3,270,0,1,1,0,0
Ecuador,P. Hincapié,23,Defender,3,270,0,0,0,0,0
Ecuador,P. Estupiñán,27,Defender,3,270,0,0,1,1,0
Ecuador,G. Plata,25,Midfielder,3,269,0,0,2,1,0
Ecuador,J. Méndez,28,Midfielder,2,180,0,0,0,0,0
Ecuador,M. Caicedo,24,Midfielder,3,269,1,0,1,1,0
Ecuador,R. Ibarra,31,Midfielder,2,69,0,0,2,1,0
Ecuador,E. Valencia,36,Attacker,3,256,3,0,4,4,1
Ecuador,M. Estrada,29,Attacker,3,227,0,0,3,0,0
Ecuador,M. Ramírez,25,Goalkeeper,0,0,0,0,0,0,0
Ecuador,Alexander Domínguez Carabalí,38,Goalkeeper,0,0,0,0,0,0,0
Ecuador,W. Pacho,24,Defender,0,0,0,0,0,0,0
Ecuador,J. Porozo,25,Defender,2,102,0,0,1,0,0
Ecuador,R. Arboleda,34,Defender,0,0,0,0,0,0,0
Ecuador,D. Palacios,26,Defender,0,0,0,0,0,0,0
Ecuador,X. Arreaga,31,Defender,0,0,0,0,0,0,0
Ecuador,A. Franco,27,Midfielder,2,46,0,0,0,0,0
Ecuador,D. Reasco,26,Attacker,1,26,0,0,0,0,0
Ecuador,J. Cifuentes,26,Midfielder,2,58,0,0,1,1,0
Ecuador,C. Gruezo,30,Midfielder,1,45,0,0,0,0,0
Ecuador,Á. Mena,37,Attacker,0,0,0,0,0,0,0
Ecuador,J. Sarmiento,23,Attacker,3,83,0,0,1,1,0
Ecuador,K. Rodríguez,25,Midfielder,2,2,0,0,2,1,0
USA,M. Turner,31,Goalkeeper,4,360,0,0,0,0,0
USA,S. Dest,25,Defender,4,309,0,1,2,0,0
USA,W. Zimmerman,32,Defender,4,278,0,0,1,0,0
USA,T. Ream,38,Defender,4,360,0,0,1,1,0
USA,A. Robinson,28,Defender,4,359,0,0,0,0,0
USA,W. McKennie,27,Midfielder,4,275,0,0,5,1,0
USA,T. Adams,26,Midfielder,4,360,0,0,0,0,0
USA,Y. Musah,23,Midfielder,4,345,0,0,3,1,0
USA,C. Pulišić,27,Midfielder,4,315,1,2,7,5,0
USA,T. Weah,25,Attacker,4,320,1,0,4,3,0
USA,H. Wright,27,Attacker,4,135,1,0,5,3,0
USA,S. Johnson,36,Goalkeeper,0,0,0,0,0,0,0
USA,E. Horvath,30,Goalkeeper,0,0,0,0,0,0,0
USA,J. Scally,23,Defender,0,0,0,0,0,0,0
USA,C. Carter-Vickers,28,Defender,1,90,0,0,0,0,0
USA,D. Yedlin,32,Defender,2,31,0,0,0,0,0
USA,A. Long,33,Defender,0,0,0,0,0,0,0
USA,S. Moore,29,Defender,2,20,0,0,0,0,0
USA,B. Aaronson,25,Midfielder,4,105,0,0,1,0,0
USA,G. Reyna,23,Midfielder,2,57,0,0,1,0,0
USA,K. Acosta,30,Midfielder,2,40,0,0,0,0,0
USA,J. Morris,31,Attacker,2,14,0,0,0,0,0
USA,L. de la Torre,27,Midfielder,0,0,0,0,0,0,0
USA,C. Roldan,30,Midfielder,0,0,0,0,0,0,0
USA,J. Ferreira,25,Attacker,1,45,0,0,0,0,0
USA,J. Sargent,25,Attacker,3,163,0,0,3,1,0
Canada,M. Borjan,38,Goalkeeper,3,270,0,0,0,0,0
Canada,A. Johnston,27,Defender,3,270,0,0,2,1,0
Canada,S. Vitória,38,Defender,3,270,0,0,0,0,0
Canada,K. Miller,28,Defender,3,270,0,0,0,0,0
Canada,R. Laryea,30,Midfielder,3,161,0,0,2,0,0
Canada,A. Hutchinson,42,Midfielder,3,161,0,0,2,0,0
Canada,S. Eustáquio,29,Midfielder,2,126,0,0,1,0,0
Canada,A. Davies,25,Midfielder,3,270,1,0,3,2,0
Canada,T. Buchanan,26,Attacker,3,261,0,1,3,0,0
Canada,J. Hoilett,35,Attacker,3,162,0,0,3,0,0
Canada,J. David,25,Attacker,3,192,0,0,4,1,0
Canada,J. Pantemis,28,Goalkeeper,0,0,0,0,0,0,0
Canada,D. St. Clair,28,Goalkeeper,0,0,0,0,0,0,0
Canada,D. Cornelius,28,Defender,0,0,0,0,0,0,0
Canada,J. Waterman,29,Defender,0,0,0,0,0,0,0
Canada,S. Adekugbe,30,Defender,3,94,0,0,0,0,0
Canada,L. Millar,26,Attacker,1,9,0,0,0,0,0
Canada,S. Piette,31,Midfielder,0,0,0,0,0,0,0
Canada,L. Fraser,27,Midfielder,0,0,0,0,0,0,0
Canada,I. Koné,23,Midfielder,3,106,0,0,0,0,0
Canada,M. Kaye,31,Midfielder,1,60,0,0,0,0,0
Canada,D. Wotherspoon,35,Midfielder,1,14,0,0,0,0,0
Canada,J. Osorio,33,Midfielder,3,119,0,0,1,0,0
Canada,I. Ugbo,27,Attacker,0,0,0,0,0,0,0
Canada,L. Cavallini,33,Attacker,1,18,0,0,0,0,0
Canada,C. Larin,30,Attacker,3,137,0,0,2,1,0
